"","Site","Date","chloride","Cond","Volume","Receiving","address","location","NaCl","estimated_cl","year","latitude","longitude","geometry"
"578","2302 University Ave",2011-01-05,595,2500,NA,"University Bay Creek","2302 University Ave Madison, WI","indoor",NA,NA,2011,43.072296,-89.425766,c(-89.425766, 43.072296)
"579","2302 University Ave",2013-01-16,554,2160,NA,"University Bay Creek","2302 University Ave Madison, WI","indoor",NA,NA,2013,43.072296,-89.425766,c(-89.425766, 43.072296)
"580","2424 University Ave",2013-01-16,612,2390,NA,"University Bay Creek","2424 University Ave Madison, WI","indoor",NA,NA,2013,43.07216,-89.42756,c(-89.42756, 43.07216)
"581","2424 University Ave",2014-02-06,237.03,1200,NA,"University Bay Creek","2424 University Ave Madison, WI","indoor",NA,"y",2014,43.07216,-89.42756,c(-89.42756, 43.07216)
"582","3269 Forest Run Ct",2012-06-06,211,1010,NA,"Starkweather Creek","3269 Forest Run Ct Madison, WI","outdoor",NA,NA,2012,43.137608,-89.30429,c(-89.30429, 43.137608)
"583","3269 Forest Run Ct",2003-08-14,215,1133,NA,"Starkweather Creek","3269 Forest Run Ct Madison, WI","outdoor",NA,NA,2003,43.137608,-89.30429,c(-89.30429, 43.137608)
"584","3269 Forest Run Ct",2007-07-23,297.5,1278,NA,"Starkweather Creek","3269 Forest Run Ct Madison, WI","outdoor",NA,NA,2007,43.137608,-89.30429,c(-89.30429, 43.137608)
"585","3269 Forest Run Ct",2017-07-13,421,1680,NA,"Starkweather Creek","3269 Forest Run Ct Madison, WI","outdoor",NA,NA,2017,43.137608,-89.30429,c(-89.30429, 43.137608)
"586","3269 Forest Run Ct",2016-08-04,518,2020,NA,"Starkweather Creek","3269 Forest Run Ct Madison, WI","outdoor",NA,NA,2016,43.137608,-89.30429,c(-89.30429, 43.137608)
"587","2302 University Ave",2014-02-06,1250,4630,NA,"University Bay Creek","2302 University Ave Madison, WI","indoor",NA,NA,2014,43.072296,-89.425766,c(-89.425766, 43.072296)
"588","2302 University Ave",2015-01-15,2000,7410,NA,"University Bay Creek","2302 University Ave Madison, WI","indoor",NA,NA,2015,43.072296,-89.425766,c(-89.425766, 43.072296)
"589","2424 University Ave",2015-01-15,944,3460,NA,"University Bay Creek","2424 University Ave Madison, WI","indoor",NA,NA,2015,43.07216,-89.42756,c(-89.42756, 43.07216)
"590","2302 University Ave",2016-03-02,825,3310,NA,"University Bay Creek","2302 University Ave Madison, WI","indoor",NA,NA,2016,43.072296,-89.425766,c(-89.425766, 43.072296)
"591","2424 University Ave",2016-03-02,646,2690,NA,"University Bay Creek","2424 University Ave Madison, WI","indoor",NA,NA,2016,43.07216,-89.42756,c(-89.42756, 43.07216)
"592","2424 University Ave",2017-01-04,562,2380,NA,"University Bay Creek","2424 University Ave Madison, WI","indoor",NA,NA,2017,43.07216,-89.42756,c(-89.42756, 43.07216)
"593","2302 University Ave",2017-01-05,562,2000,NA,"University Bay Creek","2302 University Ave Madison, WI","indoor",NA,NA,2017,43.072296,-89.425766,c(-89.425766, 43.072296)
"594","2302 University Ave",2019-02-19,387,1830,NA,"University Bay Creek","2302 University Ave Madison, WI","indoor",NA,NA,2019,43.072296,-89.425766,c(-89.425766, 43.072296)
"595","2424 University Ave",2019-02-19,1050,4080,NA,"University Bay Creek","2424 University Ave Madison, WI","indoor",NA,NA,2019,43.07216,-89.42756,c(-89.42756, 43.07216)
"596","2502 Crossroads Dr",2012-02-06,165,1560,NA,"Starkweather Creek","2502 Crossroads Dr Madison, WI","indoor",NA,NA,2012,43.133453,-89.2907,c(-89.2907, 43.133453)
"597","2502 Crossroads Dr",2017-01-03,246,2330,NA,"Starkweather Creek","2502 Crossroads Dr Madison, WI","indoor",NA,NA,2017,43.133453,-89.2907,c(-89.2907, 43.133453)
"598","2502 Crossroads Dr",2007-07-24,280.8,1379,NA,"Starkweather Creek","2502 Crossroads Dr Madison, WI","indoor",NA,NA,2007,43.133453,-89.2907,c(-89.2907, 43.133453)
"599","2502 Crossroads Dr",2015-01-12,338,2560,NA,"Starkweather Creek","2502 Crossroads Dr Madison, WI","indoor",NA,NA,2015,43.133453,-89.2907,c(-89.2907, 43.133453)
"600","2502 Crossroads Dr",2005-02-14,465.5,1765,NA,"Starkweather Creek","2502 Crossroads Dr Madison, WI","indoor",NA,NA,2005,43.133453,-89.2907,c(-89.2907, 43.133453)
"601","2702 Crossroads Dr",2010-02-08,1230,5190,NA,"Starkweather Creek","2702 Crossroads Dr Madison, WI","indoor",NA,NA,2010,43.134365,-89.29027,c(-89.29027, 43.134365)
"602","2702 Crossroads Dr",2016-02-23,1430,5960,NA,"Starkweather Creek","2702 Crossroads Dr Madison, WI","indoor",NA,NA,2016,43.134365,-89.29027,c(-89.29027, 43.134365)
"603","2702 Crossroads Dr",2014-01-21,1560,5260,NA,"Starkweather Creek","2702 Crossroads Dr Madison, WI","indoor",NA,NA,2014,43.134365,-89.29027,c(-89.29027, 43.134365)
"604","2702 Crossroads Dr",2015-01-12,1670,5450,NA,"Starkweather Creek","2702 Crossroads Dr Madison, WI","indoor",NA,NA,2015,43.134365,-89.29027,c(-89.29027, 43.134365)
"605","2702 Crossroads Dr",2012-02-06,1790,6030,NA,"Starkweather Creek","2702 Crossroads Dr Madison, WI","indoor",NA,NA,2012,43.134365,-89.29027,c(-89.29027, 43.134365)
"606","2702 Crossroads Dr",2011-01-10,1850,6240,NA,"Starkweather Creek","2702 Crossroads Dr Madison, WI","indoor",NA,NA,2011,43.134365,-89.29027,c(-89.29027, 43.134365)
"607","2702 Crossroads Dr",2013-01-28,2000,6580,NA,"Starkweather Creek","2702 Crossroads Dr Madison, WI","indoor",NA,NA,2013,43.134365,-89.29027,c(-89.29027, 43.134365)
"608","2702 Crossroads Dr",2019-01-23,2140,7910,NA,"Starkweather Creek","2702 Crossroads Dr Madison, WI","indoor",NA,NA,2019,43.134365,-89.29027,c(-89.29027, 43.134365)
"609","2702 Crossroads Dr",2017-01-03,2250,7390,NA,"Starkweather Creek","2702 Crossroads Dr Madison, WI","indoor",NA,NA,2017,43.134365,-89.29027,c(-89.29027, 43.134365)
"610","30 Ash St",2007-01-19,782.3,2827,NA,"University Bay Creek","30 Ash St Madison, WI","indoor",NA,NA,2007,43.069023,-89.425575,c(-89.425575, 43.069023)
"611","30 Ash St",2019-02-19,889,3640,NA,"University Bay Creek","30 Ash St Madison, WI","indoor",NA,NA,2019,43.069023,-89.425575,c(-89.425575, 43.069023)
"612","508 Plaza Dr",2015-08-25,280.92,1350,NA,"Mendota","508 Plaza Dr Madison, WI","outdoor",NA,"y",2015,43.054943,-89.52556,c(-89.52556, 43.054943)
"613","508 Plaza Dr",2013-07-31,324.81,1500,NA,"Mendota","508 Plaza Dr Madison, WI","outdoor",NA,"y",2013,43.054943,-89.52556,c(-89.52556, 43.054943)
"614","508 Plaza Dr",2019-07-11,441.85,1900,NA,"Mendota","508 Plaza Dr Madison, WI","outdoor",NA,"y",2019,43.054943,-89.52556,c(-89.52556, 43.054943)
"615","508 Plaza Dr",2008-07-08,212.6,966,NA,"Mendota","508 Plaza Dr Madison, WI","outdoor",NA,NA,2008,43.054943,-89.52556,c(-89.52556, 43.054943)
"616","508 Plaza Dr",2003-07-15,266.1,1142,NA,"Mendota","508 Plaza Dr Madison, WI","outdoor",NA,NA,2003,43.054943,-89.52556,c(-89.52556, 43.054943)
"617","3177 E Washington Ave",2005-01-12,1370,4740,NA,"Starkweather Creek","3177 E Washington Ave Madison, WI","indoor",NA,NA,2005,43.108462,-89.335858,c(-89.335858, 43.108462)
"618","3177 E Washington Ave",2006-11-09,1509,5000,NA,"Starkweather Creek","3177 E Washington Ave Madison, WI","indoor",NA,NA,2006,43.108462,-89.335858,c(-89.335858, 43.108462)
"619","3177 E Washington Ave",2007-05-31,1772,5820,NA,"Starkweather Creek","3177 E Washington Ave Madison, WI","indoor",NA,NA,2007,43.108462,-89.335858,c(-89.335858, 43.108462)
"620","3177 E Washington Ave",2008-06-23,2389,7570,NA,"Starkweather Creek","3177 E Washington Ave Madison, WI","indoor",NA,NA,2008,43.108462,-89.335858,c(-89.335858, 43.108462)
"621","3301 City View Dr",2011-01-10,746,2780,NA,"Starkweather Creek","3301 City View Dr Madison, WI","indoor",NA,NA,2011,43.138073,-89.28842,c(-89.28842, 43.138073)
"622","3301 City View Dr",2005-02-14,1142,3770,NA,"Starkweather Creek","3301 City View Dr Madison, WI","indoor",NA,NA,2005,43.138073,-89.28842,c(-89.28842, 43.138073)
"623","3301 City View Dr",2012-02-06,1150,3970,NA,"Starkweather Creek","3301 City View Dr Madison, WI","indoor",NA,NA,2012,43.138073,-89.28842,c(-89.28842, 43.138073)
"624","3301 City View Dr",2018-01-18,1400,4820,NA,"Starkweather Creek","3301 City View Dr Madison, WI","indoor",NA,NA,2018,43.138073,-89.28842,c(-89.28842, 43.138073)
"625","3301 City View Dr",2015-01-12,1540,5250,NA,"Starkweather Creek","3301 City View Dr Madison, WI","indoor",NA,NA,2015,43.138073,-89.28842,c(-89.28842, 43.138073)
"626","3301 City View Dr",2013-01-23,1680,5710,NA,"Starkweather Creek","3301 City View Dr Madison, WI","indoor",NA,NA,2013,43.138073,-89.28842,c(-89.28842, 43.138073)
"627","4 S Lincoln Ridge Dr",2012-06-21,88.9,805,NA,"Spring Harbor","4 S Lincoln Ridge Dr Madison, WI","outdoor",NA,NA,2012,43.051422,-89.51524,c(-89.51524, 43.051422)
"628","4 S Lincoln Ridge Dr",2007-07-05,123.8,805,NA,"Spring Harbor","4 S Lincoln Ridge Dr Madison, WI","outdoor",NA,NA,2007,43.051422,-89.51524,c(-89.51524, 43.051422)
"629","4 S Lincoln Ridge Dr",2008-07-22,188.9,927,NA,"Spring Harbor","4 S Lincoln Ridge Dr Madison, WI","outdoor",NA,NA,2008,43.051422,-89.51524,c(-89.51524, 43.051422)
"630","40 Golf View Rd",2004-06-01,271.2,1180,NA,"Cherokee Marsh","40 Golf View Rd Madison, WI","indoor",NA,NA,2004,43.147934,-89.36731,c(-89.36731, 43.147934)
"631","40 Golf Course Rd",2005-08-17,284.3,1230,NA,"Cherokee Marsh","40 Golf Course Rd Madison, WI","outdoor",NA,NA,2005,43.149788,-89.370384,c(-89.370384, 43.149788)
"632","40 Golf Course Rd",2007-08-08,863.8,3220,NA,"Cherokee Marsh","40 Golf Course Rd Madison, WI","outdoor",NA,NA,2007,43.149788,-89.370384,c(-89.370384, 43.149788)
"633","40 Golf Course Rd",2008-07-07,497.9,1920,NA,"Cherokee Marsh","40 Golf Course Rd Madison, WI","outdoor",NA,NA,2008,43.149788,-89.370384,c(-89.370384, 43.149788)
"634","40 Golf Course Rd",2009-07-16,518,2040,NA,"Cherokee Marsh","40 Golf Course Rd Madison, WI","outdoor",NA,NA,2009,43.149788,-89.370384,c(-89.370384, 43.149788)
"635","40 Golf Course Rd",2010-06-11,335,1450,NA,"Cherokee Marsh","40 Golf Course Rd Madison, WI","outdoor",NA,NA,2010,43.149788,-89.370384,c(-89.370384, 43.149788)
"636","40 Golf Course Rd",2011-06-16,426,1610,NA,"Cherokee Marsh","40 Golf Course Rd Madison, WI","outdoor",NA,NA,2011,43.149788,-89.370384,c(-89.370384, 43.149788)
"637","40 Golf Course Rd",2012-06-12,410,1700,NA,"Cherokee Marsh","40 Golf Course Rd Madison, WI","outdoor",NA,NA,2012,43.149788,-89.370384,c(-89.370384, 43.149788)
"638","40 Golf Course Rd",2013-07-11,567,2200,NA,"Cherokee Marsh","40 Golf Course Rd Madison, WI","outdoor",NA,NA,2013,43.149788,-89.370384,c(-89.370384, 43.149788)
"639","40 Golf Course Rd",2014-07-10,606,2270,NA,"Cherokee Marsh","40 Golf Course Rd Madison, WI","outdoor",NA,NA,2014,43.149788,-89.370384,c(-89.370384, 43.149788)
"640","40 Golf Course Rd",2015-08-12,672,2480,NA,"Cherokee Marsh","40 Golf Course Rd Madison, WI","outdoor",NA,NA,2015,43.149788,-89.370384,c(-89.370384, 43.149788)
"641","40 Golf Course Rd",2016-08-03,1260,2200,NA,"Cherokee Marsh","40 Golf Course Rd Madison, WI","outdoor",NA,NA,2016,43.149788,-89.370384,c(-89.370384, 43.149788)
"642","40 Golf Course Rd",2017-07-11,658,2420,NA,"Cherokee Marsh","40 Golf Course Rd Madison, WI","outdoor",NA,NA,2017,43.149788,-89.370384,c(-89.370384, 43.149788)
"643","40 Golf Course Rd",2018-08-02,923,3220,NA,"Cherokee Marsh","40 Golf Course Rd Madison, WI","outdoor",NA,NA,2018,43.149788,-89.370384,c(-89.370384, 43.149788)
"644","3301 City View Dr",2014-01-21,2030,6710,NA,"Starkweather Creek","3301 City View Dr Madison, WI","indoor",NA,NA,2014,43.138073,-89.28842,c(-89.28842, 43.138073)
"645","4765 Hayes Rd",2005-08-17,310.1,1427,NA,"Starkweather Creek","4765 Hayes Rd Madison, WI","outdoor",NA,NA,2005,43.139454,-89.29951,c(-89.29951, 43.139454)
"646","4765 Hayes Rd",2004-06-21,318.5,1417,NA,"Starkweather Creek","4765 Hayes Rd Madison, WI","outdoor",NA,NA,2004,43.139454,-89.29951,c(-89.29951, 43.139454)
"647","4765 Hayes Rd",2007-07-23,522.7,2030,NA,"Starkweather Creek","4765 Hayes Rd Madison, WI","outdoor",NA,NA,2007,43.139454,-89.29951,c(-89.29951, 43.139454)
"648","4820 Hayes Rd",2011-01-12,269.216,1310,NA,"Starkweather Creek","4820 Hayes Rd Madison, WI","indoor",NA,"y",2011,43.1373590964712,-89.3013354074997,c(-89.3013354074997, 43.1373590964712)
"649","4820 Hayes Rd",2013-01-28,383.33,1700,NA,"Starkweather Creek","4820 Hayes Rd Madison, WI","indoor",NA,"y",2013,43.1373590964712,-89.3013354074997,c(-89.3013354074997, 43.1373590964712)
"650","424 W Dayton St",2010-07-21,101.8488,738,NA,"Monona Bay","424 W Dayton St Madison, WI","outdoor",NA,"y",2010,43.072475,-89.39141,c(-89.39141, 43.072475)
"651","424 W Dayton St",2012-08-01,127.305,825,NA,"Monona Bay","424 W Dayton St Madison, WI","outdoor",NA,"y",2012,43.072475,-89.39141,c(-89.39141, 43.072475)
"652","4145 Country Club Rd",2019-07-31,387,2180,NA,"Wingra","4145 Country Club Rd Madison, WI","outdoor",NA,NA,2019,43.041473,-89.440414,c(-89.440414, 43.041473)
"653","4145 Country Club Rd",2012-08-07,486,2170,NA,"Wingra","4145 Country Club Rd Madison, WI","outdoor",NA,NA,2012,43.041473,-89.440414,c(-89.440414, 43.041473)
"654","4145 Country Club Rd",2011-07-27,535,2290,NA,"Wingra","4145 Country Club Rd Madison, WI","outdoor",NA,NA,2011,43.041473,-89.440414,c(-89.440414, 43.041473)
"655","424 W Dayton St",2011-08-02,237.03,1200,NA,"Monona Bay","424 W Dayton St Madison, WI","outdoor",NA,"y",2011,43.072475,-89.39141,c(-89.39141, 43.072475)
"656","3301 City View Dr",2016-02-23,2180,8200,NA,"Starkweather Creek","3301 City View Dr Madison, WI","indoor",NA,NA,2016,43.138073,-89.28842,c(-89.28842, 43.138073)
"657","3301 City View Dr",2017-01-03,2750,8860,NA,"Starkweather Creek","3301 City View Dr Madison, WI","indoor",NA,NA,2017,43.138073,-89.28842,c(-89.28842, 43.138073)
"658","432 W Gorham St",2019-08-13,351.144,1590,NA,"Monona Bay","432 W Gorham St Madison, WI","outdoor",NA,"y",2019,43.0737224504368,-89.3938688647161,c(-89.3938688647161, 43.0737224504368)
"659","433 W Johnson St",2019-08-15,345,1690,NA,"Monona Bay","433 W Johnson St Madison, WI","outdoor",NA,NA,2019,43.07282,-89.39271,c(-89.39271, 43.07282)
"660","437 N Frances St",2019-02-28,160.3688,938,NA,"Monona Bay","437 N Frances St Madison, WI","indoor",NA,"y",2019,43.073845,-89.3958,c(-89.3958, 43.073845)
"661","437 N Frances St",2019-08-13,306,2660,NA,"Monona Bay","437 N Frances St Madison, WI","indoor",NA,NA,2019,43.073845,-89.3958,c(-89.3958, 43.073845)
"662","440 W Johnson St",2004-06-02,298.2,1419,NA,"Monona Bay","440 W Johnson St Madison, WI","indoor",NA,NA,2004,43.0727453580295,-89.3931468426266,c(-89.3931468426266, 43.0727453580295)
"663","440 W Johnson St",2019-02-21,2840,9260,NA,"Monona Bay","440 W Johnson St Madison, WI","indoor",NA,NA,2019,43.0727453580295,-89.3931468426266,c(-89.3931468426266, 43.0727453580295)
"664","5 E Wilson St",2003-07-14,1366,4780,NA,"Monona","5 E Wilson St Madison, WI","indoor",NA,NA,2003,43.072628,-89.3812,c(-89.3812, 43.072628)
"665","501 N Henry St",2004-07-06,609.5,2420,NA,"Monona","501 N Henry St Madison, WI","indoor",NA,NA,2004,43.076138,-89.39171,c(-89.39171, 43.076138)
"666","3550 Anderson St",2006-11-29,291.1,1208,NA,"Starkweather Creek","3550 Anderson St Madison, WI","indoor",NA,NA,2006,43.12023,-89.32756,c(-89.32756, 43.12023)
"667","3550 Anderson St",2012-02-16,293,1230,NA,"Starkweather Creek","3550 Anderson St Madison, WI","indoor",NA,NA,2012,43.12023,-89.32756,c(-89.32756, 43.12023)
"668","3550 Anderson St",2005-01-12,306.3,1235,NA,"Starkweather Creek","3550 Anderson St Madison, WI","indoor",NA,NA,2005,43.12023,-89.32756,c(-89.32756, 43.12023)
"669","3550 Anderson St",2007-05-31,313.1,1305,NA,"Starkweather Creek","3550 Anderson St Madison, WI","indoor",NA,NA,2007,43.12023,-89.32756,c(-89.32756, 43.12023)
"670","3550 Anderson St",2018-01-24,480,1780,NA,"Starkweather Creek","3550 Anderson St Madison, WI","indoor",NA,NA,2018,43.12023,-89.32756,c(-89.32756, 43.12023)
"671","3841 E Washington Ave",2005-02-14,261.7,1244,NA,"Starkweather Creek","3841 E Washington Ave Madison, WI","indoor",NA,NA,2005,43.11661,-89.32502,c(-89.32502, 43.11661)
"672","3841 E Washington Ave",2007-05-31,270.2,1327,NA,"Starkweather Creek","3841 E Washington Ave Madison, WI","indoor",NA,NA,2007,43.11661,-89.32502,c(-89.32502, 43.11661)
"673","3841 E Washington Ave",2006-11-29,394.5,1763,NA,"Starkweather Creek","3841 E Washington Ave Madison, WI","indoor",NA,NA,2006,43.11661,-89.32502,c(-89.32502, 43.11661)
"674","508 Plaza Dr",2014-08-07,318,1290,NA,"Mendota","508 Plaza Dr Madison, WI","outdoor",NA,NA,2014,43.054943,-89.52556,c(-89.52556, 43.054943)
"675","508 Plaza Dr",2009-06-22,342,1400,NA,"Mendota","508 Plaza Dr Madison, WI","outdoor",NA,NA,2009,43.054943,-89.52556,c(-89.52556, 43.054943)
"676","3841 E Washington Ave",2008-06-23,497.9,2130,NA,"Starkweather Creek","3841 E Washington Ave Madison, WI","indoor",NA,NA,2008,43.11661,-89.32502,c(-89.32502, 43.11661)
"677","4820 Hayes Rd",2014-02-04,485.74,2050,NA,"Starkweather Creek","4820 Hayes Rd Madison, WI","indoor",NA,"y",2014,43.1373590964712,-89.3013354074997,c(-89.3013354074997, 43.1373590964712)
"678","508 Plaza Dr",2010-06-28,353,1300,NA,"Mendota","508 Plaza Dr Madison, WI","outdoor",NA,NA,2010,43.054943,-89.52556,c(-89.52556, 43.054943)
"679","508 Plaza Dr",2012-06-20,368,1390,NA,"Mendota","508 Plaza Dr Madison, WI","outdoor",NA,NA,2012,43.054943,-89.52556,c(-89.52556, 43.054943)
"680","508 Plaza Dr",2007-07-05,370.3,1494,NA,"Mendota","508 Plaza Dr Madison, WI","outdoor",NA,NA,2007,43.054943,-89.52556,c(-89.52556, 43.054943)
"681","508 Plaza Dr",2018-08-30,499,2180,NA,"Mendota","508 Plaza Dr Madison, WI","outdoor",NA,NA,2018,43.054943,-89.52556,c(-89.52556, 43.054943)
"682","508 Plaza Dr",2011-07-08,520,1640,NA,"Mendota","508 Plaza Dr Madison, WI","outdoor",NA,NA,2011,43.054943,-89.52556,c(-89.52556, 43.054943)
"683","508 Plaza Dr",2016-08-15,693,3160,NA,"Mendota","508 Plaza Dr Madison, WI","outdoor",NA,NA,2016,43.054943,-89.52556,c(-89.52556, 43.054943)
"684","4820 Hayes Rd",2015-01-13,414,2440,NA,"Starkweather Creek","4820 Hayes Rd Madison, WI","indoor",NA,NA,2015,43.1373590964712,-89.3013354074997,c(-89.3013354074997, 43.1373590964712)
"685","4820 Hayes Rd",2004-06-01,421.1,1749,NA,"Starkweather Creek","4820 Hayes Rd Madison, WI","indoor",NA,NA,2004,43.1373590964712,-89.3013354074997,c(-89.3013354074997, 43.1373590964712)
"686","4820 Hayes Rd",2012-02-06,459,1960,NA,"Starkweather Creek","4820 Hayes Rd Madison, WI","indoor",NA,NA,2012,43.1373590964712,-89.3013354074997,c(-89.3013354074997, 43.1373590964712)
"687","3841 E Washington Ave",2012-02-06,675,2660,NA,"Starkweather Creek","3841 E Washington Ave Madison, WI","indoor",NA,NA,2012,43.11661,-89.32502,c(-89.32502, 43.11661)
"688","3841 E Washington Ave",2011-01-06,735,2880,NA,"Starkweather Creek","3841 E Washington Ave Madison, WI","indoor",NA,NA,2011,43.11661,-89.32502,c(-89.32502, 43.11661)
"689","3841 E Washington Ave",2010-02-10,774,2830,NA,"Starkweather Creek","3841 E Washington Ave Madison, WI","indoor",NA,NA,2010,43.11661,-89.32502,c(-89.32502, 43.11661)
"690","3841 E Washington Ave",2017-01-03,1130,4210,NA,"Starkweather Creek","3841 E Washington Ave Madison, WI","indoor",NA,NA,2017,43.11661,-89.32502,c(-89.32502, 43.11661)
"691","3841 E Washington Ave",2018-01-18,1370,4740,NA,"Starkweather Creek","3841 E Washington Ave Madison, WI","indoor",NA,NA,2018,43.11661,-89.32502,c(-89.32502, 43.11661)
"692","3841 E Washington Ave",2016-02-23,1450,5430,NA,"Starkweather Creek","3841 E Washington Ave Madison, WI","indoor",NA,NA,2016,43.11661,-89.32502,c(-89.32502, 43.11661)
"693","3841 E Washington Ave",2014-01-21,1550,5460,NA,"Starkweather Creek","3841 E Washington Ave Madison, WI","indoor",NA,NA,2014,43.11661,-89.32502,c(-89.32502, 43.11661)
"694","3841 E Washington Ave",2015-01-12,1700,5750,NA,"Starkweather Creek","3841 E Washington Ave Madison, WI","indoor",NA,NA,2015,43.11661,-89.32502,c(-89.32502, 43.11661)
"695","40 Golf Course Rd",2019-07-09,652,2640,NA,"Cherokee Marsh","40 Golf Course Rd Madison, WI","outdoor",NA,NA,2019,43.149788,-89.370384,c(-89.370384, 43.149788)
"696","525 W Johnson St",2016-03-02,260.438,1280,NA,"Monona Bay","525 W Johnson St Madison, WI","indoor",NA,"y",2016,43.080227,-89.38219,c(-89.38219, 43.080227)
"697","525 W Johnson St",2014-02-06,336.514,1540,NA,"Monona Bay","525 W Johnson St Madison, WI","indoor",NA,"y",2014,43.080227,-89.38219,c(-89.38219, 43.080227)
"698","525 W Johnson St",2010-03-05,301,1390,NA,"Monona Bay","525 W Johnson St Madison, WI","indoor",NA,NA,2010,43.080227,-89.38219,c(-89.38219, 43.080227)
"699","4402 E Washington Ave",2014-07-21,40.9,771,NA,"Starkweather Creek","4402 E Washington Ave Madison, WI","indoor",NA,NA,2014,43.12664,-89.31022,c(-89.31022, 43.12664)
"700","4402 E Washington Ave",2011-01-06,418,1870,NA,"Starkweather Creek","4402 E Washington Ave Madison, WI","indoor",NA,NA,2011,43.12664,-89.31022,c(-89.31022, 43.12664)
"701","4402 E Washington Ave",2005-01-12,421.6,1810,NA,"Starkweather Creek","4402 E Washington Ave Madison, WI","indoor",NA,NA,2005,43.12664,-89.31022,c(-89.31022, 43.12664)
"702","4402 E Washington Ave",2010-02-08,778,2970,NA,"Starkweather Creek","4402 E Washington Ave Madison, WI","indoor",NA,NA,2010,43.12664,-89.31022,c(-89.31022, 43.12664)
"703","4402 E Washington Ave",2007-05-31,834.4,3050,NA,"Starkweather Creek","4402 E Washington Ave Madison, WI","indoor",NA,NA,2007,43.12664,-89.31022,c(-89.31022, 43.12664)
"704","4402 E Washington Ave",2013-01-09,956,3390,NA,"Starkweather Creek","4402 E Washington Ave Madison, WI","indoor",NA,NA,2013,43.12664,-89.31022,c(-89.31022, 43.12664)
"705","4402 E Washington Ave",2008-06-23,1029,3560,NA,"Starkweather Creek","4402 E Washington Ave Madison, WI","indoor",NA,NA,2008,43.12664,-89.31022,c(-89.31022, 43.12664)
"706","4402 E Washington Ave",2006-11-09,1228,4090,NA,"Starkweather Creek","4402 E Washington Ave Madison, WI","indoor",NA,NA,2006,43.12664,-89.31022,c(-89.31022, 43.12664)
"707","4402 E Washington Ave",2014-01-21,1430,4910,NA,"Starkweather Creek","4402 E Washington Ave Madison, WI","indoor",NA,NA,2014,43.12664,-89.31022,c(-89.31022, 43.12664)
"708","4402 E Washington Ave",2012-02-15,1450,5340,NA,"Starkweather Creek","4402 E Washington Ave Madison, WI","indoor",NA,NA,2012,43.12664,-89.31022,c(-89.31022, 43.12664)
"709","4402 E Washington Ave",2015-01-13,1780,5900,NA,"Starkweather Creek","4402 E Washington Ave Madison, WI","indoor",NA,NA,2015,43.12664,-89.31022,c(-89.31022, 43.12664)
"710","4402 E Washington Ave",2016-02-23,2250,7990,NA,"Starkweather Creek","4402 E Washington Ave Madison, WI","indoor",NA,NA,2016,43.12664,-89.31022,c(-89.31022, 43.12664)
"711","4801 Sheboygan Ave",2008-07-22,90.43,683,204412.236336,"University Bay Creek","4801 Sheboygan Ave Madison, WI","outdoor",NA,NA,2008,43.072807,-89.459236,c(-89.459236, 43.072807)
"712","4801 Sheboygan Ave",2007-07-26,106.8,757,204412.236336,"University Bay Creek","4801 Sheboygan Ave Madison, WI","outdoor",NA,NA,2007,43.072807,-89.459236,c(-89.459236, 43.072807)
"713","4801 Sheboygan Ave",2012-07-20,115,754,204412.236336,"University Bay Creek","4801 Sheboygan Ave Madison, WI","outdoor",NA,NA,2012,43.072807,-89.459236,c(-89.459236, 43.072807)
"714","4801 Sheboygan Ave",2003-08-13,162.8,873,204412.236336,"University Bay Creek","4801 Sheboygan Ave Madison, WI","outdoor",NA,NA,2003,43.072807,-89.459236,c(-89.459236, 43.072807)
"715","4817 Sheboygan Ave",2008-07-22,483.4,1843,113562.35352,"University Bay Creek","4817 Sheboygan Ave Madison, WI","outdoor",NA,NA,2008,43.07287,-89.460495,c(-89.460495, 43.07287)
"716","4817 Sheboygan Ave",2010-07-09,526,1860,113562.35352,"University Bay Creek","4817 Sheboygan Ave Madison, WI","outdoor",NA,NA,2010,43.07287,-89.460495,c(-89.460495, 43.07287)
"717","4817 Sheboygan Ave",2012-07-05,534,1980,113562.35352,"University Bay Creek","4817 Sheboygan Ave Madison, WI","outdoor",NA,NA,2012,43.07287,-89.460495,c(-89.460495, 43.07287)
"718","4817 Sheboygan Ave",2016-08-26,578,2140,113562.35352,"University Bay Creek","4817 Sheboygan Ave Madison, WI","outdoor",NA,NA,2016,43.07287,-89.460495,c(-89.460495, 43.07287)
"719","4817 Sheboygan Ave",2011-07-12,591,2290,113562.35352,"University Bay Creek","4817 Sheboygan Ave Madison, WI","outdoor",NA,NA,2011,43.07287,-89.460495,c(-89.460495, 43.07287)
"720","4817 Sheboygan Ave",2009-07-09,614,2370,113562.35352,"University Bay Creek","4817 Sheboygan Ave Madison, WI","outdoor",NA,NA,2009,43.07287,-89.460495,c(-89.460495, 43.07287)
"721","4817 Sheboygan Ave",2003-08-13,672.3,2500,113562.35352,"University Bay Creek","4817 Sheboygan Ave Madison, WI","outdoor",NA,NA,2003,43.07287,-89.460495,c(-89.460495, 43.07287)
"722","4817 Sheboygan Ave",2007-07-26,722.4,2647,113562.35352,"University Bay Creek","4817 Sheboygan Ave Madison, WI","outdoor",NA,NA,2007,43.07287,-89.460495,c(-89.460495, 43.07287)
