"","Site","Date","chloride","Cond","Volume","Receiving","address","location","NaCl","estimated_cl","year","latitude","longitude","geometry"
"432","260 Junction Rd",2003-07-14,316.3,1445,NA,"Mendota","260 Junction Rd Madison, WI","outdoor",NA,NA,2003,43.06454,-89.52655,c(-89.52655, 43.06454)
"433","260 Junction Rd",2013-07-31,445,1710,NA,"Mendota","260 Junction Rd Madison, WI","outdoor",NA,NA,2013,43.06454,-89.52655,c(-89.52655, 43.06454)
"434","260 Junction Rd",2016-08-10,469,1780,NA,"Mendota","260 Junction Rd Madison, WI","outdoor",NA,NA,2016,43.06454,-89.52655,c(-89.52655, 43.06454)
"435","260 Junction Rd",2015-08-27,516,1910,NA,"Mendota","260 Junction Rd Madison, WI","outdoor",NA,NA,2015,43.06454,-89.52655,c(-89.52655, 43.06454)
"436","260 Junction Rd",2014-08-20,651,2400,NA,"Mendota","260 Junction Rd Madison, WI","outdoor",NA,NA,2014,43.06454,-89.52655,c(-89.52655, 43.06454)
"437","260 Junction Rd",2017-08-08,666,2480,NA,"Mendota","260 Junction Rd Madison, WI","outdoor",NA,NA,2017,43.06454,-89.52655,c(-89.52655, 43.06454)
"438","260 Junction Rd",2018-08-28,803,2780,NA,"Mendota","260 Junction Rd Madison, WI","outdoor",NA,NA,2018,43.06454,-89.52655,c(-89.52655, 43.06454)
"439","6405 Bridge Rd",2010-07-12,60.007,595,242266.354176,"Yahara River","6405 Bridge Rd Madison, WI","outdoor",NA,"y",2010,43.049355,-89.33801,c(-89.33801, 43.049355)
"440","6405 Bridge Rd",2015-09-01,219.474,1140,242266.354176,"Yahara River","6405 Bridge Rd Madison, WI","outdoor",NA,"y",2015,43.049355,-89.33801,c(-89.33801, 43.049355)
"441","6405 Bridge Rd",2012-06-07,57.2,595,242266.354176,"Yahara River","6405 Bridge Rd Madison, WI","outdoor",NA,NA,2012,43.049355,-89.33801,c(-89.33801, 43.049355)
"442","6405 Bridge Rd",2009-07-08,64,604,242266.354176,"Yahara River","6405 Bridge Rd Madison, WI","outdoor",NA,NA,2009,43.049355,-89.33801,c(-89.33801, 43.049355)
"443","1936 Tennyson Ln",2019-01-17,528,2210,NA,"Starkweather Creek","1936 Tennyson Ln Madison, WI","outdoor",NA,NA,2019,43.13477,-89.35862,c(-89.35862, 43.13477)
"444","260 Junction Rd",2019-08-01,862,3400,NA,"Mendota","260 Junction Rd Madison, WI","outdoor",NA,NA,2019,43.06454,-89.52655,c(-89.52655, 43.06454)
"445","301 Harbour Town Dr",2010-06-25,1670,5080,NA,"Mendota","301 Harbour Town Dr Madison, WI","indoor",NA,NA,2010,43.067448,-89.526184,c(-89.526184, 43.067448)
"446","301 Harbour Town Dr",2019-02-28,1830,6160,NA,"Mendota","301 Harbour Town Dr Madison, WI","indoor",NA,NA,2019,43.067448,-89.526184,c(-89.526184, 43.067448)
"447","301 Harbour Town Dr",2007-06-08,2104,6760,NA,"Mendota","301 Harbour Town Dr Madison, WI","indoor",NA,NA,2007,43.067448,-89.526184,c(-89.526184, 43.067448)
"448","301 Harbour Town Dr",2011-01-05,2250,7370,NA,"Mendota","301 Harbour Town Dr Madison, WI","indoor",NA,NA,2011,43.067448,-89.526184,c(-89.526184, 43.067448)
"449","301 Harbour Town Dr",2015-01-14,3670,11700,NA,"Mendota","301 Harbour Town Dr Madison, WI","indoor",NA,NA,2015,43.067448,-89.526184,c(-89.526184, 43.067448)
"450","310 Samuel Dr",2019-08-01,481,2070,NA,"Mendota","310 Samuel Dr Madison, WI","outdoor",NA,NA,2019,43.068253,-89.53547,c(-89.53547, 43.068253)
"451","310 Samuel Dr",2017-08-08,779,2790,NA,"Mendota","310 Samuel Dr Madison, WI","outdoor",NA,NA,2017,43.068253,-89.53547,c(-89.53547, 43.068253)
"452","310 Samuel Dr",2018-08-28,1070,3600,NA,"Mendota","310 Samuel Dr Madison, WI","outdoor",NA,NA,2018,43.068253,-89.53547,c(-89.53547, 43.068253)
"453","45 Junction Ct",2018-08-28,60.2996,596,NA,"Mendota","45 Junction Ct Madison, WI","outdoor",NA,"y",2018,43.074524,-89.52404,c(-89.52404, 43.074524)
"454","45 Junction Ct",2010-06-28,89.267,695,NA,"Mendota","45 Junction Ct Madison, WI","outdoor",NA,"y",2010,43.074524,-89.52404,c(-89.52404, 43.074524)
"455","45 Junction Ct",2017-08-08,158.3206,931,NA,"Mendota","45 Junction Ct Madison, WI","outdoor",NA,"y",2017,43.074524,-89.52404,c(-89.52404, 43.074524)
"456","45 Junction Ct",2019-08-05,181.436,1010,NA,"Mendota","45 Junction Ct Madison, WI","outdoor",NA,"y",2019,43.074524,-89.52404,c(-89.52404, 43.074524)
"457","45 Junction Ct",2015-08-27,187.288,1030,NA,"Mendota","45 Junction Ct Madison, WI","outdoor",NA,"y",2015,43.074524,-89.52404,c(-89.52404, 43.074524)
"458","45 Junction Ct",2014-08-20,234.104,1190,NA,"Mendota","45 Junction Ct Madison, WI","outdoor",NA,"y",2014,43.074524,-89.52404,c(-89.52404, 43.074524)
"459","201 Swanton Rd",2007-08-08,398,1507,NA,"Starkweather Creek","201 Swanton Rd Madison, WI","outdoor",NA,NA,2007,43.102676,-89.30154,c(-89.30154, 43.102676)
"460","45 Junction Ct",2016-08-10,254.586,1260,NA,"Mendota","45 Junction Ct Madison, WI","outdoor",NA,"y",2016,43.074524,-89.52404,c(-89.52404, 43.074524)
"461","45 Junction Ct",2013-07-31,269.216,1310,NA,"Mendota","45 Junction Ct Madison, WI","outdoor",NA,"y",2013,43.074524,-89.52404,c(-89.52404, 43.074524)
"462","45 Junction Ct",2012-06-20,230,1040,NA,"Mendota","45 Junction Ct Madison, WI","outdoor",NA,NA,2012,43.074524,-89.52404,c(-89.52404, 43.074524)
"463","45 Junction Ct",2011-07-05,452,2090,NA,"Mendota","45 Junction Ct Madison, WI","outdoor",NA,NA,2011,43.074524,-89.52404,c(-89.52404, 43.074524)
"464","4715 Sheboygan Ave",2018-08-22,99.2154,729,NA,"Mendota","4715 Sheboygan Ave Madison, WI","outdoor",NA,"y",2018,43.07289,-89.45826,c(-89.45826, 43.07289)
"465","4715 Sheboygan Ave",2019-07-16,181.436,1010,NA,"Mendota","4715 Sheboygan Ave Madison, WI","outdoor",NA,"y",2019,43.07289,-89.45826,c(-89.45826, 43.07289)
"466","4715 Sheboygan Ave",2016-08-26,213.622,1120,NA,"Mendota","4715 Sheboygan Ave Madison, WI","outdoor",NA,"y",2016,43.07289,-89.45826,c(-89.45826, 43.07289)
"467","4715 Sheboygan Ave",2010-07-09,228.252,1170,NA,"Mendota","4715 Sheboygan Ave Madison, WI","outdoor",NA,"y",2010,43.07289,-89.45826,c(-89.45826, 43.07289)
"468","4715 Sheboygan Ave",2017-08-16,231.178,1180,NA,"Mendota","4715 Sheboygan Ave Madison, WI","outdoor",NA,"y",2017,43.07289,-89.45826,c(-89.45826, 43.07289)
"469","4715 Sheboygan Ave",2014-08-27,237.03,1200,NA,"Mendota","4715 Sheboygan Ave Madison, WI","outdoor",NA,"y",2014,43.07289,-89.45826,c(-89.45826, 43.07289)
"470","4715 Sheboygan Ave",2013-08-13,257.512,1270,NA,"Mendota","4715 Sheboygan Ave Madison, WI","outdoor",NA,"y",2013,43.07289,-89.45826,c(-89.45826, 43.07289)
"471","4715 Sheboygan Ave",2009-07-09,341,1390,NA,"Mendota","4715 Sheboygan Ave Madison, WI","outdoor",NA,NA,2009,43.07289,-89.45826,c(-89.45826, 43.07289)
"472","1602 W Beltline Hwy",2019-03-07,188,1800,NA,"Arboretum","1602 W Beltline Hwy Madison, WI","indoor",NA,NA,2019,43.03578,-89.409167,c(-89.409167, 43.03578)
"473","1602 W Beltline Hwy",2004-06-30,366.9,1568,NA,"Arboretum","1602 W Beltline Hwy Madison, WI","indoor",NA,NA,2004,43.03578,-89.409167,c(-89.409167, 43.03578)
"474","1602 W Beltline Hwy",2012-02-15,447,2610,NA,"Arboretum","1602 W Beltline Hwy Madison, WI","indoor",NA,NA,2012,43.03578,-89.409167,c(-89.409167, 43.03578)
"475","1602 W Beltline Hwy",2015-01-22,477,2590,NA,"Arboretum","1602 W Beltline Hwy Madison, WI","indoor",NA,NA,2015,43.03578,-89.409167,c(-89.409167, 43.03578)
"476","1602 W Beltline Hwy",2013-01-09,515,2670,NA,"Arboretum","1602 W Beltline Hwy Madison, WI","indoor",NA,NA,2013,43.03578,-89.409167,c(-89.409167, 43.03578)
"477","1602 W Beltline Hwy",2011-01-05,588,3140,NA,"Arboretum","1602 W Beltline Hwy Madison, WI","indoor",NA,NA,2011,43.03578,-89.409167,c(-89.409167, 43.03578)
"478","1602 W Beltline Hwy",2010-08-19,653,2970,NA,"Arboretum","1602 W Beltline Hwy Madison, WI","indoor",NA,NA,2010,43.03578,-89.409167,c(-89.409167, 43.03578)
"479","1602 W Beltline Hwy",2014-02-05,662,3470,NA,"Arboretum","1602 W Beltline Hwy Madison, WI","indoor",NA,NA,2014,43.03578,-89.409167,c(-89.409167, 43.03578)
"480","1602 W Beltline Hwy",2006-11-28,761,2790,NA,"Arboretum","1602 W Beltline Hwy Madison, WI","indoor",NA,NA,2006,43.03578,-89.409167,c(-89.409167, 43.03578)
"481","1602 W Beltline Hwy",2007-05-31,762.6,2721,NA,"Arboretum","1602 W Beltline Hwy Madison, WI","indoor",NA,NA,2007,43.03578,-89.409167,c(-89.409167, 43.03578)
"482","1602 W Beltline Hwy",2010-07-06,772,3170,NA,"Arboretum","1602 W Beltline Hwy Madison, WI","indoor",NA,NA,2010,43.03578,-89.409167,c(-89.409167, 43.03578)
"483","4765 Hayes Rd",2019-08-15,137.8386,861,NA,"Starkweather Creek","4765 Hayes Rd Madison, WI","outdoor",NA,"y",2019,43.139454,-89.29951,c(-89.29951, 43.139454)
"484","1726 Eagen Rd",2006-11-29,142.4,1016,NA,"Starkweather Creek","1726 Eagen Rd Madison, WI","indoor",NA,NA,2006,43.12484,-89.30882,c(-89.30882, 43.12484)
"485","1726 Eagen Rd",2018-01-24,327,1950,NA,"Starkweather Creek","1726 Eagen Rd Madison, WI","indoor",NA,NA,2018,43.12484,-89.30882,c(-89.30882, 43.12484)
"486","1726 Eagen Rd",2013-01-28,335,2110,NA,"Starkweather Creek","1726 Eagen Rd Madison, WI","indoor",NA,NA,2013,43.12484,-89.30882,c(-89.30882, 43.12484)
"487","1726 Eagen Rd",2014-02-04,363,2300,NA,"Starkweather Creek","1726 Eagen Rd Madison, WI","indoor",NA,NA,2014,43.12484,-89.30882,c(-89.30882, 43.12484)
"488","1726 Eagen Rd",2012-03-01,369,2230,NA,"Starkweather Creek","1726 Eagen Rd Madison, WI","indoor",NA,NA,2012,43.12484,-89.30882,c(-89.30882, 43.12484)
"489","1726 Eagen Rd",2011-01-12,386,2180,NA,"Starkweather Creek","1726 Eagen Rd Madison, WI","indoor",NA,NA,2011,43.12484,-89.30882,c(-89.30882, 43.12484)
"490","1726 Eagen Rd",2010-02-10,408,2210,NA,"Starkweather Creek","1726 Eagen Rd Madison, WI","indoor",NA,NA,2010,43.12484,-89.30882,c(-89.30882, 43.12484)
"491","1726 Eagen Rd",2007-05-31,790.7,2876,NA,"Starkweather Creek","1726 Eagen Rd Madison, WI","indoor",NA,NA,2007,43.12484,-89.30882,c(-89.30882, 43.12484)
"492","1726 Eagen Rd",2008-06-23,825,2919,NA,"Starkweather Creek","1726 Eagen Rd Madison, WI","indoor",NA,NA,2008,43.12484,-89.30882,c(-89.30882, 43.12484)
"493","1726 Eagen Rd",2016-02-24,921,2400,NA,"Starkweather Creek","1726 Eagen Rd Madison, WI","indoor",NA,NA,2016,43.12484,-89.30882,c(-89.30882, 43.12484)
"494","1754 Thierer Rd",2004-07-27,41.58,1469,NA,"Starkweather Creek","1754 Thierer Rd Madison, WI","indoor",NA,NA,2004,43.12301,-89.31347,c(-89.31347, 43.12301)
"495","4715 Sheboygan Ave",2008-07-22,351.6,1375,NA,"Mendota","4715 Sheboygan Ave Madison, WI","outdoor",NA,NA,2008,43.07289,-89.45826,c(-89.45826, 43.07289)
"496","4715 Sheboygan Ave",2007-07-26,373.4,1458,NA,"Mendota","4715 Sheboygan Ave Madison, WI","outdoor",NA,NA,2007,43.07289,-89.45826,c(-89.45826, 43.07289)
"497","4715 Sheboygan Ave",2012-07-05,387,1520,NA,"Mendota","4715 Sheboygan Ave Madison, WI","outdoor",NA,NA,2012,43.07289,-89.45826,c(-89.45826, 43.07289)
"498","4715 Sheboygan Ave",2015-09-01,420,1580,NA,"Mendota","4715 Sheboygan Ave Madison, WI","outdoor",NA,NA,2015,43.07289,-89.45826,c(-89.45826, 43.07289)
"499","4715 Sheboygan Ave",2011-07-12,442,1580,NA,"Mendota","4715 Sheboygan Ave Madison, WI","outdoor",NA,NA,2011,43.07289,-89.45826,c(-89.45826, 43.07289)
"500","479 Commerce Dr",2011-01-04,814,5080,NA,"Mendota","479 Commerce Dr Madison, WI","indoor",NA,NA,2011,43.0597,-89.52425,c(-89.52425, 43.0597)
"501","479 Commerce Dr",2018-02-01,993,4590,NA,"Mendota","479 Commerce Dr Madison, WI","indoor",NA,NA,2018,43.0597,-89.52425,c(-89.52425, 43.0597)
"502","479 Commerce Dr",2010-02-11,1430,5440,NA,"Mendota","479 Commerce Dr Madison, WI","indoor",NA,NA,2010,43.0597,-89.52425,c(-89.52425, 43.0597)
"503","479 Commerce Dr",2017-01-05,1690,6330,NA,"Mendota","479 Commerce Dr Madison, WI","indoor",NA,NA,2017,43.0597,-89.52425,c(-89.52425, 43.0597)
"504","479 Commerce Dr",2019-02-05,1710,6510,NA,"Mendota","479 Commerce Dr Madison, WI","indoor",NA,NA,2019,43.0597,-89.52425,c(-89.52425, 43.0597)
"505","1754 Thierer Rd",2012-02-15,221,1280,NA,"Starkweather Creek","1754 Thierer Rd Madison, WI","indoor",NA,NA,2012,43.12301,-89.31347,c(-89.31347, 43.12301)
"506","1754 Thierer Rd",2015-01-12,289,2160,NA,"Starkweather Creek","1754 Thierer Rd Madison, WI","indoor",NA,NA,2015,43.12301,-89.31347,c(-89.31347, 43.12301)
"507","1754 Thierer Rd",2008-06-23,371.6,1596,NA,"Starkweather Creek","1754 Thierer Rd Madison, WI","indoor",NA,NA,2008,43.12301,-89.31347,c(-89.31347, 43.12301)
"508","1754 Thierer Rd",2016-02-23,373,3330,NA,"Starkweather Creek","1754 Thierer Rd Madison, WI","indoor",NA,NA,2016,43.12301,-89.31347,c(-89.31347, 43.12301)
"509","1754 Thierer Rd",2006-11-09,377.7,1768,NA,"Starkweather Creek","1754 Thierer Rd Madison, WI","indoor",NA,NA,2006,43.12301,-89.31347,c(-89.31347, 43.12301)
"510","1754 Thierer Rd",2017-01-03,445,3010,NA,"Starkweather Creek","1754 Thierer Rd Madison, WI","indoor",NA,NA,2017,43.12301,-89.31347,c(-89.31347, 43.12301)
"511","1754 Thierer Rd",2010-02-08,453,1790,NA,"Starkweather Creek","1754 Thierer Rd Madison, WI","indoor",NA,NA,2010,43.12301,-89.31347,c(-89.31347, 43.12301)
"512","1754 Thierer Rd",2007-05-31,464.1,2064,NA,"Starkweather Creek","1754 Thierer Rd Madison, WI","indoor",NA,NA,2007,43.12301,-89.31347,c(-89.31347, 43.12301)
"513","1754 Thierer Rd",2005-02-14,584.1,2480,NA,"Starkweather Creek","1754 Thierer Rd Madison, WI","indoor",NA,NA,2005,43.12301,-89.31347,c(-89.31347, 43.12301)
"514","479 Commerce Dr",2013-01-11,1790,7130,NA,"Mendota","479 Commerce Dr Madison, WI","indoor",NA,NA,2013,43.0597,-89.52425,c(-89.52425, 43.0597)
"515","479 Commerce Dr",2015-01-14,1930,7690,NA,"Mendota","479 Commerce Dr Madison, WI","indoor",NA,NA,2015,43.0597,-89.52425,c(-89.52425, 43.0597)
"516","479 Commerce Dr",2014-02-05,2000,7700,NA,"Mendota","479 Commerce Dr Madison, WI","indoor",NA,NA,2014,43.0597,-89.52425,c(-89.52425, 43.0597)
"517","2130 University Ave",2007-06-04,333.7,1374,NA,"University Bay Creek","2130 University Ave Madison, WI","indoor",NA,NA,2007,43.072582,-89.422806,c(-89.422806, 43.072582)
"518","2130 University Ave",2011-01-05,433,1740,NA,"University Bay Creek","2130 University Ave Madison, WI","indoor",NA,NA,2011,43.072582,-89.422806,c(-89.422806, 43.072582)
"519","2130 University Ave",2018-01-25,846,2980,NA,"University Bay Creek","2130 University Ave Madison, WI","indoor",NA,NA,2018,43.072582,-89.422806,c(-89.422806, 43.072582)
"520","2130 University Ave",2014-02-06,859,3250,NA,"University Bay Creek","2130 University Ave Madison, WI","indoor",NA,NA,2014,43.072582,-89.422806,c(-89.422806, 43.072582)
"521","2130 University Ave",2016-03-02,1030,3700,NA,"University Bay Creek","2130 University Ave Madison, WI","indoor",NA,NA,2016,43.072582,-89.422806,c(-89.422806, 43.072582)
"522","2130 University Ave",2004-07-06,1039,3420,NA,"University Bay Creek","2130 University Ave Madison, WI","indoor",NA,NA,2004,43.072582,-89.422806,c(-89.422806, 43.072582)
"523","2130 University Ave",2015-01-15,1050,3630,NA,"University Bay Creek","2130 University Ave Madison, WI","indoor",NA,NA,2015,43.072582,-89.422806,c(-89.422806, 43.072582)
"524","2130 University Ave",2019-02-19,1310,4900,NA,"University Bay Creek","2130 University Ave Madison, WI","indoor",NA,NA,2019,43.072582,-89.422806,c(-89.422806, 43.072582)
"525","2130 University Ave",2017-01-05,1500,5170,NA,"University Bay Creek","2130 University Ave Madison, WI","indoor",NA,NA,2017,43.072582,-89.422806,c(-89.422806, 43.072582)
"526","2502 Independence Ln",2007-07-23,211,1202,NA,"Starkweather Creek","2502 Independence Ln Madison, WI","outdoor",NA,NA,2007,43.131386,-89.30802,c(-89.30802, 43.131386)
"527","2502 Independence Ln",2016-08-04,853,3050,NA,"Starkweather Creek","2502 Independence Ln Madison, WI","outdoor",NA,NA,2016,43.131386,-89.30802,c(-89.30802, 43.131386)
"528","2502 Independence Ln",2015-08-11,976,3630,NA,"Starkweather Creek","2502 Independence Ln Madison, WI","outdoor",NA,NA,2015,43.131386,-89.30802,c(-89.30802, 43.131386)
"529","251 S Yellowstone Dr",2004-06-02,33.09,570,NA,"Spring Harbor","251 S Yellowstone Dr Madison, WI","outdoor",NA,NA,2004,43.062965,-89.493484,c(-89.493484, 43.062965)
"530","251 S Yellowstone Dr",2007-06-26,114.1,838,NA,"Spring Harbor","251 S Yellowstone Dr Madison, WI","outdoor",NA,NA,2007,43.062965,-89.493484,c(-89.493484, 43.062965)
"531","251 S Yellowstone Dr",2005-08-15,150.4,916,NA,"Spring Harbor","251 S Yellowstone Dr Madison, WI","outdoor",NA,NA,2005,43.062965,-89.493484,c(-89.493484, 43.062965)
"532","251 S Yellowstone Dr",2008-07-28,247,1074,NA,"Spring Harbor","251 S Yellowstone Dr Madison, WI","outdoor",NA,NA,2008,43.062965,-89.493484,c(-89.493484, 43.062965)
"533","251 S Yellowstone Dr",2009-07-23,287,1270,NA,"Spring Harbor","251 S Yellowstone Dr Madison, WI","outdoor",NA,NA,2009,43.062965,-89.493484,c(-89.493484, 43.062965)
"534","251 S Yellowstone Dr",2012-07-20,351,1470,NA,"Spring Harbor","251 S Yellowstone Dr Madison, WI","outdoor",NA,NA,2012,43.062965,-89.493484,c(-89.493484, 43.062965)
"535","251 S Yellowstone Dr",2016-08-15,1670,5320,NA,"Spring Harbor","251 S Yellowstone Dr Madison, WI","outdoor",NA,NA,2016,43.062965,-89.493484,c(-89.493484, 43.062965)
"536","251 S Yellowstone Dr",2017-08-16,1970,6280,NA,"Spring Harbor","251 S Yellowstone Dr Madison, WI","outdoor",NA,NA,2017,43.062965,-89.493484,c(-89.493484, 43.062965)
"537","479 Commerce Dr",2016-03-01,2020,7490,NA,"Mendota","479 Commerce Dr Madison, WI","indoor",NA,NA,2016,43.0597,-89.52425,c(-89.52425, 43.0597)
"538","479 Commerce Dr",2012-02-22,2230,9610,NA,"Mendota","479 Commerce Dr Madison, WI","indoor",NA,NA,2012,43.0597,-89.52425,c(-89.52425, 43.0597)
"539","483 Commerce Dr",2017-01-05,1130,6900,NA,"Mendota","483 Commerce Dr Madison, WI","indoor","y",NA,2017,43.059673,-89.524155,c(-89.524155, 43.059673)
"540","483 Commerce Dr",2010-02-11,1510,6970,NA,"Mendota","483 Commerce Dr Madison, WI","indoor","y",NA,2010,43.059673,-89.524155,c(-89.524155, 43.059673)
"541","483 Commerce Dr",2014-02-05,1530,6990,NA,"Mendota","483 Commerce Dr Madison, WI","indoor","y",NA,2014,43.059673,-89.524155,c(-89.524155, 43.059673)
"542","483 Commerce Dr",2019-03-07,1660,6350,NA,"Mendota","483 Commerce Dr Madison, WI","indoor","y",NA,2019,43.059673,-89.524155,c(-89.524155, 43.059673)
"543","483 Commerce Dr",2015-01-14,1890,7190,NA,"Mendota","483 Commerce Dr Madison, WI","indoor","y",NA,2015,43.059673,-89.524155,c(-89.524155, 43.059673)
"544","483 Commerce Dr",2018-02-01,1930,7470,NA,"Mendota","483 Commerce Dr Madison, WI","indoor","y",NA,2018,43.059673,-89.524155,c(-89.524155, 43.059673)
"545","483 Commerce Dr",2018-02-01,1930,7470,NA,"Mendota","483 Commerce Dr Madison, WI","indoor","y",NA,2018,43.059673,-89.524155,c(-89.524155, 43.059673)
"546","2601 Old Camden Sq",2012-06-12,219,1030,NA,"Starkweather Creek","2601 Old Camden Sq Madison, WI","outdoor",NA,NA,2012,43.132824,-89.28698,c(-89.28698, 43.132824)
"547","2601 Old Camden Sq",2011-06-22,227,1100,NA,"Starkweather Creek","2601 Old Camden Sq Madison, WI","outdoor",NA,NA,2011,43.132824,-89.28698,c(-89.28698, 43.132824)
"548","2601 Old Camden Sq",2015-08-11,358,1630,NA,"Starkweather Creek","2601 Old Camden Sq Madison, WI","outdoor",NA,NA,2015,43.132824,-89.28698,c(-89.28698, 43.132824)
"549","2601 Old Camden Sq",2004-08-25,375.1,1390,NA,"Starkweather Creek","2601 Old Camden Sq Madison, WI","outdoor",NA,NA,2004,43.132824,-89.28698,c(-89.28698, 43.132824)
"550","2601 Old Camden Sq",2007-07-24,400.4,1883,NA,"Starkweather Creek","2601 Old Camden Sq Madison, WI","outdoor",NA,NA,2007,43.132824,-89.28698,c(-89.28698, 43.132824)
"551","2601 Old Camden Sq",2016-08-02,445,1650,NA,"Starkweather Creek","2601 Old Camden Sq Madison, WI","outdoor",NA,NA,2016,43.132824,-89.28698,c(-89.28698, 43.132824)
"552","405 Moorland Rd",2015-09-01,126.7198,823,NA,"Monona","405 Moorland Rd Madison, WI","outdoor",NA,"y",2015,43.035637,-89.37957,c(-89.37957, 43.035637)
"553","405 Moorland Rd",2019-07-30,160.3688,938,NA,"Monona","405 Moorland Rd Madison, WI","outdoor",NA,"y",2019,43.035637,-89.37957,c(-89.37957, 43.035637)
"554","405 Moorland Rd",2012-06-12,100,701,NA,"Monona","405 Moorland Rd Madison, WI","outdoor",NA,NA,2012,43.035637,-89.37957,c(-89.37957, 43.035637)
"555","405 Moorland Rd",2007-07-24,548.8,2593,NA,"Monona","405 Moorland Rd Madison, WI","outdoor",NA,NA,2007,43.035637,-89.37957,c(-89.37957, 43.035637)
"556","424 W Dayton St",2013-08-08,91.9004,704,NA,"Monona Bay","424 W Dayton St Madison, WI","outdoor",NA,"y",2013,43.072475,-89.39141,c(-89.39141, 43.072475)
"557","2219 Monroe St",2012-06-14,439,1670,NA,"Wingra","2219 Monroe St Madison, WI","indoor",NA,NA,2012,43.062077,-89.421455,c(-89.421455, 43.062077)
"558","2219 Monroe St",2007-06-08,665.4,2461,NA,"Wingra","2219 Monroe St Madison, WI","indoor",NA,NA,2007,43.062077,-89.421455,c(-89.421455, 43.062077)
"559","2219 Monroe St",2019-02-19,726,2550,NA,"Wingra","2219 Monroe St Madison, WI","indoor",NA,NA,2019,43.062077,-89.421455,c(-89.421455, 43.062077)
"560","6405 Bridge Rd",2007-07-24,122.2,699,242266.354176,"Yahara River","6405 Bridge Rd Madison, WI","outdoor",NA,NA,2007,43.049355,-89.33801,c(-89.33801, 43.049355)
"561","2809 Curry Pkwy",2018-08-23,418,1740,NA,"Arboretum","2809 Curry Pkwy Madison, WI","outdoor",NA,NA,2018,43.03466,-89.42613,c(-89.42613, 43.03466)
"562","2809 Curry Pkwy",2004-06-14,430.7,1570,NA,"Arboretum","2809 Curry Pkwy Madison, WI","outdoor",NA,NA,2004,43.03466,-89.42613,c(-89.42613, 43.03466)
"563","2809 Curry Pkwy",2017-08-30,1020,3530,NA,"Arboretum","2809 Curry Pkwy Madison, WI","outdoor",NA,NA,2017,43.03466,-89.42613,c(-89.42613, 43.03466)
"564","6405 Bridge Rd",2014-07-23,361,1790,242266.354176,"Yahara River","6405 Bridge Rd Madison, WI","outdoor",NA,NA,2014,43.049355,-89.33801,c(-89.33801, 43.049355)
"565","6431 Bridge Rd",2013-07-29,124.0864,814,249837.177744,"Yahara River","6431 Bridge Rd Madison, WI","outdoor",NA,"y",2013,43.048603,-89.33886,c(-89.33886, 43.048603)
