STATION,NAME,DATE,CDSD,CLDD,DP01,DP10,DSND,DSNW,DT00,DT32,DX32,DX70,DX90,EMNT,EMSD,EMSN,EMXP,EMXT,HDSD,HTDD,PRCP,SNOW,TAVG,TMAX,TMIN
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2004-08,341,87,13,7,0,0,0,0,0,22,0,44,0,0,2.18,86,88,75,3.96,0,65.4,74.9,55.9
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2004-09,429,88,4,3,0,0,0,0,0,26,0,36,0,0,0.61,85,174,86,1,0,65.1,77.2,52.9
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2004-10,431,2,13,7,0,0,0,2,0,6,0,28,0,0,0.87,75,598,424,3.2,0,51.4,61.1,41.7
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2004-11,431,0,11,5,0,0,0,17,1,0,0,17,0,0,0.48,65,1344,746,1.51,0,40.1,48,32.2
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2004-12,431,0,10,4,3,1,4,26,13,0,0,-6,1,1.4,0.56,56,2553,1208,1.46,1.9,26,33.9,18.2
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2005-01,0,0,12,8,27,5,7,30,20,0,0,-10,9,5.7,0.75,40,3962,1410,2.2,19.1,19.5,26.5,12.6
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2005-02,0,0,15,6,22,3,0,26,10,0,0,7,5,3.9,0.32,50,4964,1002,1.45,10.9,29.2,36,22.5
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2005-03,0,0,8,6,16,5,0,27,7,1,0,4,5,4.5,0.39,71,5981,1017,1.56,12.1,32.2,41.6,22.7
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2005-04,1,1,10,3,0,0,0,8,0,10,0,30,0,0,0.98,81,6405,424,1.69,0,50.9,63.7,38.2
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2005-05,8,6,12,7,0,0,0,2,0,16,0,28,0,0,1.27,81,6694,289,3.96,0,55.9,66.4,45.4
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2005-06,243,235,12,5,0,0,0,0,0,29,4,46,0,0,0.35,93,6711,16,1.66,0,72.3,83.3,61.2
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2005-07,475,232,8,7,0,0,0,0,0,31,5,46,0,0,1.17,94,9,9,3.93,0,72.2,83.6,60.9
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2005-08,663,187,8,3,0,0,0,0,0,30,2,47,0,0,0.57,93,23,14,1.22,0,70.6,81.6,59.6
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2005-09,790,127,6,4,0,0,0,0,0,26,2,38,0,0,0.78,92,95,72,1.95,0,66.8,78.8,54.8
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2005-10,823,33,9,5,0,0,0,7,0,8,0,24,0,0,0.19,87,546,451,0.76,0,51.5,63,40.1
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2005-11,823,0,12,8,5,2,0,15,3,0,0,9,2,2,1.14,65,1347,801,3.36,5.8,38.3,47.1,29.5
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2005-12,823,0,9,4,31,5,8,31,19,0,0,-6,8,4.5,0.35,44,2747,1400,1,15.2,19.8,25.8,13.9
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2006-01,0,0,9,5,7,1,0,26,6,0,0,7,3,3.2,0.54,51,3783,1036,1.96,4.2,31.6,37.9,25.2
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2006-02,0,0,7,3,19,3,4,28,16,0,0,-17,8,6.1,0.37,53,4980,1197,0.81,12.6,22.3,31.5,13
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2006-03,0,0,16,6,10,2,0,26,2,0,0,8,7,4.1,0.65,66,5921,941,2.34,9.8,34.6,43.3,26
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2006-04,1,1,11,10,0,0,0,5,0,9,0,23,0,0,0.95,84,6345,424,5.04,0,50.9,62.3,39.6
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2006-05,63,62,12,11,0,0,0,1,0,12,1,32,0,0.3,1.53,90,6606,261,4.61,0.3,58.6,68.3,48.8
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2006-06,149,85,10,8,0,0,0,0,0,27,0,43,0,0,0.53,89,6645,39,2.29,0,66.5,78,55.1
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2006-07,437,288,10,5,0,0,0,0,0,30,6,52,0,0,2.14,95,2,2,4.45,0,74.2,84.4,64
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2006-08,591,154,10,6,0,0,0,0,0,31,2,50,0,0,2.25,92,6,3,5.43,0,69.9,80,59.7
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2006-09,607,16,13,8,0,0,0,0,0,12,0,36,0,0,0.88,82,225,219,3.33,0,58.2,68.1,48.4
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2006-10,612,5,11,7,1,1,0,13,0,4,0,23,1,2.3,0.65,83,843,619,2.87,2.3,45.2,54.4,36
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2006-11,612,0,6,5,2,1,0,19,1,0,0,16,2,2.4,0.75,69,1613,770,2.24,2.7,39.3,47.7,30.9
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2006-12,612,0,7,5,10,1,0,26,7,0,0,4,2,2.6,0.68,52,2684,1070,1.36,2.6,30.5,37.4,23.5
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2007-01,0,0,10,4,19,4,4,27,19,0,0,-3,7,5.9,0.29,49,3975,1291,0.84,16,23.4,30.5,16.2
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2007-02,0,0,10,5,28,6,11,28,21,0,0,-16,11,6,0.48,47,5390,1415,1.6,22.3,14.4,21.7,7.2
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2007-03,4,4,12,7,12,1,0,17,7,2,0,4,9,1.7,1.08,79,6220,830,3.39,3.6,38.4,47.6,29.1
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2007-04,9,5,14,9,1,1,0,13,1,4,0,19,3,5.3,1.4,85,6822,602,4.69,5.7,45.1,55,35.2
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2007-05,69,60,6,4,0,0,0,0,0,21,0,37,0,0,0.52,87,6972,150,1.4,0,62.1,73.9,50.3
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2007-06,205,136,8,6,0,0,0,0,0,28,1,47,0,0,3.06,90,6995,24,4.82,0,68.7,80.1,57.4
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2007-07,421,216,5,3,0,0,0,0,0,31,4,49,0,0,1.95,92,3,3,2.69,0,71.9,83.6,60.2
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2007-08,634,213,17,15,0,0,0,0,0,28,3,52,0,0,3.39,91,9,6,15.18,0,71.7,80.7,62.7
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2007-09,722,88,7,5,0,0,0,1,0,23,0,32,0,0,0.87,89,130,121,2.45,0,63.9,75.6,52.2
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2007-10,758,36,12,7,0,0,0,3,0,11,0,29,0,0,1.08,87,436,305,3.35,0,56.3,65.3,47.4
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2007-11,758,0,6,2,0,1,0,21,4,0,0,13,0,1.3,0.16,59,1323,887,0.39,1.5,35.4,43.6,27.2
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2007-12,758,0,16,8,31,8,3,30,23,0,0,-10,12,6.2,1,39,2681,1358,3.63,33.5,21.2,27.9,14.4
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2008-01,0,0,17,7,31,7,12,27,18,0,0,-12,12,7.2,0.59,50,4157,1476,2.18,23.2,17.4,25.5,9.2
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2008-02,0,0,15,7,29,9,10,29,22,0,0,-15,14,11.9,1.36,39,5556,1399,3.3,31.6,16.8,24.9,8.6
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2008-03,0,0,12,4,24,2,2,26,7,0,0,0,13,7.5,0.75,51,6653,1096,2.48,10.9,29.6,38,21.2
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2008-04,0,0,14,10,0,0,0,6,0,7,0,22,0,0.5,1.78,76,7174,522,6.43,0.7,47.6,57.3,37.9
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2008-05,1,1,11,6,0,0,0,1,0,11,0,32,0,0,1,82,7499,324,2.56,0,54.6,66.7,42.4
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2008-06,110,108,15,7,0,0,0,0,0,28,0,50,0,0,4.11,86,7517,18,10.93,0,68,77.5,58.6
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2008-07,323,213,7,6,0,0,0,0,0,31,0,49,0,0,2.74,88,2,2,5.62,0,71.8,82,61.6
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2008-08,461,138,5,2,0,0,0,0,0,31,0,48,0,0,0.95,88,11,9,1.41,0,69.2,81.1,57.2
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2008-09,515,53,10,4,0,0,0,0,0,21,1,40,0,0,0.94,92,115,103,2.24,0,63.4,73.6,53.1
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2008-10,518,3,9,6,0,0,0,8,0,6,0,25,0,0,1.05,83,607,492,2.2,0,49.2,59.6,38.8
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2008-11,518,0,9,7,4,2,0,19,3,3,0,12,2,2.5,0.33,72,1456,849,1.46,4.4,36.7,44.2,29.2
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2008-12,518,0,18,11,31,11,9,31,24,0,0,-10,15,10.3,0.64,49,2944,1488,3.3,40.5,17,25.9,8.1
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2009-01,0,0,9,2,31,5,13,31,28,0,0,-19,12,3.6,0.19,39,4631,1687,0.54,12,10.6,19.9,1.3
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2009-02,0,0,7,6,19,3,2,27,15,0,0,-5,10,6.7,1.04,54,5789,1158,1.91,10,23.6,32.3,15
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2009-03,0,0,10,8,2,2,0,22,5,1,0,4,2,2.6,2.28,71,6712,923,6.19,4.5,35.2,45.3,25.1
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2009-04,0,0,11,6,0,0,0,16,0,5,0,27,0,0.9,1.94,82,7288,576,4.43,0.9,45.8,57.3,34.3
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2009-05,15,15,11,6,0,0,0,0,0,14,0,36,0,0,1.12,83,7506,217,3.69,0,58.5,68.5,48.5
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2009-06,141,126,12,6,0,0,0,0,0,23,3,40,0,0,2.14,94,7572,66,4.18,0,67,77,57.1
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2009-07,200,58,11,6,0,0,0,0,0,27,0,47,0,0,0.63,82,36,36,1.94,0,65.7,75.8,55.5
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2009-08,331,131,13,8,0,0,0,0,0,28,0,40,0,0,0.99,87,79,43,2.49,0,67.9,77.4,58.3
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2009-09,351,20,5,5,0,0,0,0,0,26,0,34,0,0,3.67,84,177,98,4.68,0,62.4,75.2,49.6
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2009-10,351,0,14,8,0,0,0,9,0,1,0,26,0,0,0.94,70,784,607,3.8,0,45.4,52.5,38.3
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2009-11,351,0,6,4,0,0,0,15,0,2,0,24,0,0.5,0.6,71,1470,686,1.32,0.5,42.1,51.5,32.8
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2009-12,351,0,13,7,26,8,3,31,22,0,0,-3,13,7.1,0.7,50,2798,1328,3.2,26.9,22.2,29.1,15.3
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2010-01,0,0,3,2,31,1,8,31,25,0,0,-11,8,6.3,0.47,38,4288,1490,0.88,6.4,16.9,24.1,9.8
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2010-02,0,0,12,5,28,6,3,28,17,0,0,-2,8,4.8,0.28,38,5461,1173,1.02,15.2,23.1,30.4,15.8
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2010-03,0,0,6,3,10,1,0,21,1,1,0,9,7,1.1,0.26,75,6271,810,0.71,1.8,38.9,50.2,27.5
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2010-04,4,4,11,6,1,0,0,6,0,6,0,25,1,0.6,0.98,81,6659,388,3.65,0.9,52.2,63.8,40.6
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2010-05,71,67,9,6,0,0,0,1,0,16,1,31,0,0,0.89,91,6883,223,3.79,0,59.9,70.8,49
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2010-06,193,122,14,13,0,0,0,0,0,28,0,50,0,0,1.87,86,6899,16,8.38,0,68.5,78.3,58.8
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2010-07,493,300,13,8,0,0,0,0,0,31,1,59,0,0,3.61,90,0,0,7.98,0,74.7,83.7,65.7
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2010-08,767,274,5,5,0,0,0,0,0,31,2,48,0,0,1.47,92,4,4,3.92,0,73.7,83,64.4
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2010-09,801,34,11,5,0,0,0,0,0,19,0,35,0,0,0.85,86,157,153,2.65,0,61.1,71.3,50.8
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2010-10,805,4,4,3,0,0,0,9,0,10,0,27,0,0,0.93,85,558,400,2.3,0,52.2,65.4,39
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2010-11,805,0,11,5,0,0,0,20,2,0,0,16,0,0,0.31,68,1353,796,1.1,0,38.5,48.1,28.8
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2010-12,805,0,10,5,27,6,3,29,25,0,0,-10,8,4.8,0.64,48,2760,1407,1.49,20.8,19.6,26.8,12.5
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2011-01,0,0,15,5,26,6,4,31,29,0,0,-15,8,4.8,0.33,35,4253,1493,1.3,20.2,16.8,23.8,9.9
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2011-02,0,0,11,3,28,7,5,27,18,0,0,-13,19,8.3,0.95,52,5456,1203,1.6,23.8,22,29.6,14.5
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2011-03,0,0,8,4,14,1,0,26,4,0,0,13,4,5.1,1.39,60,6459,1003,2.96,6.5,32.6,41.4,23.8
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2011-04,1,1,18,8,1,1,0,6,0,3,0,26,1,1.3,1.13,81,7039,580,3.62,2,45.7,53.8,37.6
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2011-05,45,44,12,3,0,0,0,3,0,11,0,27,0,0,0.96,88,7346,306,2.41,0,56.5,67.5,45.6
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2011-06,185,140,10,7,0,0,0,0,0,24,3,45,0,0,1.36,96,7389,43,3.55,0,68.2,78.7,57.8
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2011-07,546,360,10,3,0,0,0,0,0,31,8,53,0,0,1,97,0,0,1.85,0,76.6,87.2,66.1
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2011-08,738,192,10,6,0,0,0,0,0,31,1,49,0,0,0.89,92,1,1,3.06,0,71.2,82.5,59.9
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2011-09,780,42,8,7,0,0,0,0,0,13,1,36,0,0,1.17,92,223,222,3.31,0,59,70,48
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2011-10,789,9,8,3,0,0,0,6,0,10,0,27,0,0,0.57,82,625,402,1.36,0,52.3,63.8,40.9
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2011-11,789,0,6,4,1,1,0,19,0,0,0,19,1,1.5,1.23,63,1372,747,3.35,1.6,40.1,48.7,31.5
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2011-12,789,0,8,5,4,1,0,27,8,0,0,9,1,1.3,0.79,52,2431,1059,2.23,2.5,30.8,38.6,23.1
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2012-01,0,0,10,5,19,3,4,29,12,0,0,-8,5,5.2,0.36,53,3655,1224,1.41,13.4,25.5,34.6,16.4
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2012-02,0,0,8,4,10,4,0,28,4,0,0,6,3,2.5,0.4,49,4682,1027,1.03,7.3,29.6,38,21.2
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2012-03,25,25,12,7,4,2,0,7,3,11,0,10,5,5.2,0.78,83,5168,485,2.61,6.6,50.1,59.8,40.5
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2012-04,26,1,9,7,0,0,0,9,0,2,0,26,0,0,0.97,73,5682,514,2.85,0,47.9,59.2,36.6
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2012-05,103,77,12,5,0,0,0,0,0,21,3,38,0,0,1.04,94,5809,127,3.19,0,63.4,75.2,51.6
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2012-06,325,222,4,2,0,0,0,0,0,29,9,44,0,0,0.1,97,5833,24,0.31,0,71.6,84.6,58.6
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2012-07,772,447,9,6,0,0,0,0,0,31,18,55,0,0,1.43,104,0,0,4,0,79.4,91.3,67.6
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2012-08,969,196,6,5,0,0,0,0,0,30,7,44,0,0,0.64,92,20,20,1.59,0,70.7,82.7,58.8
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2012-09,1038,69,10,4,0,0,0,2,0,22,2,32,0,0,0.39,93,219,199,1.33,0,60.6,74.2,47
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2012-10,1041,3,9,7,0,0,0,6,0,4,0,23,0,0,1.74,76,731,511,4.56,0,48.6,59.1,38.1
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2012-11,1041,0,3,2,0,0,0,20,1,0,0,11,0,0.1,0.73,66,1538,807,0.9,0.1,38.1,47.4,28.8
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2012-12,1041,0,10,7,18,5,0,24,12,0,0,3,11,13.3,1.16,65,2627,1089,2.6,23.5,29.9,36.8,22.9
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2013-01,0,0,9,4,29,2,4,28,16,0,0,-7,9,5.8,1.84,54,3974,1347,2.87,8.9,21.6,30.4,12.7
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2013-02,0,0,13,8,28,7,3,28,16,0,0,-6,9,4.5,0.65,45,5205,1231,2.42,22.8,21.1,29.1,13
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2013-03,0,0,12,5,31,3,1,29,13,0,0,-3,11,6.4,0.93,52,6396,1191,2.41,15.2,26.6,34.7,18.4
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2013-04,8,8,13,8,0,0,0,10,0,3,0,20,0,0.3,1.46,86,7029,633,5.83,0.3,44.2,53.1,35.2
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2013-05,51,43,17,10,0,0,0,1,0,18,0,31,0,0,1.06,88,7251,223,6.58,0,59.2,70.2,48.2
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2013-06,185,133,13,12,0,0,0,0,0,26,0,41,0,0,3.19,88,7305,54,10.86,0,67.7,77.5,57.8
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2013-07,408,223,8,5,0,0,0,0,0,29,5,51,0,0,1.8,93,18,18,4,0,71.6,81.6,61.6
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2013-08,594,186,4,3,0,0,0,0,0,31,3,46,0,0,1.23,93,31,13,1.52,0,70.6,81.3,59.8
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2013-09,687,93,6,4,0,0,0,0,0,24,3,40,0,0,1.94,94,164,132,3.19,0,63.7,75.8,51.6
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2013-10,688,1,12,4,0,0,0,9,0,8,0,27,0,0,0.61,79,632,468,1.9,0,49.9,60,39.8
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2013-11,688,0,11,6,6,2,0,18,7,0,0,8,1,1.5,0.93,58,1539,907,2.2,3.5,34.8,42.5,27
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2013-12,688,0,17,4,23,6,10,29,20,0,0,-14,9,5.9,0.49,50,3007,1467,1.62,22.1,17.7,26,9.3
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-01,0,0,8,2,31,4,14,31,21,0,0,-18,8,3.9,0.18,41,4665,1658,0.66,12.4,11.5,21,2
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-02,0,0,11,3,28,4,13,27,24,0,0,-15,11,4.3,0.49,45,6138,1473,1.24,12,12.4,21.8,3
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-03,0,0,10,5,18,4,3,25,9,0,0,-8,11,2.6,0.44,65,7290,1152,1.26,8.2,27.8,37.4,18.3
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-04,0,0,14,9,1,1,0,11,0,2,0,18,1,1,2.63,78,7875,585,5.14,1,45.5,56,34.9
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-05,49,49,12,5,0,0,0,0,0,18,0,37,0,0,1.46,87,8089,213,3.48,0,59.7,70.8,48.5
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-06,224,175,15,10,0,0,0,0,0,30,0,47,0,0,1.87,88,8100,11,9.55,0,70.4,80.3,60.6
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-07,359,135,8,3,0,0,0,0,0,29,1,48,0,0,0.44,93,14,14,1.08,0,68.9,79,58.9
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-08,550,191,9,7,0,0,0,0,0,31,1,48,0,0,1.74,91,18,4,5.43,0,71,81.5,60.5
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-09,591,40,8,5,0,0,0,0,0,21,0,37,0,0,0.8,84,191,172,1.84,0,60.6,72.1,49.1
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-10,591,0,11,4,0,0,0,7,0,3,0,26,0,0.2,1.4,75,658,467,3.1,0.2,49.9,59.4,40.5
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-11,591,0,15,4,13,2,0,23,14,0,0,2,5,5.3,0.7,60,1702,1044,1.55,8.3,30.2,38.3,22.1
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2014-12,591,0,6,5,5,0,1,26,14,0,0,-1,1,0.1,0.32,46,2833,1131,1.02,0.1,28.5,34,23.1
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2015-01,0,0,11,4,22,5,10,31,19,0,0,-8,3,2.5,0.13,42,4227,1394,0.67,10.3,20,27.3,12.7
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2015-02,0,0,5,2,28,3,13,28,24,0,0,-12,9,5.4,0.32,38,5736,1509,0.54,10.8,11.1,20.8,1.4
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2015-03,0,0,5,4,11,1,1,26,6,1,0,-5,6,3,0.2,74,6677,941,0.76,4.2,34.6,45.8,23.5
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2015-04,0,0,12,9,0,0,0,10,0,5,0,26,0,0,1.8,79,7176,498,4.38,0,48.4,61,35.8
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2015-05,47,47,15,9,0,0,0,0,0,18,0,33,0,0,1.57,82,7372,196,4.19,0,60.2,70.4,50
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2015-06,152,105,11,4,0,0,0,0,0,28,1,38,0,0,1.58,90,7412,41,3.15,0,67.1,77.5,56.7
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2015-07,345,193,5,5,0,0,0,0,0,31,1,46,0,0,1.42,91,17,17,5.02,0,70.7,81.1,60.3
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2015-08,504,158,9,5,0,0,0,0,0,27,3,50,0,0,1.52,92,36,18,4.1,0,69.5,78.8,60.2
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2015-09,635,131,7,6,0,0,0,0,0,25,1,40,0,0,2.15,90,103,67,6,0,67.1,77.2,57.1
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2015-10,636,1,5,5,0,0,0,3,0,7,0,27,0,0,0.8,78,520,417,2.72,0,51.6,61.4,41.7
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2015-11,636,0,12,9,5,2,0,14,2,3,0,9,3,2.3,1.24,72,1206,686,4.75,4.1,42.1,50.6,33.7
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2015-12,636,0,14,6,3,2,0,21,7,0,0,11,4,5.6,1.45,60,2133,927,3.33,7.4,35.1,40.3,29.9
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2016-01,0,0,9,4,31,3,8,30,21,0,0,-9,6,2.8,0.37,42,3527,1393,0.98,7,20,26.8,13.3
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2016-02,0,0,8,1,20,3,1,27,12,0,0,-3,4,2,0.29,58,4628,1102,0.53,6.1,27,33.8,20.3
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2016-03,0,0,14,11,6,1,0,15,4,0,0,0,2,2.6,0.81,68,5406,778,3.96,4,39.9,48.4,31.4
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2016-04,0,0,11,6,2,2,0,12,0,9,0,16,1,2.4,0.58,80,5982,576,2.11,4.2,45.8,56.3,35.3
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2016-05,51,51,14,6,0,0,0,2,0,16,0,30,0,0,0.49,86,6234,252,2.22,0,58.5,70.7,46.3
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2016-06,193,143,11,8,0,0,0,0,0,29,2,45,0,0,1.43,90,6251,17,5.35,0,69.2,80.2,58.2
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2016-07,443,249,10,6,0,0,0,0,0,31,4,51,0,0,2.79,94,5,5,5.24,0,72.9,82.7,63
