STATION,NAME,DATE,CDSD,CLDD,DP01,DP10,DSND,DSNW,DT00,DT32,DX32,DX70,DX90,EMNT,EMSD,EMSN,EMXP,EMXT,HDSD,HTDD,PRCP,SNOW,TAVG,TMAX,TMIN
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1980-10,609,0,6,2,0,0,0,14,0,2,0,16,0,0,0.5,77,855,659,1.13,0,43.7,54.6,32.9
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1980-11,609,0,8,3,1,2,0,24,0,0,0,15,2,1.8,0.84,64,1744,889,1.33,3.5,35.4,44.7,26
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1980-12,609,0,12,6,12,3,5,28,15,0,0,-7,6,4,0.35,47,3057,1313,1.62,9.3,22.6,30.6,14.6
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1981-01,0,0,4,0,19,1,7,30,20,0,0,-9,2,1.2,0.07,55,4437,1380,0.15,3,20.5,30,11
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1981-02,0,0,11,3,16,3,6,23,12,0,0,-10,4,4.8,1.56,61,5548,1111,2.48,9.2,25.3,34.4,16.2
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1981-03,0,0,5,1,1,1,0,27,0,2,0,12,2,1.7,0.12,82,6421,872,0.33,1.7,36.9,49.7,24
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1981-04,0,0,14,7,0,0,0,11,0,7,0,18,0,0,1.06,81,6910,489,3.42,0,48.7,61.1,36.3
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1981-05,12,12,6,2,0,0,0,5,0,16,0,24,0,0,0.34,83,7224,313,0.64,0,55.3,69.3,41.3
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1981-06,115,103,13,9,0,0,0,0,0,28,0,46,0,0,2.59,89,7257,33,4.99,0,67.3,79.6,55.1
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1981-07,306,190,12,9,0,0,0,0,0,30,5,47,0,0,1.32,94,18,18,4.81,0,70.6,81.9,59.2
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1981-08,447,141,9,6,0,0,0,0,0,31,0,43,0,0,2.09,86,46,28,7.06,0,68.6,79.4,57.9
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1981-09,465,18,11,7,0,0,0,0,0,19,0,36,0,0,0.89,85,244,197,3.1,0,59,70.4,47.7
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1981-10,465,0,13,5,0,0,0,13,0,1,0,18,0,0.1,1.07,70,815,571,2.69,0.1,46.6,57.6,35.6
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1981-11,465,0,10,4,0,1,0,24,4,0,0,8,0,1.2,0.86,68,1665,850,1.71,2,36.7,47,26.3
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1981-12,465,0,7,3,14,4,3,29,18,0,0,-3,2,2.7,0.28,49,3001,1336,0.75,7.2,21.9,29.9,13.9
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1982-01,0,0,15,3,31,6,16,31,26,0,0,-26,16,6.6,0.6,36,4768,1768,1.42,19.5,8,18.2,-2.2
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1982-02,0,0,3,1,22,1,9,27,15,0,0,-17,13,1.5,0.11,46,6054,1285,0.17,2.4,19.1,27.8,10.4
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1982-03,0,0,12,5,10,1,3,23,8,0,0,-7,6,5.4,0.56,68,7119,1066,2.11,8.5,30.6,39.6,21.6
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1982-04,0,0,10,6,7,2,1,17,4,3,0,0,8,8,1.34,74,7818,699,3.26,10.3,41.7,54.1,29.3
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1982-05,27,27,15,13,0,0,0,0,0,22,0,34,0,0,1.41,85,7976,158,4.34,0,60.8,71.9,49.6
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1982-06,42,15,12,8,0,0,0,0,0,24,0,35,0,0,1.04,83,8152,176,3.4,0,59.6,72.6,46.6
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1982-07,229,187,11,5,0,0,0,0,0,31,2,45,0,0,1.4,91,6,6,3.48,0,70.9,81.9,59.8
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1982-08,339,110,7,6,0,0,0,0,0,27,1,38,0,0,1.05,94,76,71,2.67,0,66.3,77.4,55.1
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1982-09,392,52,10,3,0,0,0,1,0,16,0,31,0,0,0.75,86,311,235,1.43,0,58.9,70.1,47.8
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1982-10,395,3,8,4,0,0,0,9,0,7,0,17,0,0,0.43,85,762,450,1.46,0,50.6,62.3,38.8
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1982-11,395,0,11,6,0,0,0,21,4,0,0,9,0,0.2,1.86,63,1687,925,4.21,0.3,34.2,42.8,25.5
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1982-12,395,0,12,6,4,1,0,25,12,0,0,1,1,1.2,1.58,62,2811,1124,3.65,3.3,28.7,36.9,20.6
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1983-01,0,0,10,1,15,2,5,30,22,0,0,-7,2,2.1,0.2,38,4164,1353,0.54,6.5,21.3,28.2,14.4
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1983-02,0,0,9,4,23,4,4,27,14,0,0,-12,11,6.6,1.48,53,5249,1084,2.26,13.1,26.3,33.8,18.7
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1983-03,0,0,16,9,15,5,0,25,7,1,0,5,6,4.4,0.74,70,6235,987,2.7,14.2,33.2,41.7,24.7
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1983-04,0,0,12,5,1,1,0,15,0,2,0,16,1,3.1,0.9,79,6937,701,2.23,4.2,41.6,51.8,31.4
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1983-05,0,0,17,12,0,0,0,6,0,9,0,25,0,0,0.85,77,7344,407,4.22,0,51.9,63.1,40.6
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1983-06,135,135,11,7,0,0,0,0,0,26,5,36,0,0,0.5,92,7404,60,1.85,0,67.5,80,55
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1983-07,456,321,6,4,0,0,0,0,0,31,9,42,0,0,0.74,94,11,11,1.92,0,75,86.6,63.4
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1983-08,686,229,7,7,0,0,0,0,0,31,6,44,0,0,1.93,97,17,6,5.04,0,72.2,84.9,59.5
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1983-09,736,51,10,8,0,0,0,0,0,18,0,33,0,0,1.04,89,217,199,2.85,0,60,71.9,48.2
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1983-10,742,6,10,8,0,0,0,10,0,5,0,23,0,0,0.96,82,745,529,2.59,0,48.1,58.4,37.9
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1983-11,742,0,11,9,1,0,0,20,3,0,0,14,1,0.8,0.63,62,1576,831,3.19,2.1,37.3,45.2,29.4
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1983-12,742,0,11,5,31,9,13,31,25,0,0,-25,14,5.3,0.82,36,3257,1681,2.3,22.6,10.8,17.9,3.6
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1984-01,0,0,8,1,31,2,11,31,23,0,0,-19,13,2.6,0.13,41,4814,1557,0.36,6.1,14.8,22.4,7.1
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1984-02,0,0,8,4,12,0,2,26,7,0,0,-3,7,0.4,0.44,60,5824,1010,1.26,0.8,30.2,38.9,21.4
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1984-03,0,0,11,2,7,3,2,31,11,0,0,-3,2,1.5,0.55,50,7012,1188,1.15,6.8,26.7,35.2,18.1
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1984-04,1,1,11,7,1,2,0,9,0,2,0,22,1,2,1.74,80,7595,583,3.86,3.9,45.6,55.7,35.5
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1984-05,6,4,12,6,0,0,0,3,0,10,0,31,0,0,1.22,78,7962,366,3.33,0,53.3,65.4,41.3
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1984-06,105,99,11,8,0,0,0,0,0,30,0,43,0,0,2.34,86,7985,24,7.01,0,67.5,78.5,56.5
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1984-07,275,170,11,7,0,0,0,0,0,31,1,46,0,0,0.5,91,11,11,1.96,0,70.1,81.4,58.8
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1984-08,492,216,6,5,0,0,0,0,0,31,2,41,0,0,0.79,93,33,22,1.89,0,71.3,83.3,59.3
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1984-09,538,47,10,4,0,0,0,4,0,20,0,26,0,0,1.32,87,252,219,2.78,0,59.3,71.5,47
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1984-10,538,0,9,8,0,0,0,8,0,5,0,21,0,0,2.78,72,657,405,5.63,0,51.9,62.1,41.8
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1984-11,538,0,7,3,0,0,0,25,4,0,0,10,0,0.4,0.7,60,1591,934,1.83,0.5,33.9,43.4,24.4
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1984-12,538,0,13,8,7,4,2,29,15,0,0,-4,7,5.1,0.47,62,2789,1198,2.66,15.9,26.4,34.7,18.1
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1985-01,0,0,15,5,31,6,12,31,26,0,0,-26,15,5.2,0.59,35,4425,1637,1.43,20,12.2,21.8,2.6
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1985-02,0,0,11,7,25,3,8,24,16,0,0,-28,18,2.6,0.53,50,5716,1290,1.89,7.4,18.9,28,9.9
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1985-03,0,0,10,7,6,3,0,25,2,0,0,9,5,4,0.7,66,6563,847,3.13,8.2,37.7,47.4,27.9
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1985-04,39,39,8,4,1,1,0,8,0,11,0,22,1,1.6,0.59,84,6986,423,1.53,2,52.2,63.6,40.8
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1985-05,66,27,13,6,0,0,0,1,0,22,0,32,0,0,1.36,89,7147,161,3.35,0,60.7,73.4,48
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1985-06,129,62,9,5,0,0,0,0,0,25,1,38,0,0,1.3,92,7247,100,3.06,0,63.8,75.9,51.6
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1985-07,297,168,9,5,0,0,0,0,0,29,2,46,0,0,2.67,90,12,12,4.48,0,70,82.2,57.8
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1985-08,376,79,10,5,0,0,0,0,0,29,0,44,0,0,0.8,86,50,38,2.98,0,66.3,77.1,55.6
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1985-09,474,99,12,9,0,0,0,1,0,16,1,32,0,0,1.21,93,252,201,5,0,61.6,71.1,52.1
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1985-10,474,0,13,8,0,0,0,6,0,1,0,30,0,0,1.05,71,736,484,4.58,0,49.4,59.3,39.5
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1985-11,474,0,22,9,14,5,0,21,9,0,0,5,9,6.8,1.87,59,1757,1021,5.13,18.3,31,37.3,24.6
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1985-12,474,0,12,4,31,6,17,31,26,0,0,-16,17,12.1,1.73,36,3422,1666,2.39,24.1,11.3,20.9,1.6
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1986-01,0,0,10,4,31,4,10,30,19,0,0,-21,23,5.6,0.33,41,4873,1450,1.02,13.9,18.2,27,9.4
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1986-02,0,0,12,5,28,5,7,28,21,0,0,-9,17,4.3,1.47,36,6149,1276,2.72,13.3,19.4,26.3,12.5
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1986-03,0,0,7,4,17,1,0,22,4,4,0,2,16,2.4,0.66,82,7045,896,1.56,2.8,36.1,46.3,25.9
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1986-04,12,12,13,7,0,0,0,10,0,9,0,19,0,0.2,0.6,83,7513,468,2.27,0.2,49.8,61.9,37.7
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1986-05,33,22,11,4,0,0,0,1,0,17,0,27,0,0,1,88,7739,226,1.97,0,58.4,69.9,46.9
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1986-06,135,102,11,7,0,0,0,0,0,23,2,38,0,0,1.08,91,7814,75,3.24,0,65.9,77.7,54.1
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1986-07,397,261,10,7,0,0,0,0,0,29,6,49,0,0,1.05,94,8,8,4.32,0,73.2,83.2,63.2
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1986-08,450,53,8,6,0,0,0,0,0,27,0,39,0,0,2.28,84,69,61,4.38,0,64.8,75.9,53.7
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1986-09,499,48,14,10,0,0,0,0,0,15,0,36,0,0,1.52,84,218,149,6.82,0,61.6,70.4,52.9
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1986-10,499,0,13,4,0,0,0,6,0,3,0,29,0,0,0.97,75,694,476,1.85,0,49.7,59.2,40.1
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1986-11,499,0,9,5,6,3,0,27,6,0,0,2,7,3.8,0.31,59,1710,1016,1.04,8.7,31.1,40.3,22
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1986-12,499,0,7,4,16,3,2,31,13,0,0,-8,4,2.5,0.15,38,2934,1224,0.7,8.1,25.5,31.6,19.3
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1987-01,0,0,10,3,20,4,5,31,19,0,0,-12,4,2.9,0.26,44,4249,1315,0.69,8.7,22.6,29.9,15.3
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1987-02,0,0,4,1,2,0,0,28,2,0,0,9,3,0.1,0.51,50,5217,968,0.62,0.4,30.4,40.8,20.1
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1987-03,0,0,9,5,3,1,0,25,3,2,0,11,3,6,0.5,71,6082,864,1.99,8.9,37.1,47.1,27.2
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1987-04,8,8,8,4,0,0,0,8,0,8,0,16,0,0,1.21,85,6543,461,2.46,0,49.9,62.6,37.2
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1987-05,74,66,15,9,0,0,0,2,0,20,0,32,0,0,0.95,86,6741,198,3.9,0,60.7,72.7,48.8
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1987-06,263,189,9,5,0,0,0,0,0,30,7,41,0,0,0.33,95,6769,28,1.17,0,70.4,82.5,58.3
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1987-07,561,298,11,8,0,0,0,0,0,31,10,49,0,0,0.99,95,4,4,3.26,0,74.5,85.5,63.5
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1987-08,722,160,12,8,0,0,0,0,0,26,2,43,0,0,2.74,95,52,47,7.17,0,68.6,77.9,59.4
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1987-09,745,24,13,6,0,0,0,0,0,19,0,35,0,0,1.2,84,207,155,3.61,0,60.6,71.7,49.5
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1987-10,745,0,9,6,0,0,0,19,0,2,0,21,0,0.4,0.38,72,877,670,1.24,0.4,43.4,54.4,32.4
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1987-11,745,0,18,8,1,1,0,18,1,1,0,12,3,3,1.02,72,1628,751,3.24,3.9,40,48,31.9
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1987-12,745,0,14,10,23,6,0,26,12,0,0,1,14,13.2,0.87,48,2764,1136,4.09,32.8,28.4,34.1,22.6
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1988-01,0,0,9,5,31,4,14,30,22,0,0,-21,18,8.1,1.01,46,4354,1590,1.82,16.3,13.7,22.4,5.1
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1988-02,0,0,10,2,20,2,7,29,18,0,0,-11,4,2.6,0.13,51,5735,1381,0.46,6.5,17.4,26.7,8
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1988-03,0,0,8,2,3,0,0,27,5,0,0,11,1,0.6,0.77,63,6679,944,1.2,1.1,34.6,45.3,23.8
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1988-04,0,0,11,7,0,1,0,14,0,6,0,19,0,1,0.63,78,7250,571,2.65,1.3,46,59.1,32.9
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1988-05,42,42,5,3,0,0,0,1,0,24,0,30,0,0,0.56,89,7430,180,0.92,0,60.5,76.1,44.9
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1988-06,231,189,3,2,0,0,0,0,0,30,9,35,0,0,1.87,101,7485,55,2.06,0,69.5,85,53.9
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1988-07,519,288,6,5,0,0,0,0,0,31,14,44,0,0,1.16,100,4,4,2.44,0,74.1,87.7,60.6
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1988-08,830,311,9,6,0,0,0,0,0,31,12,43,0,0,1.12,102,23,18,2.95,0,74.4,86.2,62.7
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1988-09,882,52,11,6,0,0,0,0,0,25,0,35,0,0,1.37,89,135,112,3.33,0,63,75.5,50.4
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1988-10,882,0,9,6,0,0,0,16,0,2,0,13,0,0.2,0.43,74,801,666,1.6,0.2,43.5,54.5,32.5
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1988-11,882,0,13,10,3,2,0,15,2,0,0,19,2,2.3,1.05,64,1587,786,3.59,5.5,38.8,46.7,30.9
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1988-12,882,0,9,4,11,3,1,31,15,0,0,0,4,5,0.68,53,2839,1252,1.56,8.2,24.6,33.4,15.8
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1989-01,0,0,6,3,12,1,1,29,11,0,0,-1,4,1.7,0.16,56,3999,1159,0.61,2.6,27.6,35.1,20.1
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1989-02,0,0,10,2,26,4,9,28,21,0,0,-9,5,3.6,0.26,41,5409,1410,0.58,9.7,14.6,24.1,5.1
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1989-03,0,0,9,6,17,3,0,28,10,2,0,2,8,3.7,0.62,75,6491,1082,1.69,9.3,30.1,39.3,20.9
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1989-04,0,0,10,4,0,0,0,16,1,3,0,19,0,0.2,0.79,75,7102,611,1.69,0.2,44.6,57,32.3
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1989-05,20,20,11,6,1,0,0,5,0,14,0,24,1,0.5,0.58,85,7398,296,1.72,0.5,56.1,68.6,43.5
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1989-06,113,93,7,6,0,0,0,0,0,26,1,42,0,0,0.38,91,7470,72,1.68,0,65.7,78.5,52.9
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1989-07,345,232,10,7,0,0,0,0,0,30,10,50,0,0,1.76,97,6,6,4.97,0,72.3,83.8,60.8
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1989-08,480,135,11,8,0,0,0,0,0,30,1,46,0,0,2.27,91,29,24,6.46,0,68.6,79.9,57.3
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1989-09,504,24,6,4,0,0,0,3,0,21,0,28,0,0,0.26,80,241,212,0.9,0,58.7,71.3,46.1
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1989-10,506,2,9,3,0,0,0,11,0,11,0,24,0,0.5,0.71,81,685,444,1.89,0.7,50.8,63.2,38.4
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1989-11,506,0,8,3,3,2,0,22,7,0,0,3,1,1.5,0.42,67,1644,958,0.98,4.4,33.1,42.1,24
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1989-12,506,0,8,0,18,2,11,31,22,0,0,-18,3,1.2,0.04,50,3220,1576,0.26,4.3,14.2,22.6,5.7
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1990-01,0,0,10,7,15,3,0,30,8,0,0,6,4,4.1,0.56,50,4348,1129,1.6,10.1,28.6,37.8,19.3
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1990-02,0,0,9,6,17,6,2,27,11,0,0,-4,7,3.4,0.22,53,5447,1099,0.99,11.6,25.8,35.7,15.8
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1990-03,0,0,10,6,1,0,0,21,3,2,0,16,1,0.1,1.58,75,6293,846,4.18,0.1,37.7,46.8,28.6
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1990-04,31,31,16,7,0,0,0,13,0,6,0,19,0,0.3,0.43,85,6819,526,1.9,0.6,48.5,59.9,37.1
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1990-05,33,2,12,8,1,1,0,3,0,6,0,29,3,3,1.57,77,7176,357,5.35,3,53.5,64.3,42.8
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1990-06,158,126,14,10,0,0,0,0,0,27,1,36,0,0,2,90,7225,49,4.89,0,67.5,78.8,56.3
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1990-07,341,183,10,5,0,0,0,0,0,31,3,47,0,0,0.81,94,9,9,2.61,0,70.6,80.8,60.4
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1990-08,505,164,12,9,0,0,0,0,0,29,2,45,0,0,1.67,92,22,13,6.03,0,69.9,80.1,59.6
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1990-09,604,98,4,3,0,0,0,0,0,20,2,41,0,0,0.62,93,159,136,1.64,0,63.7,74.8,52.6
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1990-10,605,1,8,5,1,1,0,11,0,5,0,24,1,3,0.83,81,678,519,2.25,3.1,48.3,59.8,36.8
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1990-11,605,0,11,6,2,2,0,21,0,1,0,18,1,2.3,0.47,72,1398,720,1.65,4.5,41,51.5,30.5
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1990-12,605,0,10,5,29,4,7,31,12,0,0,-11,17,17.3,2.19,49,2752,1354,3.46,23,21.3,30.5,12.2
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1991-01,0,0,13,3,31,4,13,31,26,0,0,-16,12,4.5,0.35,41,4298,1546,1.18,14.5,15.1,24.5,5.7
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1991-02,0,0,6,2,28,2,1,28,12,0,0,-2,10,3,0.18,49,5376,1078,0.44,5,26.5,35.4,17.6
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1991-03,0,0,14,6,3,2,0,25,2,1,0,14,1,1.1,1.05,73,6252,876,4.25,3.6,36.8,47.1,26.4
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1991-04,8,8,11,10,0,0,0,8,0,8,0,23,0,0.7,1.41,85,6729,477,4.89,1.3,49.4,60.4,38.3
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1991-05,140,132,12,4,0,0,0,0,0,20,2,33,0,0,0.84,92,6904,175,2.2,0,63.6,74.4,52.8
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1991-06,344,204,7,6,0,0,0,0,0,29,5,44,0,0,1.44,94,6927,23,3.75,0,71,83.2,58.9
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1991-07,580,236,8,6,0,0,0,0,0,30,6,49,0,0,1.84,94,9,9,5.19,0,72.3,83.6,61.1
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1991-08,753,173,6,3,0,0,0,0,0,29,6,47,0,0,1.88,92,22,13,2.34,0,70.1,82.2,58.1
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1991-09,830,78,10,7,0,0,0,4,0,17,0,27,0,0,1.18,89,249,227,3.96,0,60,71.4,48.6
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1991-10,833,2,15,10,0,0,0,8,0,5,0,24,0,0.5,2.49,77,735,486,5.35,0.5,49.4,59.7,39.1
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1991-11,833,0,17,11,11,3,0,27,10,0,0,1,3,2,0.75,60,1744,1009,3.86,8,31.4,40.3,22.4
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1991-12,833,0,10,4,23,4,1,29,10,0,0,-2,6,4.2,0.55,53,2946,1201,1.71,10.2,26.2,34.3,18.1
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1992-01,0,0,8,4,14,1,4,29,13,0,0,-7,2,2.2,0.17,45,4169,1224,0.78,4.5,25.5,32,19
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1992-02,0,0,10,4,17,4,0,26,8,0,0,2,6,4.9,0.48,52,5205,1035,1.35,12.3,29.3,36.4,22.1
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1992-03,0,0,16,7,5,1,0,22,4,0,0,9,5,5.3,0.53,63,6143,938,1.91,7,34.7,44.1,25.4
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1992-04,0,0,18,9,0,0,0,10,0,1,0,16,0,0.1,0.81,73,6784,641,3.17,0.1,43.6,52.3,34.9
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1992-05,32,32,5,3,0,0,0,5,0,20,0,25,0,0,0.66,88,7036,251,1.13,0,57.9,72.2,43.6
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1992-06,105,72,10,2,0,0,0,0,0,26,2,36,0,0,0.84,92,7113,78,1.53,0,64.8,77.5,52.2
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1992-07,202,97,14,6,0,0,0,0,0,26,1,48,0,0,1.86,90,29,29,5.55,0,67.2,77.1,57.3
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1992-08,283,81,6,5,0,0,0,0,0,26,1,42,0,0,0.9,93,101,72,2.48,0,65.3,77.8,52.8
