Site,Date,chloride,Cond,Volume,Receiving,address,location,NaCl,estimated_cl,year,latitude,longitude
4 S Lincoln Ridge Dr,2015-08-25T00:00:00Z,119.99000000000001,800,NA,Spring Harbor,"4 S Lincoln Ridge Dr Madison, WI",outdoor,NA,y,2015,43.051422,-89.51524
4 S Lincoln Ridge Dr,2014-08-07T00:00:00Z,145.1536,886,NA,Spring Harbor,"4 S Lincoln Ridge Dr Madison, WI",outdoor,NA,y,2014,43.051422,-89.51524
4 S Lincoln Ridge Dr,2009-07-21T00:00:00Z,147.20180000000002,893,NA,Spring Harbor,"4 S Lincoln Ridge Dr Madison, WI",outdoor,NA,y,2009,43.051422,-89.51524
4 S Lincoln Ridge Dr,2010-06-28T00:00:00Z,168.56160000000003,966,NA,Spring Harbor,"4 S Lincoln Ridge Dr Madison, WI",outdoor,NA,y,2010,43.051422,-89.51524
4 S Lincoln Ridge Dr,2016-08-16T00:00:00Z,184.36200000000005,1020,NA,Spring Harbor,"4 S Lincoln Ridge Dr Madison, WI",outdoor,NA,y,2016,43.051422,-89.51524
4 S Lincoln Ridge Dr,2011-07-08T00:00:00Z,237.03,1200,NA,Spring Harbor,"4 S Lincoln Ridge Dr Madison, WI",outdoor,NA,y,2011,43.051422,-89.51524
4 S Lincoln Ridge Dr,2017-08-08T00:00:00Z,471.11,2000,NA,Spring Harbor,"4 S Lincoln Ridge Dr Madison, WI",outdoor,NA,y,2017,43.051422,-89.51524
401 N Thompson Dr,2016-08-02T00:00:00Z,239.95600000000005,1210,NA,Starkweather Creek,"401 N Thompson Dr Madison, WI",outdoor,NA,y,2016,43.10336,-89.29745
401 N Thompson Dr,2013-07-11T00:00:00Z,245.80800000000002,1230,NA,Starkweather Creek,"401 N Thompson Dr Madison, WI",outdoor,NA,y,2013,43.10336,-89.29745
401 N Thompson Dr,2017-07-11T00:00:00Z,260.438,1280,NA,Starkweather Creek,"401 N Thompson Dr Madison, WI",outdoor,NA,y,2017,43.10336,-89.29745
401 N Thompson Dr,2015-08-11T00:00:00Z,321.884,1490,NA,Starkweather Creek,"401 N Thompson Dr Madison, WI",outdoor,NA,y,2015,43.10336,-89.29745
401 N Thompson Dr,2012-06-06T00:00:00Z,134,946,NA,Starkweather Creek,"401 N Thompson Dr Madison, WI",outdoor,NA,NA,2012,43.10336,-89.29745
401 N Thompson Dr,2007-08-08T00:00:00Z,300.3,1255,NA,Starkweather Creek,"401 N Thompson Dr Madison, WI",outdoor,NA,NA,2007,43.10336,-89.29745
401 N Thompson Dr,2011-08-08T00:00:00Z,338,1550,NA,Starkweather Creek,"401 N Thompson Dr Madison, WI",outdoor,NA,NA,2011,43.10336,-89.29745
401 N Thompson Dr2,2009-07-22T00:00:00Z,160.0762,937,NA,Starkweather Creek,"401 N Thompson Dr2 Madison, WI",outdoor,NA,y,2009,43.103363,-89.297451
401 N Thompson Dr2,2013-07-11T00:00:00Z,231.17800000000003,1180,NA,Starkweather Creek,"401 N Thompson Dr2 Madison, WI",outdoor,NA,y,2013,43.103363,-89.297451
401 N Thompson Dr2,2018-08-02T00:00:00Z,245.80800000000002,1230,NA,Starkweather Creek,"401 N Thompson Dr2 Madison, WI",outdoor,NA,y,2018,43.103363,-89.297451
401 N Thompson Dr2,2014-07-30T00:00:00Z,260.438,1280,NA,Starkweather Creek,"401 N Thompson Dr2 Madison, WI",outdoor,NA,y,2014,43.103363,-89.297451
401 N Thompson Dr2,2017-07-11T00:00:00Z,260.438,1280,NA,Starkweather Creek,"401 N Thompson Dr2 Madison, WI",outdoor,NA,y,2017,43.103363,-89.297451
401 N Thompson Dr2,2016-08-02T00:00:00Z,286.77200000000005,1370,NA,Starkweather Creek,"401 N Thompson Dr2 Madison, WI",outdoor,NA,y,2016,43.103363,-89.297451
401 N Thompson Dr2,2012-06-06T00:00:00Z,214,1100,NA,Starkweather Creek,"401 N Thompson Dr2 Madison, WI",outdoor,NA,NA,2012,43.103363,-89.297451
401 N Thompson Dr2,2015-08-11T00:00:00Z,362,1540,NA,Starkweather Creek,"401 N Thompson Dr2 Madison, WI",outdoor,NA,NA,2015,43.103363,-89.297451
4602 Eastpark Blvd,2019-01-24T00:00:00Z,773,2820,NA,Starkweather Creek,"4602 Eastpark Blvd Madison, WI",indoor,NA,NA,2019,43.15502,-89.299994
333 W Washington Ave,2019-02-28T00:00:00Z,921,4920,NA,Monona Bay,"333 W Washington Ave Madison, WI",indoor,NA,NA,2019,43.076946,-89.38084
333 W Washington Ave,2012-06-05T00:00:00Z,923,3330,NA,Monona Bay,"333 W Washington Ave Madison, WI",indoor,NA,NA,2012,43.076946,-89.38084
333 W Washington Ave,2013-01-16T00:00:00Z,1470,5330,NA,Monona Bay,"333 W Washington Ave Madison, WI",indoor,NA,NA,2013,43.076946,-89.38084
333 W Washington Ave,2014-02-04T00:00:00Z,1550,5550,NA,Monona Bay,"333 W Washington Ave Madison, WI",indoor,NA,NA,2014,43.076946,-89.38084
333 W Washington Ave,2017-01-12T00:00:00Z,1690,5770,NA,Monona Bay,"333 W Washington Ave Madison, WI",indoor,NA,NA,2017,43.076946,-89.38084
333 W Washington Ave,2016-03-03T00:00:00Z,1740,6420,NA,Monona Bay,"333 W Washington Ave Madison, WI",indoor,NA,NA,2016,43.076946,-89.38084
333 W Washington Ave,2015-01-15T00:00:00Z,2320,8150,NA,Monona Bay,"333 W Washington Ave Madison, WI",indoor,NA,NA,2015,43.076946,-89.38084
4145 Country Club Rd,2010-07-13T00:00:00Z,178.51000000000002,1000,NA,Wingra,"4145 Country Club Rd Madison, WI",outdoor,NA,y,2010,43.041473,-89.440414
4145 Country Club Rd,2009-07-21T00:00:00Z,213.62200000000004,1120,NA,Wingra,"4145 Country Club Rd Madison, WI",outdoor,NA,y,2009,43.041473,-89.440414
4145 Country Club Rd,2015-08-25T00:00:00Z,359.922,1620,NA,Wingra,"4145 Country Club Rd Madison, WI",outdoor,NA,y,2015,43.041473,-89.440414
405 Moorland Rd,2017-07-13T00:00:00Z,66.1516,616,NA,Monona,"405 Moorland Rd Madison, WI",outdoor,NA,y,2017,43.035637,-89.37957
405 Moorland Rd,2014-07-30T00:00:00Z,97.45980000000003,723,NA,Monona,"405 Moorland Rd Madison, WI",outdoor,NA,y,2014,43.035637,-89.37957
405 Moorland Rd,2013-07-29T00:00:00Z,98.92280000000002,728,NA,Monona,"405 Moorland Rd Madison, WI",outdoor,NA,y,2013,43.035637,-89.37957
405 Moorland Rd,2016-08-04T00:00:00Z,104.77480000000003,748,NA,Monona,"405 Moorland Rd Madison, WI",outdoor,NA,y,2016,43.035637,-89.37957
405 Moorland Rd,2011-08-04T00:00:00Z,114.72320000000002,782,NA,Monona,"405 Moorland Rd Madison, WI",outdoor,NA,y,2011,43.035637,-89.37957
1080 N Pleasant View Rd,2012-06-20T00:00:00Z,2520,8770,NA,Mendota,"1080 N Pleasant View Rd Madison, WI",outdoor,NA,NA,2012,43.110325,-89.351265
110 S Westfield Rd,2012-06-28T00:00:00Z,237,1170,NA,Mendota,"110 S Westfield Rd Madison, WI",outdoor,NA,NA,2012,NA,NA
110 S Westfield Rd,2010-06-25T00:00:00Z,285,1300,NA,Mendota,"110 S Westfield Rd Madison, WI",outdoor,NA,NA,2010,NA,NA
110 S Westfield Rd,2004-06-10T00:00:00Z,317.5,1414,NA,Mendota,"110 S Westfield Rd Madison, WI",outdoor,NA,NA,2004,NA,NA
110 S Westfield Rd,2007-07-06T00:00:00Z,383.5,1604,NA,Mendota,"110 S Westfield Rd Madison, WI",outdoor,NA,NA,2007,NA,NA
110 S Westfield Rd,2005-08-15T00:00:00Z,395.4,1712,NA,Mendota,"110 S Westfield Rd Madison, WI",outdoor,NA,NA,2005,NA,NA
110 S Westfield Rd,2009-07-24T00:00:00Z,409,1810,NA,Mendota,"110 S Westfield Rd Madison, WI",outdoor,NA,NA,2009,NA,NA
110 S Westfield Rd,2014-08-13T00:00:00Z,414,1910,NA,Mendota,"110 S Westfield Rd Madison, WI",outdoor,NA,NA,2014,NA,NA
4665 Hayes Rd,2010-06-10T00:00:00Z,156.27240000000003,924,NA,Starkweather Creek,"4665 Hayes Rd Madison, WI",outdoor,NA,y,2010,43.142418,-89.30286
4665 Hayes Rd,2019-07-09T00:00:00Z,225.32600000000005,1160,NA,Starkweather Creek,"4665 Hayes Rd Madison, WI",outdoor,NA,y,2019,43.142418,-89.30286
110 S Westfield Rd,2019-08-05T00:00:00Z,479,2220,NA,Mendota,"110 S Westfield Rd Madison, WI",outdoor,NA,NA,2019,NA,NA
110 S Westfield Rd,2013-08-07T00:00:00Z,491,2250,NA,Mendota,"110 S Westfield Rd Madison, WI",outdoor,NA,NA,2013,NA,NA
110 S Westfield Rd,2017-08-22T00:00:00Z,507,2130,NA,Mendota,"110 S Westfield Rd Madison, WI",outdoor,NA,NA,2017,NA,NA
110 S Westfield Rd,2011-07-08T00:00:00Z,517,2290,NA,Mendota,"110 S Westfield Rd Madison, WI",outdoor,NA,NA,2011,NA,NA
110 S Westfield Rd,2015-08-27T00:00:00Z,540,2220,NA,Mendota,"110 S Westfield Rd Madison, WI",outdoor,NA,NA,2015,NA,NA
110 S Westfield Rd,2016-08-10T00:00:00Z,559,2280,NA,Mendota,"110 S Westfield Rd Madison, WI",outdoor,NA,NA,2016,NA,NA
1109 Fourier Dr,2004-07-01T00:00:00Z,766.9,2680,NA,Mendota,"1109 Fourier Dr Madison, WI",indoor,NA,NA,2004,43.08136,-89.524216
4665 Hayes Rd,2003-08-14T00:00:00Z,79.6,862,NA,Starkweather Creek,"4665 Hayes Rd Madison, WI",outdoor,NA,NA,2003,43.142418,-89.30286
4801 Sheboygan Ave,2010-07-09T00:00:00Z,76.39260000000002,651,204412.236336,University Bay Creek,"4801 Sheboygan Ave Madison, WI",outdoor,NA,y,2010,43.072807,-89.459236
4801 Sheboygan Ave,2009-07-09T00:00:00Z,80.489,665,204412.236336,University Bay Creek,"4801 Sheboygan Ave Madison, WI",outdoor,NA,y,2009,43.072807,-89.459236
4801 Sheboygan Ave,2018-08-22T00:00:00Z,109.16380000000001,763,204412.236336,University Bay Creek,"4801 Sheboygan Ave Madison, WI",outdoor,NA,y,2018,43.072807,-89.459236
4801 Sheboygan Ave,2013-09-04T00:00:00Z,110.91940000000002,769,204412.236336,University Bay Creek,"4801 Sheboygan Ave Madison, WI",outdoor,NA,y,2013,43.072807,-89.459236
4801 Sheboygan Ave,2011-07-12T00:00:00Z,121.74560000000002,806,204412.236336,University Bay Creek,"4801 Sheboygan Ave Madison, WI",outdoor,NA,y,2011,43.072807,-89.459236
4801 Sheboygan Ave,2016-08-26T00:00:00Z,126.71980000000002,823,204412.236336,University Bay Creek,"4801 Sheboygan Ave Madison, WI",outdoor,NA,y,2016,43.072807,-89.459236
4801 Sheboygan Ave,2015-09-01T00:00:00Z,151.29820000000004,907,204412.236336,University Bay Creek,"4801 Sheboygan Ave Madison, WI",outdoor,NA,y,2015,43.072807,-89.459236
4801 Sheboygan Ave,2014-08-27T00:00:00Z,158.32060000000004,931,204412.236336,University Bay Creek,"4801 Sheboygan Ave Madison, WI",outdoor,NA,y,2014,43.072807,-89.459236
4801 Sheboygan Ave,2017-08-22T00:00:00Z,161.24660000000003,941,204412.236336,University Bay Creek,"4801 Sheboygan Ave Madison, WI",outdoor,NA,y,2017,43.072807,-89.459236
5002 Sheboygan Ave,2010-07-09T00:00:00Z,100.09320000000002,732,208576.1892984,Spring Harbor,"5002 Sheboygan Ave Madison, WI",outdoor,NA,y,2010,43.07289,-89.46446
5002 Sheboygan Ave,2009-07-09T00:00:00Z,101.84880000000001,738,208576.1892984,Spring Harbor,"5002 Sheboygan Ave Madison, WI",outdoor,NA,y,2009,43.07289,-89.46446
5002 Sheboygan Ave,2017-08-16T00:00:00Z,128.4754,829,208576.1892984,Spring Harbor,"5002 Sheboygan Ave Madison, WI",outdoor,NA,y,2017,43.07289,-89.46446
5002 Sheboygan Ave,2011-07-12T00:00:00Z,139.59420000000003,867,208576.1892984,Spring Harbor,"5002 Sheboygan Ave Madison, WI",outdoor,NA,y,2011,43.07289,-89.46446
5002 Sheboygan Ave,2015-09-01T00:00:00Z,151.88340000000002,909,208576.1892984,Spring Harbor,"5002 Sheboygan Ave Madison, WI",outdoor,NA,y,2015,43.07289,-89.46446
5002 Sheboygan Ave,2013-08-13T00:00:00Z,174.7062,987,208576.1892984,Spring Harbor,"5002 Sheboygan Ave Madison, WI",outdoor,NA,y,2013,43.07289,-89.46446
5002 Sheboygan Ave,2014-08-27T00:00:00Z,187.28800000000004,1030,208576.1892984,Spring Harbor,"5002 Sheboygan Ave Madison, WI",outdoor,NA,y,2014,43.07289,-89.46446
5002 Sheboygan Ave,2016-08-26T00:00:00Z,196.066,1060,208576.1892984,Spring Harbor,"5002 Sheboygan Ave Madison, WI",outdoor,NA,y,2016,43.07289,-89.46446
5015 Sheboygan Ave,2018-08-22T00:00:00Z,35.136000000000024,510,283905.8838,University Bay Creek,"5015 Sheboygan Ave Madison, WI",outdoor,NA,y,2018,43.072773,-89.46529
5015 Sheboygan Ave,2017-08-16T00:00:00Z,58.836600000000004,591,283905.8838,University Bay Creek,"5015 Sheboygan Ave Madison, WI",outdoor,NA,y,2017,43.072773,-89.46529
5015 Sheboygan Ave,2015-09-01T00:00:00Z,76.68520000000001,652,283905.8838,University Bay Creek,"5015 Sheboygan Ave Madison, WI",outdoor,NA,y,2015,43.072773,-89.46529
5015 Sheboygan Ave,2016-08-26T00:00:00Z,87.804,690,283905.8838,University Bay Creek,"5015 Sheboygan Ave Madison, WI",outdoor,NA,y,2016,43.072773,-89.46529
5015 Sheboygan Ave,2013-08-13T00:00:00Z,104.18960000000001,746,283905.8838,University Bay Creek,"5015 Sheboygan Ave Madison, WI",outdoor,NA,y,2013,43.072773,-89.46529
5015 Sheboygan Ave,2014-08-27T00:00:00Z,106.23780000000002,753,283905.8838,University Bay Creek,"5015 Sheboygan Ave Madison, WI",outdoor,NA,y,2014,43.072773,-89.46529
5015 Sheboygan Ave,2010-07-09T00:00:00Z,119.99000000000001,800,283905.8838,University Bay Creek,"5015 Sheboygan Ave Madison, WI",outdoor,NA,y,2010,43.072773,-89.46529
5015 Sheboygan Ave,2011-07-27T00:00:00Z,125.84200000000001,820,283905.8838,University Bay Creek,"5015 Sheboygan Ave Madison, WI",outdoor,NA,y,2011,43.072773,-89.46529
5015 Sheboygan Ave,2009-07-09T00:00:00Z,140.76460000000003,871,283905.8838,University Bay Creek,"5015 Sheboygan Ave Madison, WI",outdoor,NA,y,2009,43.072773,-89.46529
1109 Fourier Dr,2010-02-11T00:00:00Z,806,2790,NA,Mendota,"1109 Fourier Dr Madison, WI",indoor,NA,NA,2010,43.08136,-89.524216
1109A Fourier Dr,2010-02-11T00:00:00Z,954,3170,NA,Mendota,"1109A Fourier Dr Madison, WI",indoor,NA,NA,2010,43.081367,-89.524216
1109 Fourier Dr,2011-01-04T00:00:00Z,1010,3780,NA,Mendota,"1109 Fourier Dr Madison, WI",indoor,NA,NA,2011,43.08136,-89.524216
5202 Brookside Dr,2010-06-10T00:00:00Z,286.77200000000005,1370,132489.41244,Starkweather Creek,"5202 Brookside Dr Madison, WI",outdoor,NA,y,2010,43.15355,-89.28322
5440 Congress Ave,2013-07-24T00:00:00Z,304.3280000000001,1430,98420.70638399999,Starkweather Creek,"5440 Congress Ave Madison, WI",outdoor,NA,y,2013,43.139782,-89.28375
5533 Odana Rd,2007-06-26T00:00:00Z,107.7,702,700301.18004,Wingra,"5533 Odana Rd Madison, WI",outdoor,NA,NA,2007,43.049995,-89.474945
5533 Odana Rd,2008-07-28T00:00:00Z,235,1075,700301.18004,Wingra,"5533 Odana Rd Madison, WI",outdoor,NA,NA,2008,43.049995,-89.474945
5533 Odana Rd,2009-07-21T00:00:00Z,122.62340000000003,809,700301.18004,Wingra,"5533 Odana Rd Madison, WI",outdoor,NA,y,2009,43.049995,-89.474945
5533 Odana Rd,2010-07-12T00:00:00Z,132.27920000000003,842,700301.18004,Wingra,"5533 Odana Rd Madison, WI",outdoor,NA,y,2010,43.049995,-89.474945
5533 Odana Rd wade,2010-07-12T00:00:00Z,139.88680000000002,868,9842.0706384,Wingra,"5533 Odana Rd wade Madison, WI",outdoor,NA,y,2010,43.049995,-89.474945
5533 Odana Rd,2011-08-04T00:00:00Z,131.69400000000002,840,700301.18004,Wingra,"5533 Odana Rd Madison, WI",outdoor,NA,y,2011,43.049995,-89.474945
5533 Odana Rd wade,2011-08-11T00:00:00Z,154.22420000000002,917,9842.0706384,Wingra,"5533 Odana Rd wade Madison, WI",outdoor,NA,y,2011,43.049995,-89.474945
5533 Odana Rd,2012-07-12T00:00:00Z,253,1060,700301.18004,Wingra,"5533 Odana Rd Madison, WI",outdoor,NA,NA,2012,43.049995,-89.474945
5533 Odana Rd,2013-08-08T00:00:00Z,137.8386,861,700301.18004,Wingra,"5533 Odana Rd Madison, WI",outdoor,NA,y,2013,43.049995,-89.474945
5533 Odana Rd wade,2013-08-08T00:00:00Z,254.58600000000004,1260,9842.0706384,Wingra,"5533 Odana Rd wade Madison, WI",outdoor,NA,y,2013,43.049995,-89.474945
5533 Odana Rd,2014-08-20T00:00:00Z,201.91800000000003,1080,700301.18004,Wingra,"5533 Odana Rd Madison, WI",outdoor,NA,y,2014,43.049995,-89.474945
5533 Odana Rd wade,2014-08-20T00:00:00Z,198.99200000000005,1070,9842.0706384,Wingra,"5533 Odana Rd wade Madison, WI",outdoor,NA,y,2014,43.049995,-89.474945
5533 Odana Rd,2016-08-26T00:00:00Z,257.51200000000006,1270,700301.18004,Wingra,"5533 Odana Rd Madison, WI",outdoor,NA,y,2016,43.049995,-89.474945
5607 Summer Shine Dr,NA,400.88599999999997,1760,NA,Starkweather Creek,"5607 Summer Shine Dr Madison, WI",outdoor,NA,y,NA,43.122276,-89.2842
1624 Fordem Ave,2007-07-23T00:00:00Z,152.8,925,NA,Yahara River,"1624 Fordem Ave Madison, WI",outdoor,NA,NA,2007,43.09335,-89.36364
1614 Fordem Ave,2012-06-14T00:00:00Z,160,1070,NA,Yahara River,"1614 Fordem Ave Madison, WI",outdoor,NA,NA,2012,43.093784,-89.36364
1624 Fordem Ave,2004-07-06T00:00:00Z,124,750,NA,Yahara River,"1624 Fordem Ave Madison, WI",outdoor,NA,NA,2004,43.09335,-89.36364
1614 Fordem Ave,2013-07-11T00:00:00Z,135.20520000000002,852,NA,Yahara River,"1614 Fordem Ave Madison, WI",outdoor,NA,y,2013,43.093784,-89.36364
1614 Fordem Ave,2019-07-29T00:00:00Z,194,1840,NA,Yahara River,"1614 Fordem Ave Madison, WI",outdoor,NA,NA,2019,43.093784,-89.36364
1766 Fordem Ave,2017-07-11T00:00:00Z,141.05720000000002,872,NA,Yahara River,"1766 Fordem Ave Madison, WI",outdoor,NA,y,2017,43.095047,-89.363495
1818 Fordem Ave,2010-07-06T00:00:00Z,149.25000000000003,900,NA,Yahara River,"1818 Fordem Ave Madison, WI",outdoor,NA,y,2010,43.096344,-89.36353
1766 Fordem Ave,2018-08-02T00:00:00Z,143.98320000000004,882,NA,Yahara River,"1766 Fordem Ave Madison, WI",outdoor,NA,y,2018,43.095047,-89.363495
1109A Fourier Dr,2011-01-04T00:00:00Z,1020,3780,NA,Mendota,"1109A Fourier Dr Madison, WI",indoor,NA,NA,2011,43.081367,-89.524216
1109 Fourier Dr,2012-02-22T00:00:00Z,925,3270,NA,Mendota,"1109 Fourier Dr Madison, WI",indoor,NA,NA,2012,43.08136,-89.524216
1109 Fourier Dr,2013-01-11T00:00:00Z,999,3520,NA,Mendota,"1109 Fourier Dr Madison, WI",indoor,NA,NA,2013,43.08136,-89.524216
1109 Fourier Dr,2014-02-05T00:00:00Z,1050,3810,NA,Mendota,"1109 Fourier Dr Madison, WI",indoor,NA,NA,2014,43.08136,-89.524216
1109 Fourier Dr,2015-01-14T00:00:00Z,1570,5530,NA,Mendota,"1109 Fourier Dr Madison, WI",indoor,NA,NA,2015,43.08136,-89.524216
1109 Fourier Dr,2016-03-01T00:00:00Z,1700,5750,NA,Mendota,"1109 Fourier Dr Madison, WI",indoor,NA,NA,2016,43.08136,-89.524216
1109 Fourier Dr,2017-01-05T00:00:00Z,843,2960,NA,Mendota,"1109 Fourier Dr Madison, WI",indoor,NA,NA,2017,43.08136,-89.524216
1109 Fourier Dr,2018-02-01T00:00:00Z,1620,5220,NA,Mendota,"1109 Fourier Dr Madison, WI",indoor,NA,NA,2018,43.08136,-89.524216
7425 Timber Lake Tr,2010-06-28T00:00:00Z,146.32400000000004,890,NA,Spring Harbor,"7425 Timber Lake Tr Madison, WI",outdoor,NA,y,2010,43.052155,-89.51101
7425 Timber Lake Tr,2011-07-08T00:00:00Z,148.0796,896,NA,Spring Harbor,"7425 Timber Lake Tr Madison, WI",outdoor,NA,y,2011,43.052155,-89.51101
7425 Timber Lake Tr,2009-07-21T00:00:00Z,157.1502,927,NA,Spring Harbor,"7425 Timber Lake Tr Madison, WI",outdoor,NA,y,2009,43.052155,-89.51101
7425 Timber Lake Tr,2015-08-25T00:00:00Z,172.65800000000004,980,NA,Spring Harbor,"7425 Timber Lake Tr Madison, WI",outdoor,NA,y,2015,43.052155,-89.51101
7425 Timber Lake Tr,2019-07-11T00:00:00Z,187.28800000000004,1030,NA,Spring Harbor,"7425 Timber Lake Tr Madison, WI",outdoor,NA,y,2019,43.052155,-89.51101
7425 Timber Lake Tr,2013-07-29T00:00:00Z,204.84400000000002,1090,NA,Spring Harbor,"7425 Timber Lake Tr Madison, WI",outdoor,NA,y,2013,43.052155,-89.51101
7425 Timber Lake Tr,2016-08-15T00:00:00Z,251.66000000000005,1250,NA,Spring Harbor,"7425 Timber Lake Tr Madison, WI",outdoor,NA,y,2016,43.052155,-89.51101
7425 Timber Lake Tr,2018-08-30T00:00:00Z,111.7972,772,NA,Spring Harbor,"7425 Timber Lake Tr Madison, WI",outdoor,NA,y,2018,43.052155,-89.51101
7425 Timber Lake Tr,2017-08-08T00:00:00Z,395.034,1740,NA,Spring Harbor,"7425 Timber Lake Tr Madison, WI",outdoor,NA,y,2017,43.052155,-89.51101
1109 Fourier Dr,2019-02-06T00:00:00Z,380,1800,NA,Mendota,"1109 Fourier Dr Madison, WI",indoor,NA,NA,2019,43.08136,-89.524216
1124 N High Point Rd,2018-08-28T00:00:00Z,151.29820000000004,907,NA,Mendota,"1124 N High Point Rd Madison, WI",outdoor,NA,y,2018,NA,NA
1124 N High Point Rd,2015-08-27T00:00:00Z,181.436,1010,NA,Mendota,"1124 N High Point Rd Madison, WI",outdoor,NA,y,2015,NA,NA
1124 N High Point Rd,2011-07-08T00:00:00Z,193.14000000000001,1050,NA,Mendota,"1124 N High Point Rd Madison, WI",outdoor,NA,y,2011,NA,NA
1124 N High Point Rd,2009-07-01T00:00:00Z,198.99200000000005,1070,NA,Mendota,"1124 N High Point Rd Madison, WI",outdoor,NA,y,2009,NA,NA
802 Harbor House Dr,2009-07-23T00:00:00Z,126.42720000000003,822,98420.70638399999,Spring Harbor,"802 Harbor House Dr Madison, WI",outdoor,NA,y,2009,43.049706,-89.50802
802 Harbor House Dr,2018-08-30T00:00:00Z,133.157,845,98420.70638399999,Spring Harbor,"802 Harbor House Dr Madison, WI",outdoor,NA,y,2018,43.049706,-89.50802
802 Harbor House Dr,2013-07-29T00:00:00Z,177.047,995,98420.70638399999,Spring Harbor,"802 Harbor House Dr Madison, WI",outdoor,NA,y,2013,43.049706,-89.50802
802 Harbor House Dr,2010-07-09T00:00:00Z,177.92480000000003,998,98420.70638399999,Spring Harbor,"802 Harbor House Dr Madison, WI",outdoor,NA,y,2010,43.049706,-89.50802
802 Harbor House Dr,2011-07-21T00:00:00Z,242.88200000000003,1220,98420.70638399999,Spring Harbor,"802 Harbor House Dr Madison, WI",outdoor,NA,y,2011,43.049706,-89.50802
802 Harbor House Dr,2015-08-25T00:00:00Z,289.698,1380,98420.70638399999,Spring Harbor,"802 Harbor House Dr Madison, WI",outdoor,NA,y,2015,43.049706,-89.50802
802 Harbor House Dr,2016-08-16T00:00:00Z,289.698,1290,98420.70638399999,Spring Harbor,"802 Harbor House Dr Madison, WI",outdoor,NA,y,2016,43.049706,-89.50802
802 Harbor House Dr,2017-08-08T00:00:00Z,386.2560000000001,1710,98420.70638399999,Spring Harbor,"802 Harbor House Dr Madison, WI",outdoor,NA,y,2017,43.049706,-89.50802
803 N Thompson Dr,2017-07-13T00:00:00Z,129.93840000000003,834,113562.35351999999,Starkweather Creek,"803 N Thompson Dr Madison, WI",outdoor,NA,y,2017,NA,NA
803 N Thompson Dr,2011-06-16T00:00:00Z,146.03140000000005,889,113562.35351999999,Starkweather Creek,"803 N Thompson Dr Madison, WI",outdoor,NA,y,2011,NA,NA
803 N Thompson Dr,2010-06-10T00:00:00Z,157.4428,928,113562.35351999999,Starkweather Creek,"803 N Thompson Dr Madison, WI",outdoor,NA,y,2010,NA,NA
803 N Thompson Dr,2009-07-22T00:00:00Z,157.7354,929,113562.35351999999,Starkweather Creek,"803 N Thompson Dr Madison, WI",outdoor,NA,y,2009,NA,NA
803 N Thompson Dr,2013-07-11T00:00:00Z,160.0762,937,113562.35351999999,Starkweather Creek,"803 N Thompson Dr Madison, WI",outdoor,NA,y,2013,NA,NA
803 N Thompson Dr,2014-07-23T00:00:00Z,163.29480000000004,948,113562.35351999999,Starkweather Creek,"803 N Thompson Dr Madison, WI",outdoor,NA,y,2014,NA,NA
803 N Thompson Dr,2018-08-02T00:00:00Z,196.066,1060,113562.35351999999,Starkweather Creek,"803 N Thompson Dr Madison, WI",outdoor,NA,y,2018,NA,NA
803 N Thompson Dr,2016-08-02T00:00:00Z,225.32600000000005,1160,113562.35351999999,Starkweather Creek,"803 N Thompson Dr Madison, WI",outdoor,NA,y,2016,NA,NA
803 N Thompson Dr,2015-08-11T00:00:00Z,254.58600000000004,1260,113562.35351999999,Starkweather Creek,"803 N Thompson Dr Madison, WI",outdoor,NA,y,2015,NA,NA
1124 N High Point Rd,2014-08-20T00:00:00Z,216.54800000000003,1130,NA,Mendota,"1124 N High Point Rd Madison, WI",outdoor,NA,y,2014,NA,NA
1124 N High Point Rd,2017-08-22T00:00:00Z,225.32600000000005,1160,NA,Mendota,"1124 N High Point Rd Madison, WI",outdoor,NA,y,2017,NA,NA
1124 N High Point Rd,2016-08-10T00:00:00Z,228.25200000000004,1170,NA,Mendota,"1124 N High Point Rd Madison, WI",outdoor,NA,y,2016,NA,NA
1124 N High Point Rd,2010-06-25T00:00:00Z,237.03,1200,NA,Mendota,"1124 N High Point Rd Madison, WI",outdoor,NA,y,2010,NA,NA
1124 N High Point Rd,2013-08-07T00:00:00Z,245.80800000000002,1230,NA,Mendota,"1124 N High Point Rd Madison, WI",outdoor,NA,y,2013,NA,NA
1124 N High Point Rd,2007-06-26T00:00:00Z,211.7,1013,NA,Mendota,"1124 N High Point Rd Madison, WI",outdoor,NA,NA,2007,NA,NA
1124 N High Point Rd,2012-06-27T00:00:00Z,260,1230,NA,Mendota,"1124 N High Point Rd Madison, WI",outdoor,NA,NA,2012,NA,NA
1253 John Q Hammons Dr,2010-03-03T00:00:00Z,511,1910,NA,Mendota,"1253 John Q Hammons Dr Madison, WI",indoor,NA,NA,2010,43.08542,-89.52406
1253 John Q Hammons Dr,2005-08-15T00:00:00Z,1244,4950,NA,Mendota,"1253 John Q Hammons Dr Madison, WI",indoor,NA,NA,2005,43.08542,-89.52406
1253 John Q Hammons Dr,2011-01-04T00:00:00Z,1430,5240,NA,Mendota,"1253 John Q Hammons Dr Madison, WI",indoor,NA,NA,2011,43.08542,-89.52406
