"Plot Title: 20758348"
"#","Date Time, GMT-05:00","Low Range, μS/cm (LGR S/N: 20758348, SEN S/N: 20758348)","Full Range, μS/cm (LGR S/N: 20758348, SEN S/N: 20758348)","Temp, °C (LGR S/N: 20758348, SEN S/N: 20758348)"
1398,11/28/20 03:30:00 PM,363.4,361.5,6.47
1399,11/28/20 04:00:00 PM,364.4,362.3,6.48
1400,11/28/20 04:30:00 PM,364.0,362.3,6.48
1401,11/28/20 05:00:00 PM,362.9,360.8,6.46
1402,11/28/20 05:30:00 PM,363.3,361.1,6.43
1403,11/28/20 06:00:00 PM,362.6,360.8,6.40
1404,11/28/20 06:30:00 PM,362.3,360.4,6.37
1405,11/28/20 07:00:00 PM,361.8,360.0,6.34
1406,11/28/20 07:30:00 PM,361.8,360.0,6.31
1407,11/28/20 08:00:00 PM,361.6,359.7,6.29
1408,11/28/20 08:30:00 PM,361.4,359.3,6.25
1409,11/28/20 09:00:00 PM,361.3,359.7,6.21
1410,11/28/20 09:30:00 PM,361.0,359.3,6.20
1411,11/28/20 10:00:00 PM,360.9,358.9,6.20
1412,11/28/20 10:30:00 PM,361.0,358.9,6.19
1413,11/28/20 11:00:00 PM,360.9,358.6,6.18
1414,11/28/20 11:30:00 PM,361.2,359.3,6.17
1415,11/29/20 12:00:00 AM,360.8,359.0,6.15
1416,11/29/20 12:30:00 AM,361.0,359.3,6.14
1417,11/29/20 01:00:00 AM,361.5,360.1,6.15
1418,11/29/20 01:30:00 AM,360.8,358.6,6.13
1419,11/29/20 02:00:00 AM,360.6,358.6,6.11
1420,11/29/20 02:30:00 AM,360.5,358.2,6.08
1421,11/29/20 03:00:00 AM,360.3,358.2,6.07
1422,11/29/20 03:30:00 AM,360.3,358.2,6.05
1423,11/29/20 04:00:00 AM,360.2,358.2,6.05
1424,11/29/20 04:30:00 AM,360.3,358.6,6.05
1425,11/29/20 05:00:00 AM,359.9,357.9,6.01
1426,11/29/20 05:30:00 AM,360.2,358.2,6.02
1427,11/29/20 06:00:00 AM,360.1,358.3,5.99
1428,11/29/20 06:30:00 AM,359.5,358.3,5.97
1429,11/29/20 07:00:00 AM,359.4,357.5,5.95
1430,11/29/20 07:30:00 AM,359.1,357.5,5.94
1431,11/29/20 08:00:00 AM,360.1,358.3,5.94
1432,11/29/20 08:30:00 AM,359.5,357.5,5.93
1433,11/29/20 09:00:00 AM,359.2,357.5,5.93
1434,11/29/20 09:30:00 AM,360.2,359.0,5.93
1435,11/29/20 10:00:00 AM,359.8,357.9,5.95
1436,11/29/20 10:30:00 AM,361.0,359.4,6.00
1437,11/29/20 11:00:00 AM,360.3,358.2,6.06
1438,11/29/20 11:30:00 AM,360.4,358.6,6.11
1439,11/29/20 12:00:00 PM,361.5,359.7,6.15
1440,11/29/20 12:30:00 PM,362.0,360.1,6.21
1441,11/29/20 01:00:00 PM,364.4,362.3,6.29
1442,11/29/20 01:30:00 PM,363.2,361.2,6.35
1443,11/29/20 02:00:00 PM,363.3,361.5,6.38
1444,11/29/20 02:30:00 PM,363.8,361.5,6.43
1445,11/29/20 03:00:00 PM,363.5,361.5,6.43
1446,11/29/20 03:30:00 PM,363.6,361.5,6.44
1447,11/29/20 04:00:00 PM,363.6,361.5,6.44
1448,11/29/20 04:30:00 PM,363.5,361.5,6.40
1449,11/29/20 05:00:00 PM,363.3,361.6,6.35
1450,11/29/20 05:30:00 PM,361.7,359.7,6.28
1451,11/29/20 06:00:00 PM,360.5,359.0,6.13
1452,11/29/20 06:30:00 PM,360.0,359.0,6.02
1453,11/29/20 07:00:00 PM,359.1,357.5,6.01
1454,11/29/20 07:30:00 PM,359.4,357.5,6.00
1455,11/29/20 08:00:00 PM,359.5,357.9,6.00
1456,11/29/20 08:30:00 PM,359.4,357.5,6.00
1457,11/29/20 09:00:00 PM,360.4,358.6,5.99
1458,11/29/20 09:30:00 PM,359.2,357.5,5.96
1459,11/29/20 10:00:00 PM,358.9,357.1,5.93
1460,11/29/20 10:30:00 PM,358.9,357.1,5.88
1461,11/29/20 11:00:00 PM,358.2,356.4,5.87
1462,11/29/20 11:30:00 PM,358.4,356.4,5.84
1463,11/30/20 12:00:00 AM,357.9,356.4,5.82
1464,11/30/20 12:30:00 AM,357.9,356.0,5.77
1465,11/30/20 01:00:00 AM,357.3,355.3,5.75
1466,11/30/20 01:30:00 AM,356.8,354.9,5.72
1467,11/30/20 02:00:00 AM,356.3,354.5,5.66
1468,11/30/20 02:30:00 AM,356.0,354.2,5.63
1469,11/30/20 03:00:00 AM,356.6,354.6,5.64
1470,11/30/20 03:30:00 AM,356.1,354.2,5.59
1471,11/30/20 04:00:00 AM,355.1,353.1,5.55
1472,11/30/20 04:30:00 AM,354.8,353.1,5.53
1473,11/30/20 05:00:00 AM,354.6,352.3,5.51
1474,11/30/20 05:30:00 AM,354.8,352.3,5.46
1475,11/30/20 06:00:00 AM,353.8,351.6,5.40
1476,11/30/20 06:30:00 AM,353.6,351.6,5.34
1477,11/30/20 07:00:00 AM,353.1,350.9,5.31
1478,11/30/20 07:30:00 AM,353.0,350.9,5.29
1479,11/30/20 08:00:00 AM,352.9,350.5,5.27
1480,11/30/20 08:30:00 AM,352.4,350.1,5.25
1481,11/30/20 09:00:00 AM,352.4,350.1,5.25
1482,11/30/20 09:30:00 AM,352.3,350.1,5.24
1483,11/30/20 10:00:00 AM,352.2,350.1,5.22
1484,11/30/20 10:30:00 AM,352.2,350.1,5.23
1485,11/30/20 11:00:00 AM,351.9,349.7,5.22
1486,11/30/20 11:30:00 AM,352.4,350.1,5.25
1487,11/30/20 12:00:00 PM,352.9,350.5,5.29
1488,11/30/20 12:30:00 PM,352.4,350.1,5.29
1489,11/30/20 01:00:00 PM,353.7,352.0,5.30
1490,11/30/20 01:30:00 PM,352.2,350.1,5.30
1491,11/30/20 02:00:00 PM,352.2,349.7,5.30
1492,11/30/20 02:30:00 PM,352.6,350.1,5.35
1493,11/30/20 03:00:00 PM,353.6,351.6,5.39
1494,11/30/20 03:30:00 PM,353.0,351.2,5.41
1495,11/30/20 04:00:00 PM,352.9,350.8,5.41
1496,11/30/20 04:30:00 PM,352.3,350.1,5.39
1497,11/30/20 05:00:00 PM,351.7,349.7,5.33
1498,11/30/20 05:30:00 PM,352.1,350.5,5.27
1499,11/30/20 06:00:00 PM,350.5,348.2,5.18
1500,11/30/20 06:30:00 PM,350.0,347.9,5.10
1501,11/30/20 07:00:00 PM,349.4,347.1,5.01
1502,11/30/20 07:30:00 PM,348.8,347.2,4.95
1503,11/30/20 08:00:00 PM,348.2,346.0,4.89
1504,11/30/20 08:30:00 PM,347.5,345.3,4.83
1505,11/30/20 09:00:00 PM,347.0,344.9,4.77
1506,11/30/20 09:30:00 PM,345.9,343.8,4.69
1507,11/30/20 10:00:00 PM,345.4,343.1,4.62
1508,11/30/20 10:30:00 PM,344.7,342.3,4.53
1509,11/30/20 11:00:00 PM,344.1,342.0,4.46
1510,11/30/20 11:30:00 PM,343.5,341.6,4.42
1511,12/01/20 12:00:00 AM,343.6,341.6,4.40
1512,12/01/20 12:30:00 AM,342.7,340.9,4.38
1513,12/01/20 01:00:00 AM,342.7,340.9,4.33
1514,12/01/20 01:30:00 AM,342.4,340.9,4.28
1515,12/01/20 02:00:00 AM,341.8,339.8,4.23
1516,12/01/20 02:30:00 AM,341.0,339.0,4.18
1517,12/01/20 03:00:00 AM,340.8,338.7,4.12
1518,12/01/20 03:30:00 AM,340.0,337.9,4.06
1519,12/01/20 04:00:00 AM,339.1,336.8,4.00
1520,12/01/20 04:30:00 AM,338.5,336.4,3.96
1521,12/01/20 05:00:00 AM,338.1,336.1,3.91
1522,12/01/20 05:30:00 AM,337.9,335.7,3.88
1523,12/01/20 06:00:00 AM,338.7,337.2,3.84
1524,12/01/20 06:30:00 AM,337.4,335.7,3.81
1525,12/01/20 07:00:00 AM,337.0,335.0,3.76
1526,12/01/20 07:30:00 AM,336.8,335.0,3.74
1527,12/01/20 08:00:00 AM,336.5,334.6,3.69
1528,12/01/20 08:30:00 AM,336.1,334.2,3.66
1529,12/01/20 09:00:00 AM,335.8,333.9,3.61
1530,12/01/20 09:30:00 AM,335.7,334.3,3.61
1531,12/01/20 10:00:00 AM,335.8,333.9,3.62
1532,12/01/20 10:30:00 AM,336.2,334.6,3.67
1533,12/01/20 11:00:00 AM,336.3,334.2,3.69
1534,12/01/20 11:30:00 AM,337.9,336.1,3.76
1535,12/01/20 12:00:00 PM,338.6,336.5,3.86
1536,12/01/20 12:30:00 PM,339.7,337.6,3.98
1537,12/01/20 01:00:00 PM,340.0,338.3,4.09
1538,12/01/20 01:30:00 PM,341.1,339.0,4.17
1539,12/01/20 02:00:00 PM,341.5,339.8,4.20
1540,12/01/20 02:30:00 PM,340.8,339.0,4.20
1541,12/01/20 03:00:00 PM,340.2,338.3,4.18
1542,12/01/20 03:30:00 PM,340.2,338.3,4.12
1543,12/01/20 04:00:00 PM,339.6,337.5,4.04
1544,12/01/20 04:30:00 PM,337.8,335.7,3.92
1545,12/01/20 05:00:00 PM,336.7,334.6,3.78
1546,12/01/20 05:30:00 PM,334.9,333.1,3.58
1547,12/01/20 06:00:00 PM,333.3,331.3,3.43
1548,12/01/20 06:30:00 PM,332.5,330.5,3.34
1549,12/01/20 07:00:00 PM,331.9,330.1,3.32
1550,12/01/20 07:30:00 PM,332.4,330.9,3.31
1551,12/01/20 08:00:00 PM,332.1,330.1,3.33
1552,12/01/20 08:30:00 PM,332.3,330.5,3.31
1553,12/01/20 09:00:00 PM,332.0,330.1,3.32
1554,12/01/20 09:30:00 PM,331.8,330.1,3.33
1555,12/01/20 10:00:00 PM,332.0,330.1,3.38
1556,12/01/20 10:30:00 PM,333.0,331.3,3.42
1557,12/01/20 11:00:00 PM,333.6,331.6,3.46
1558,12/01/20 11:30:00 PM,333.6,332.0,3.51
1559,12/02/20 12:00:00 AM,334.5,332.4,3.55
1560,12/02/20 12:30:00 AM,334.5,332.4,3.55
1561,12/02/20 01:00:00 AM,334.4,332.4,3.57
1562,12/02/20 01:30:00 AM,334.8,332.7,3.57
1563,12/02/20 02:00:00 AM,335.0,332.8,3.54
1564,12/02/20 02:30:00 AM,335.7,333.5,3.48
1565,12/02/20 03:00:00 AM,334.8,332.8,3.45
1566,12/02/20 03:30:00 AM,334.4,332.4,3.40
1567,12/02/20 04:00:00 AM,333.9,332.0,3.37
1568,12/02/20 04:30:00 AM,334.0,332.0,3.36
1569,12/02/20 05:00:00 AM,333.7,332.0,3.36
1570,12/02/20 05:30:00 AM,333.5,331.3,3.36
1571,12/02/20 06:00:00 AM,333.7,331.3,3.36
1572,12/02/20 06:30:00 AM,334.9,333.6,3.37
1573,12/02/20 07:00:00 AM,334.2,332.4,3.39
1574,12/02/20 07:30:00 AM,333.8,331.3,3.38
1575,12/02/20 08:00:00 AM,334.3,332.4,3.43
1576,12/02/20 08:30:00 AM,335.2,333.1,3.51
1577,12/02/20 09:00:00 AM,335.4,333.1,3.56
1578,12/02/20 09:30:00 AM,335.7,333.5,3.56
1579,12/02/20 10:00:00 AM,336.1,333.9,3.62
1580,12/02/20 10:30:00 AM,336.8,335.0,3.70
1581,12/02/20 11:00:00 AM,337.7,335.7,3.79
1582,12/02/20 11:30:00 AM,338.3,336.1,3.85
1583,12/02/20 12:00:00 PM,339.4,336.8,3.94
1584,12/02/20 12:30:00 PM,340.6,338.3,4.09
1585,12/02/20 01:00:00 PM,341.8,339.8,4.22
1586,12/02/20 01:30:00 PM,342.7,340.9,4.28
1587,12/02/20 02:00:00 PM,343.3,341.3,4.32
1588,12/02/20 02:30:00 PM,343.3,341.3,4.33
1589,12/02/20 03:00:00 PM,343.9,341.6,4.36
1590,12/02/20 03:30:00 PM,344.2,342.0,4.42
1591,12/02/20 04:00:00 PM,344.4,342.4,4.47
1592,12/02/20 04:30:00 PM,344.9,342.7,4.56
1593,12/02/20 05:00:00 PM,345.5,343.5,4.63
1594,12/02/20 05:30:00 PM,346.5,344.6,4.69
1595,12/02/20 06:00:00 PM,346.8,345.0,4.73
1596,12/02/20 06:30:00 PM,347.3,344.9,4.77
1597,12/02/20 07:00:00 PM,347.2,344.9,4.79
1598,12/02/20 07:30:00 PM,346.9,344.9,4.79
1599,12/02/20 08:00:00 PM,347.1,345.0,4.73
1600,12/02/20 08:30:00 PM,346.3,344.2,4.65
1601,12/02/20 09:00:00 PM,345.9,343.8,4.61
1602,12/02/20 09:30:00 PM,345.8,343.9,4.58
1603,12/02/20 10:00:00 PM,345.7,343.9,4.56
1604,12/02/20 10:30:00 PM,346.2,344.6,4.57
1605,12/02/20 11:00:00 PM,345.6,343.9,4.57
1606,12/02/20 11:30:00 PM,345.7,343.9,4.57
1607,12/03/20 12:00:00 AM,345.3,343.1,4.58
1608,12/03/20 12:30:00 AM,345.5,343.5,4.57
1609,12/03/20 01:00:00 AM,345.7,343.9,4.56
1610,12/03/20 01:30:00 AM,345.5,343.5,4.55
1611,12/03/20 02:00:00 AM,345.6,343.9,4.53
1612,12/03/20 02:30:00 AM,345.5,343.5,4.51
1613,12/03/20 03:00:00 AM,345.3,342.7,4.51
1614,12/03/20 03:30:00 AM,344.6,342.7,4.47
1615,12/03/20 04:00:00 AM,345.1,342.7,4.47
1616,12/03/20 04:30:00 AM,344.6,342.4,4.45
1617,12/03/20 05:00:00 AM,344.1,342.0,4.41
1618,12/03/20 05:30:00 AM,343.7,341.6,4.38
1619,12/03/20 06:00:00 AM,343.6,341.6,4.35
1620,12/03/20 06:30:00 AM,343.0,340.9,4.32
1621,12/03/20 07:00:00 AM,342.7,340.9,4.29
1622,12/03/20 07:30:00 AM,342.8,340.9,4.29
1623,12/03/20 08:00:00 AM,343.1,341.3,4.28
1624,12/03/20 08:30:00 AM,342.5,340.5,4.23
1625,12/03/20 09:00:00 AM,341.9,339.8,4.17
1626,12/03/20 09:30:00 AM,342.3,340.2,4.12
1627,12/03/20 10:00:00 AM,342.2,339.8,4.11
1628,12/03/20 10:30:00 AM,341.6,339.8,4.15
1629,12/03/20 11:00:00 AM,341.5,339.4,4.12
1630,12/03/20 11:30:00 AM,342.3,339.8,4.12
1631,12/03/20 12:00:00 PM,341.2,339.4,4.16
1632,12/03/20 12:30:00 PM,342.4,340.6,4.20
1633,12/03/20 01:00:00 PM,342.1,339.8,4.21
1634,12/03/20 01:30:00 PM,342.8,340.9,4.27
1635,12/03/20 02:00:00 PM,343.7,341.7,4.32
1636,12/03/20 02:30:00 PM,343.8,341.6,4.40
1637,12/03/20 03:00:00 PM,347.9,346.6,4.46
1638,12/03/20 03:30:00 PM,344.7,342.7,4.52
1639,12/03/20 04:00:00 PM,345.2,343.1,4.56
1640,12/03/20 04:30:00 PM,345.3,343.5,4.58
1641,12/03/20 05:00:00 PM,345.3,343.1,4.62
1642,12/03/20 05:30:00 PM,345.5,343.5,4.59
1643,12/03/20 06:00:00 PM,345.2,343.1,4.58
1644,12/03/20 06:30:00 PM,345.3,343.5,4.56
1645,12/03/20 07:00:00 PM,345.6,343.5,4.52
1646,12/03/20 07:30:00 PM,344.0,341.6,4.46
1647,12/03/20 08:00:00 PM,343.5,341.6,4.42
1648,12/03/20 08:30:00 PM,343.8,341.6,4.39
1649,12/03/20 09:00:00 PM,343.3,341.3,4.35
1650,12/03/20 09:30:00 PM,342.9,340.9,4.33
1651,12/03/20 10:00:00 PM,342.9,340.9,4.32
1652,12/03/20 10:30:00 PM,343.4,341.3,4.29
1653,12/03/20 11:00:00 PM,342.8,340.9,4.27
1654,12/03/20 11:30:00 PM,342.4,340.5,4.23
1655,12/04/20 12:00:00 AM,342.3,340.2,4.18
1656,12/04/20 12:30:00 AM,342.2,340.2,4.17
1657,12/04/20 01:00:00 AM,342.0,339.8,4.16
1658,12/04/20 01:30:00 AM,341.6,339.8,4.16
1659,12/04/20 02:00:00 AM,341.9,340.2,4.14
1660,12/04/20 02:30:00 AM,341.6,339.8,4.11
1661,12/04/20 03:00:00 AM,341.3,339.1,4.08
1662,12/04/20 03:30:00 AM,341.1,339.5,4.03
1663,12/04/20 04:00:00 AM,341.0,338.7,4.00
1664,12/04/20 04:30:00 AM,340.8,338.7,3.98
1665,12/04/20 05:00:00 AM,340.4,338.3,3.96
1666,12/04/20 05:30:00 AM,340.2,338.0,3.93
1667,12/04/20 06:00:00 AM,340.1,338.0,3.91
1668,12/04/20 06:30:00 AM,339.9,338.0,3.88
1669,12/04/20 07:00:00 AM,339.6,337.6,3.87
1670,12/04/20 07:30:00 AM,339.6,337.6,3.85
1671,12/04/20 08:00:00 AM,339.9,338.4,3.85
1672,12/04/20 08:30:00 AM,339.4,337.6,3.82
1673,12/04/20 09:00:00 AM,339.3,337.2,3.80
1674,12/04/20 09:30:00 AM,339.2,337.2,3.80
1675,12/04/20 10:00:00 AM,339.4,337.6,3.81
1676,12/04/20 10:30:00 AM,339.6,337.6,3.82
1677,12/04/20 11:00:00 AM,339.9,338.0,3.87
1678,12/04/20 11:30:00 AM,340.5,338.4,3.90
1679,12/04/20 12:00:00 PM,341.1,339.1,3.96
1680,12/04/20 12:30:00 PM,342.0,340.2,4.03
1681,12/04/20 01:00:00 PM,342.7,340.6,4.11
1682,12/04/20 01:30:00 PM,343.7,341.7,4.20
1683,12/04/20 02:00:00 PM,344.2,342.1,4.26
1684,12/04/20 02:30:00 PM,344.6,342.8,4.30
1685,12/04/20 03:00:00 PM,345.0,342.8,4.34
1686,12/04/20 03:30:00 PM,345.3,343.6,4.35
1687,12/04/20 04:00:00 PM,345.5,343.9,4.38
1688,12/04/20 04:30:00 PM,345.6,343.5,4.38
1689,12/04/20 05:00:00 PM,345.2,342.8,4.38
1690,12/04/20 05:30:00 PM,345.3,343.6,4.35
1691,12/04/20 06:00:00 PM,345.4,343.2,4.32
1692,12/04/20 06:30:00 PM,344.3,342.4,4.28
1693,12/04/20 07:00:00 PM,344.6,344.0,4.24
1694,12/04/20 07:30:00 PM,343.8,342.5,4.22
1695,12/04/20 08:00:00 PM,343.6,341.7,4.20
1696,12/04/20 08:30:00 PM,343.3,341.7,4.16
1697,12/04/20 09:00:00 PM,342.8,341.0,4.12
1698,12/04/20 09:30:00 PM,342.6,340.6,4.08
1699,12/04/20 10:00:00 PM,342.1,340.2,4.03
1700,12/04/20 10:30:00 PM,341.5,339.9,3.97
1701,12/04/20 11:00:00 PM,341.3,339.5,3.93
1702,12/04/20 11:30:00 PM,340.9,338.7,3.91
1703,12/05/20 12:00:00 AM,340.9,338.7,3.88
1704,12/05/20 12:30:00 AM,340.9,338.7,3.88
1705,12/05/20 01:00:00 AM,340.3,338.4,3.84
1706,12/05/20 01:30:00 AM,340.2,338.0,3.84
1707,12/05/20 02:00:00 AM,339.7,337.6,3.82
1708,12/05/20 02:30:00 AM,340.1,338.4,3.81
1709,12/05/20 03:00:00 AM,339.8,338.0,3.81
1710,12/05/20 03:30:00 AM,340.1,338.4,3.80
1711,12/05/20 04:00:00 AM,339.8,337.6,3.80
1712,12/05/20 04:30:00 AM,339.7,337.6,3.79
1713,12/05/20 05:00:00 AM,339.4,337.3,3.79
1714,12/05/20 05:30:00 AM,339.2,337.3,3.79
1715,12/05/20 06:00:00 AM,338.8,336.5,3.75
1716,12/05/20 06:30:00 AM,338.4,336.5,3.70
1717,12/05/20 07:00:00 AM,337.9,335.8,3.66
1718,12/05/20 07:30:00 AM,337.7,335.8,3.60
1719,12/05/20 08:00:00 AM,337.5,335.4,3.56
1720,12/05/20 08:30:00 AM,336.9,335.0,3.54
1721,12/05/20 09:00:00 AM,337.5,335.4,3.52
1722,12/05/20 09:30:00 AM,337.0,335.1,3.50
1723,12/05/20 10:00:00 AM,337.3,335.4,3.52
1724,12/05/20 10:30:00 AM,337.6,335.4,3.55
1725,12/05/20 11:00:00 AM,338.5,336.6,3.60
1726,12/05/20 11:30:00 AM,338.6,336.5,3.68
1727,12/05/20 12:00:00 PM,339.5,337.6,3.79
1728,12/05/20 12:30:00 PM,340.7,338.7,3.90
1729,12/05/20 01:00:00 PM,341.4,339.1,3.98
1730,12/05/20 01:30:00 PM,342.9,341.0,4.11
1731,12/05/20 02:00:00 PM,343.3,341.3,4.21
1732,12/05/20 02:30:00 PM,344.2,342.0,4.29
1733,12/05/20 03:00:00 PM,344.9,342.8,4.38
1734,12/05/20 03:30:00 PM,345.1,343.5,4.42
1735,12/05/20 04:00:00 PM,345.1,343.1,4.42
1736,12/05/20 04:30:00 PM,344.8,342.8,4.41
1737,12/05/20 05:00:00 PM,344.8,342.8,4.40
1738,12/05/20 05:30:00 PM,344.8,342.8,4.39
1739,12/05/20 06:00:00 PM,344.6,342.8,4.35
1740,12/05/20 06:30:00 PM,344.2,342.4,4.34
1741,12/05/20 07:00:00 PM,344.2,342.0,4.34
1742,12/05/20 07:30:00 PM,344.0,342.4,4.33
1743,12/05/20 08:00:00 PM,344.0,341.7,4.33
1744,12/05/20 08:30:00 PM,344.1,342.4,4.35
1745,12/05/20 09:00:00 PM,344.6,342.8,4.36
1746,12/05/20 09:30:00 PM,344.5,342.8,4.38
1747,12/05/20 10:00:00 PM,345.3,343.2,4.38
1748,12/05/20 10:30:00 PM,344.4,342.8,4.35
1749,12/05/20 11:00:00 PM,344.0,342.0,4.34
1750,12/05/20 11:30:00 PM,344.1,342.0,4.34
1751,12/06/20 12:00:00 AM,344.0,342.0,4.34
1752,12/06/20 12:30:00 AM,345.4,343.6,4.33
1753,12/06/20 01:00:00 AM,343.7,341.7,4.32
1754,12/06/20 01:30:00 AM,343.7,341.7,4.32
1755,12/06/20 02:00:00 AM,342.8,341.3,4.32
1756,12/06/20 02:30:00 AM,344.0,342.0,4.30
1757,12/06/20 03:00:00 AM,343.8,342.0,4.29
1758,12/06/20 03:30:00 AM,343.9,341.7,4.29
1759,12/06/20 04:00:00 AM,343.7,341.7,4.28
1760,12/06/20 04:30:00 AM,344.0,341.7,4.27
1761,12/06/20 05:00:00 AM,343.7,341.7,4.26
1762,12/06/20 05:30:00 AM,343.2,341.3,4.24
1763,12/06/20 06:00:00 AM,343.1,341.3,4.23
1764,12/06/20 06:30:00 AM,343.5,341.3,4.21
1765,12/06/20 07:00:00 AM,343.2,340.9,4.20
1766,12/06/20 07:30:00 AM,342.9,340.6,4.18
1767,12/06/20 08:00:00 AM,343.0,340.9,4.16
1768,12/06/20 08:30:00 AM,342.7,340.9,4.18
1769,12/06/20 09:00:00 AM,342.9,340.9,4.18
1770,12/06/20 09:30:00 AM,343.1,340.9,4.20
1771,12/06/20 10:00:00 AM,343.1,340.9,4.22
1772,12/06/20 10:30:00 AM,343.3,341.3,4.24
1773,12/06/20 11:00:00 AM,343.9,342.0,4.29
1774,12/06/20 11:30:00 AM,344.3,342.0,4.34
1775,12/06/20 12:00:00 PM,344.5,342.8,4.39
1776,12/06/20 12:30:00 PM,345.1,342.8,4.45
1777,12/06/20 01:00:00 PM,345.8,343.9,4.51
1778,12/06/20 01:30:00 PM,346.3,344.2,4.59
1779,12/06/20 02:00:00 PM,347.1,345.0,4.64
1780,12/06/20 02:30:00 PM,347.2,345.0,4.65
1781,12/06/20 03:00:00 PM,347.7,346.1,4.70
1782,12/06/20 03:30:00 PM,347.8,346.1,4.71
1783,12/06/20 04:00:00 PM,347.6,345.7,4.73
1784,12/06/20 04:30:00 PM,347.5,345.3,4.73
1785,12/06/20 05:00:00 PM,348.5,346.5,4.70
1786,12/06/20 05:30:00 PM,347.2,345.0,4.67
1787,12/06/20 06:00:00 PM,346.8,344.6,4.64
1788,12/06/20 06:30:00 PM,346.4,344.6,4.63
1789,12/06/20 07:00:00 PM,346.1,344.2,4.58
1790,12/06/20 07:30:00 PM,345.7,343.9,4.55
1791,12/06/20 08:00:00 PM,345.5,343.9,4.53
1792,12/06/20 08:30:00 PM,345.3,343.5,4.51
1793,12/06/20 09:00:00 PM,344.9,343.1,4.49
1794,12/06/20 09:30:00 PM,345.1,342.7,4.49
1795,12/06/20 10:00:00 PM,345.1,343.1,4.49
1796,12/06/20 10:30:00 PM,345.1,343.1,4.49
1797,12/06/20 11:00:00 PM,345.1,342.7,4.49
1798,12/06/20 11:30:00 PM,344.8,342.7,4.50
1799,12/07/20 12:00:00 AM,344.6,342.7,4.49
1800,12/07/20 12:30:00 AM,344.9,342.8,4.46
1801,12/07/20 01:00:00 AM,344.6,342.4,4.44
1802,12/07/20 01:30:00 AM,344.0,342.0,4.41
1803,12/07/20 02:00:00 AM,343.9,341.6,4.40
1804,12/07/20 02:30:00 AM,344.1,342.0,4.42
1805,12/07/20 03:00:00 AM,344.4,342.4,4.42
1806,12/07/20 03:30:00 AM,344.5,342.8,4.45
1807,12/07/20 04:00:00 AM,344.7,342.4,4.44
1808,12/07/20 04:30:00 AM,344.8,342.4,4.44
1809,12/07/20 05:00:00 AM,344.8,342.8,4.42
1810,12/07/20 05:30:00 AM,344.6,342.8,4.41
1811,12/07/20 06:00:00 AM,344.5,342.4,4.41
1812,12/07/20 06:30:00 AM,344.5,342.4,4.41
1813,12/07/20 07:00:00 AM,344.2,342.0,4.40
1814,12/07/20 07:30:00 AM,344.4,342.8,4.36
1815,12/07/20 08:00:00 AM,344.4,342.4,4.36
1816,12/07/20 08:30:00 AM,344.3,342.0,4.35
1817,12/07/20 09:00:00 AM,344.3,342.0,4.35
1818,12/07/20 09:30:00 AM,344.3,342.0,4.35
1819,12/07/20 10:00:00 AM,344.9,342.8,4.35
1820,12/07/20 10:30:00 AM,344.5,342.4,4.36
1821,12/07/20 11:00:00 AM,344.6,342.8,4.38
1822,12/07/20 11:30:00 AM,344.6,342.8,4.39
1823,12/07/20 12:00:00 PM,344.6,342.4,4.41
1824,12/07/20 12:30:00 PM,344.8,342.8,4.44
1825,12/07/20 01:00:00 PM,345.2,343.1,4.46
1826,12/07/20 01:30:00 PM,345.5,343.5,4.52
1827,12/07/20 02:00:00 PM,346.0,344.2,4.56
1828,12/07/20 02:30:00 PM,346.3,344.2,4.58
1829,12/07/20 03:00:00 PM,346.6,344.6,4.59
1830,12/07/20 03:30:00 PM,346.0,343.9,4.56
1831,12/07/20 04:00:00 PM,345.6,343.5,4.51
1832,12/07/20 04:30:00 PM,345.1,343.1,4.47
1833,12/07/20 05:00:00 PM,344.3,342.0,4.42
1834,12/07/20 05:30:00 PM,343.9,341.6,4.35
1835,12/07/20 06:00:00 PM,343.5,341.3,4.29
1836,12/07/20 06:30:00 PM,342.7,340.9,4.26
1837,12/07/20 07:00:00 PM,342.5,340.5,4.21
1838,12/07/20 07:30:00 PM,342.4,340.6,4.20
1839,12/07/20 08:00:00 PM,342.2,340.2,4.17
1840,12/07/20 08:30:00 PM,341.9,339.8,4.14
1841,12/07/20 09:00:00 PM,341.9,339.8,4.14
1842,12/07/20 09:30:00 PM,343.1,341.0,4.15
1843,12/07/20 10:00:00 PM,342.4,340.6,4.15
1844,12/07/20 10:30:00 PM,343.1,341.7,4.16
1845,12/07/20 11:00:00 PM,341.9,339.8,4.15
1846,12/07/20 11:30:00 PM,342.1,340.2,4.15
1847,12/08/20 12:00:00 AM,341.5,339.4,4.12
1848,12/08/20 12:30:00 AM,341.5,339.4,4.11
1849,12/08/20 01:00:00 AM,341.3,339.1,4.10
1850,12/08/20 01:30:00 AM,341.2,339.1,4.09
1851,12/08/20 02:00:00 AM,340.8,338.7,4.12
1852,12/08/20 02:30:00 AM,341.3,339.1,4.10
1853,12/08/20 03:00:00 AM,342.3,340.2,4.12
1854,12/08/20 03:30:00 AM,341.1,339.1,4.11
1855,12/08/20 04:00:00 AM,341.2,339.1,4.09
1856,12/08/20 04:30:00 AM,341.2,339.1,4.06
1857,12/08/20 05:00:00 AM,340.4,338.3,4.03
1858,12/08/20 05:30:00 AM,340.2,338.3,3.99
1859,12/08/20 06:00:00 AM,339.7,337.6,3.97
