lakeid,year4,daynum,sampledate,depth,cl,so4,ca,mg,na,k,fe,mn,cond
BM,1983,146,1983-05-26,8.00,,,,,,,,,
BM,1983,146,1983-05-26,9.00,,,,,,,,,
BM,1983,146,1983-05-26,11.00,,,,,,,,,
BM,1983,146,1983-05-26,13.00,,,,,,,,,
BM,1983,146,1983-05-26,15.00,,,,,,,,,
BM,1983,146,1983-05-26,17.00,,,,,,,,,
BM,1983,146,1983-05-26,19.00,,,,,,,,,43
BM,1983,157,1983-06-06,0.00,,,,,,,,,47
BM,1983,157,1983-06-06,2.00,,,,,,,,,
BM,1983,157,1983-06-06,4.00,,,,,,,,,
BM,1983,157,1983-06-06,6.00,,,,,,,,,
BM,1983,157,1983-06-06,8.00,,,,,,,,,
BM,1983,157,1983-06-06,10.00,,,,,,,,,47
BM,1983,157,1983-06-06,12.00,,,,,,,,,
BM,1983,157,1983-06-06,14.00,,,,,,,,,
BM,1983,157,1983-06-06,16.00,,,,,,,,,
BM,1983,157,1983-06-06,17.00,,,,,,,,,
BM,1983,173,1983-06-22,0.00,,,,,,,,,45
BM,1983,173,1983-06-22,2.00,,,,,,,,,
BM,1983,173,1983-06-22,4.00,,,,,,,,,
BM,1983,173,1983-06-22,6.00,,,,,,,,,
BM,1983,173,1983-06-22,8.00,,,,,,,,,
BM,1983,173,1983-06-22,9.00,,,,,,,,,
BM,1983,173,1983-06-22,11.00,,,,,,,,,
BM,1983,173,1983-06-22,13.00,,,,,,,,,
BM,1983,173,1983-06-22,15.00,,,,,,,,,
BM,1983,173,1983-06-22,17.00,,,,,,,,,
BM,1983,173,1983-06-22,19.00,,,,,,,,,48
BM,1983,187,1983-07-06,0.00,,,,,,,,,
BM,1983,187,1983-07-06,2.00,,,,,,,,,
BM,1983,187,1983-07-06,4.00,,,,,,,,,
BM,1983,187,1983-07-06,6.00,,,,,,,,,
BM,1983,187,1983-07-06,8.00,,,,,,,,,44
BM,1983,187,1983-07-06,10.00,,,,,,,,,
BM,1983,187,1983-07-06,12.00,,,,,,,,,
BM,1983,187,1983-07-06,14.00,,,,,,,,,
BM,1983,187,1983-07-06,16.00,,,,,,,,,
BM,1983,187,1983-07-06,18.00,,,,,,,,,
BM,1983,187,1983-07-06,20.00,,,,,,,,,
BM,1983,199,1983-07-18,1.00,,,,,,,,,
BM,1983,199,1983-07-18,3.00,,,,,,,,,
BM,1983,199,1983-07-18,5.00,,,,,,,,,
BM,1983,199,1983-07-18,7.00,,,,,,,,,
BM,1983,199,1983-07-18,8.00,,,,,,,,,
BM,1983,199,1983-07-18,10.00,,,,,,,,,
BM,1983,199,1983-07-18,12.00,,,,,,,,,45
BM,1983,199,1983-07-18,14.00,,,,,,,,,
BM,1983,199,1983-07-18,16.00,,,,,,,,,
BM,1983,199,1983-07-18,18.00,,,,,,,,,
BM,1983,214,1983-08-02,0.00,,,,,,,,,43
BM,1983,214,1983-08-02,2.00,,,,,,,,,
BM,1983,214,1983-08-02,4.00,,,,,,,,,
BM,1983,214,1983-08-02,6.00,,,,,,,,,
BM,1983,214,1983-08-02,8.00,,,,,,,,,44
BM,1983,214,1983-08-02,10.00,,,,,,,,,
BM,1983,214,1983-08-02,12.00,,,,,,,,,
BM,1983,214,1983-08-02,14.00,,,,,,,,,
BM,1983,214,1983-08-02,16.00,,,,,,,,,
BM,1983,214,1983-08-02,17.00,,,,,,,,,
BM,1983,214,1983-08-02,19.00,,,,,,,,,52
BM,1983,229,1983-08-17,0.00,0.36,3.11,4.84,1.91,0.86,0.40,,,43
BM,1983,229,1983-08-17,1.00,,,,,,,,,
BM,1983,229,1983-08-17,3.00,,,,,,,,,
BM,1983,229,1983-08-17,5.00,,,,,,,,,
BM,1983,229,1983-08-17,7.00,,,,,,,,,
BM,1983,229,1983-08-17,9.00,,,,,,,,,
BM,1983,229,1983-08-17,11.00,,,,,,,,,
BM,1983,229,1983-08-17,13.00,,,,,,,,,
BM,1983,229,1983-08-17,15.00,,,,,,,,,
BM,1983,229,1983-08-17,17.00,,,,,,,,,
BM,1983,229,1983-08-17,19.00,0.41,2.38,6.12,,0.90,0.43,,,55
BM,1983,250,1983-09-07,1.00,,,,,,,,,
BM,1983,250,1983-09-07,3.00,,,,,,,,,
BM,1983,250,1983-09-07,5.00,,,,,,,,,
BM,1983,250,1983-09-07,7.00,,,,,,,,,
BM,1983,250,1983-09-07,9.00,,,,,,,,,
BM,1983,250,1983-09-07,10.00,,,,,,,,,
BM,1983,250,1983-09-07,12.00,,,,,,,,,
BM,1983,250,1983-09-07,14.00,,,,,,,,,
BM,1983,250,1983-09-07,16.00,,,,,,,,,
BM,1983,250,1983-09-07,18.00,,,,,,,,,
BM,1983,271,1983-09-28,0.00,,,,,,,,,43
BM,1983,271,1983-09-28,2.00,,,,,,,,,
BM,1983,271,1983-09-28,4.00,,,,,,,,,
BM,1983,271,1983-09-28,6.00,,,,,,,,,
BM,1983,271,1983-09-28,8.00,,,,,,,,,
BM,1983,271,1983-09-28,10.00,,,,,,,,,
BM,1983,271,1983-09-28,12.00,,,,,,,,,44
BM,1983,271,1983-09-28,14.00,,,,,,,,,
BM,1983,271,1983-09-28,16.00,,,,,,,,,
BM,1983,271,1983-09-28,18.00,,,,,,,,,
BM,1983,271,1983-09-28,19.00,,,,,,,,,
BM,1983,290,1983-10-17,1.00,,,,,,,,,
BM,1983,290,1983-10-17,3.00,,,,,,,,,
BM,1983,290,1983-10-17,5.00,,,,,,,,,
BM,1983,290,1983-10-17,7.00,,,,,,,,,
BM,1983,290,1983-10-17,9.00,,,,,,,,,
BM,1983,290,1983-10-17,11.00,,,,,,,,,
BM,1983,290,1983-10-17,13.00,,,,,,,,,
BM,1983,290,1983-10-17,15.00,,,,,,,,,
BM,1983,290,1983-10-17,16.00,,,,,,,,,
BM,1983,290,1983-10-17,18.00,,,,,,,,,
BM,1983,306,1983-11-02,0.00,,,,,,,,,45
BM,1983,306,1983-11-02,2.00,,,,,,,,,
BM,1983,306,1983-11-02,4.00,,,,,,,,,
BM,1983,306,1983-11-02,6.00,,,,,,,,,
BM,1983,306,1983-11-02,8.00,,,,,,,,,
BM,1983,306,1983-11-02,10.00,,,,,,,,,45
BM,1983,306,1983-11-02,12.00,,,,,,,,,
BM,1983,306,1983-11-02,14.00,,,,,,,,,
BM,1983,306,1983-11-02,16.00,,,,,,,,,
BM,1983,306,1983-11-02,18.00,,,,,,,,,
BM,1983,318,1983-11-14,0.00,0.38,3.38,4.74,1.69,0.84,0.39,,,45
BM,1983,318,1983-11-14,2.00,,,,,,,,,
BM,1983,318,1983-11-14,4.00,,,,,,,,,
BM,1983,318,1983-11-14,6.00,,,,,,,,,
BM,1983,318,1983-11-14,8.00,,,,,,,,,
BM,1983,318,1983-11-14,10.00,0.37,3.40,4.76,1.67,0.84,0.37,,,45
BM,1983,318,1983-11-14,11.00,,,,,,,,,
BM,1983,318,1983-11-14,13.00,,,,,,,,,
BM,1983,318,1983-11-14,15.00,,,,,,,,,
BM,1983,318,1983-11-14,17.00,,,,,,,,,
BM,1983,318,1983-11-14,19.00,0.39,3.40,4.74,1.67,0.84,0.38,,,45
BM,1983,332,1983-11-28,1.00,,,,,,,,,
BM,1983,332,1983-11-28,3.00,,,,,,,,,
BM,1983,332,1983-11-28,5.00,,,,,,,,,
BM,1983,332,1983-11-28,7.00,,,,,,,,,
BM,1983,332,1983-11-28,9.00,,,,,,,,,
BM,1983,332,1983-11-28,11.00,,,,,,,,,
BM,1983,332,1983-11-28,13.00,,,,,,,,,
BM,1983,332,1983-11-28,15.00,,,,,,,,,
BM,1983,332,1983-11-28,17.00,,,,,,,,,
BM,1983,332,1983-11-28,19.00,,,,,,,,,
BM,1984,10,1984-01-10,1.00,,,,,,,,,
BM,1984,10,1984-01-10,3.00,,,,,,,,,
BM,1984,10,1984-01-10,5.00,,,,,,,,,
BM,1984,10,1984-01-10,7.00,,,,,,,,,
BM,1984,10,1984-01-10,9.00,,,,,,,,,
BM,1984,10,1984-01-10,10.00,,,,,,,,,
BM,1984,10,1984-01-10,12.00,,,,,,,,,
BM,1984,10,1984-01-10,14.00,,,,,,,,,
BM,1984,10,1984-01-10,16.00,,,,,,,,,
BM,1984,10,1984-01-10,18.00,,,,,,,,,
BM,1984,54,1984-02-23,0.00,0.44,,5.63,1.83,0.94,0.39,,,49
BM,1984,54,1984-02-23,2.00,,,,,,,,,
BM,1984,54,1984-02-23,4.00,,,,,,,,,
BM,1984,54,1984-02-23,6.00,,,,,,,,,
BM,1984,54,1984-02-23,8.00,,,,,,,,,
BM,1984,54,1984-02-23,10.00,0.44,3.50,5.63,1.83,0.89,0.37,,,49
BM,1984,54,1984-02-23,12.00,,,,,,,,,
BM,1984,54,1984-02-23,14.00,,,,,,,,,
BM,1984,54,1984-02-23,16.00,,,,,,,,,
BM,1984,54,1984-02-23,18.00,,,,,,,,,
BM,1984,54,1984-02-23,19.00,0.43,,,2.02,0.93,,,,61
BM,1984,95,1984-04-04,1.00,,,,,,,,,
BM,1984,95,1984-04-04,3.00,,,,,,,,,
BM,1984,95,1984-04-04,5.00,,,,,,,,,
BM,1984,95,1984-04-04,6.00,,,,,,,,,
BM,1984,95,1984-04-04,8.00,,,,,,,,,
BM,1984,95,1984-04-04,10.00,,,,,,,,,49
BM,1984,95,1984-04-04,12.00,,,,,,,,,
BM,1984,95,1984-04-04,14.00,,,,,,,,,
BM,1984,95,1984-04-04,16.00,,,,,,,,,
BM,1984,95,1984-04-04,18.00,,,,,,,,,
BM,1984,95,1984-04-04,19.00,,,,,,,,,64
BM,1984,128,1984-05-07,1.00,,,,,,,,,
BM,1984,128,1984-05-07,3.00,,,,,,,,,
BM,1984,128,1984-05-07,5.00,,,,,,,,,
BM,1984,128,1984-05-07,6.00,,,,,,,,,
BM,1984,128,1984-05-07,8.00,,,,,,,,,
BM,1984,128,1984-05-07,10.00,0.36,3.36,5.31,1.69,0.81,0.38,,,45
BM,1984,128,1984-05-07,11.00,,,,,,,,,
BM,1984,128,1984-05-07,13.00,,,,,,,,,
BM,1984,128,1984-05-07,15.00,,,,,,,,,
BM,1984,128,1984-05-07,17.00,,,,,,,,,
BM,1984,128,1984-05-07,19.00,,,,,,,,,
BM,1984,145,1984-05-24,1.00,,,,,,,,,
BM,1984,145,1984-05-24,3.00,,,,,,,,,
BM,1984,145,1984-05-24,5.00,,,,,,,,,
BM,1984,145,1984-05-24,7.00,,,,,,,,,
BM,1984,145,1984-05-24,9.00,,,,,,,,,
BM,1984,145,1984-05-24,11.00,,,,,,,,,
BM,1984,145,1984-05-24,13.00,,,,,,,,,
BM,1984,145,1984-05-24,15.00,,,,,,,,,
BM,1984,145,1984-05-24,17.00,,,,,,,,,
BM,1984,145,1984-05-24,19.00,,,,,,,,,46
BM,1984,158,1984-06-06,0.00,,,,,,,,,44
BM,1984,158,1984-06-06,2.00,,,,,,,,,
BM,1984,158,1984-06-06,4.00,,,,,,,,,
BM,1984,158,1984-06-06,6.00,,,,,,,,,
BM,1984,158,1984-06-06,8.00,,,,,,,,,
BM,1984,158,1984-06-06,10.00,,,,,,,,,45
BM,1984,158,1984-06-06,11.00,,,,,,,,,
BM,1984,158,1984-06-06,13.00,,,,,,,,,
BM,1984,158,1984-06-06,15.00,,,,,,,,,
BM,1984,158,1984-06-06,17.00,,,,,,,,,
BM,1984,158,1984-06-06,19.00,,,,,,,,,47
BM,1984,172,1984-06-20,1.00,,,,,,,,,
BM,1984,172,1984-06-20,3.00,,,,,,,,,
BM,1984,172,1984-06-20,5.00,,,,,,,,,
BM,1984,172,1984-06-20,7.00,,,,,,,,,
BM,1984,172,1984-06-20,8.00,,,,,,,,,45
BM,1984,172,1984-06-20,10.00,,,,,,,,,
BM,1984,172,1984-06-20,12.00,,,,,,,,,
BM,1984,172,1984-06-20,14.00,,,,,,,,,
BM,1984,172,1984-06-20,16.00,,,,,,,,,
BM,1984,172,1984-06-20,18.00,,,,,,,,,
BM,1984,185,1984-07-03,0.00,,,,,,,,,45
BM,1984,185,1984-07-03,2.00,,,,,,,,,
BM,1984,185,1984-07-03,4.00,,,,,,,,,
BM,1984,185,1984-07-03,6.00,,,,,,,,,
BM,1984,185,1984-07-03,8.00,,,,,,,,,
BM,1984,185,1984-07-03,10.00,,,,,,,,,46
BM,1984,185,1984-07-03,11.00,,,,,,,,,
BM,1984,185,1984-07-03,13.00,,,,,,,,,
BM,1984,185,1984-07-03,15.00,,,,,,,,,
BM,1984,185,1984-07-03,17.00,,,,,,,,,
BM,1984,185,1984-07-03,19.00,,,,,,,,,55
BM,1984,199,1984-07-17,0.00,,,,,,,,,
BM,1984,199,1984-07-17,2.00,,,,,,,,,
BM,1984,199,1984-07-17,4.00,,,,,,,,,
BM,1984,199,1984-07-17,6.00,,,,,,,,,
BM,1984,199,1984-07-17,8.00,,,,,,,,,
BM,1984,199,1984-07-17,10.00,,,,,,,,,46
BM,1984,199,1984-07-17,11.00,,,,,,,,,
BM,1984,199,1984-07-17,13.00,,,,,,,,,
BM,1984,199,1984-07-17,15.00,,,,,,,,,
BM,1984,199,1984-07-17,17.00,,,,,,,,,
BM,1984,199,1984-07-17,19.00,,,,,,,,,54
BM,1984,214,1984-08-01,1.00,,,,,,,,,
BM,1984,214,1984-08-01,3.00,,,,,,,,,
BM,1984,214,1984-08-01,5.00,,,,,,,,,
BM,1984,214,1984-08-01,7.00,,,,,,,,,
BM,1984,214,1984-08-01,9.00,,,,,,,,,
BM,1984,214,1984-08-01,11.00,,,,,,,,,
BM,1984,214,1984-08-01,12.00,,,,,,,,,
BM,1984,214,1984-08-01,14.00,,,,,,,,,
BM,1984,214,1984-08-01,16.00,,,,,,,,,
BM,1984,214,1984-08-01,18.00,,,,,,,,,
BM,1984,214,1984-08-01,19.00,,,,,,,,,57
BM,1984,226,1984-08-13,0.00,0.50,3.41,5.61,1.78,0.80,0.33,,,47
BM,1984,226,1984-08-13,2.00,,,,,,,,,
BM,1984,226,1984-08-13,4.00,,,,,,,,,
BM,1984,226,1984-08-13,6.00,,,,,,,,,
BM,1984,226,1984-08-13,8.00,0.52,3.38,5.74,1.88,0.79,0.34,,,
BM,1984,226,1984-08-13,10.00,0.38,3.21,5.61,1.86,0.77,0.37,,,48
BM,1984,226,1984-08-13,12.00,,,,,,,,,
BM,1984,226,1984-08-13,14.00,,,,,,,,,
BM,1984,226,1984-08-13,16.00,0.53,3.22,7.08,1.94,0.80,0.37,,,
BM,1984,226,1984-08-13,18.00,,,,,,,,,
BM,1984,248,1984-09-04,0.00,,,,,,,,,46
BM,1984,248,1984-09-04,2.00,,,,,,,,,
BM,1984,248,1984-09-04,4.00,,,,,,,,,
BM,1984,248,1984-09-04,6.00,,,,,,,,,
BM,1984,248,1984-09-04,8.00,,,,,,,,,
BM,1984,248,1984-09-04,10.00,,,,,,,,,
BM,1984,248,1984-09-04,12.00,,,,,,,,,45
BM,1984,248,1984-09-04,13.00,,,,,,,,,
BM,1984,248,1984-09-04,15.00,,,,,,,,,
BM,1984,248,1984-09-04,16.00,,,,,,,,,
BM,1984,248,1984-09-04,18.00,,,,,,,,,
BM,1984,248,1984-09-04,19.00,,,,,,,,,
BM,1984,269,1984-09-25,1.00,,,,,,,,,
BM,1984,269,1984-09-25,3.00,,,,,,,,,
BM,1984,269,1984-09-25,5.00,,,,,,,,,
BM,1984,269,1984-09-25,7.00,,,,,,,,,
BM,1984,269,1984-09-25,9.00,,,,,,,,,
BM,1984,269,1984-09-25,11.00,,,,,,,,,
BM,1984,269,1984-09-25,13.00,,,,,,,,,
BM,1984,269,1984-09-25,15.00,,,,,,,,,
BM,1984,269,1984-09-25,17.00,,,,,,,,,
BM,1984,269,1984-09-25,19.00,,,,,,,,,62
BM,1984,289,1984-10-15,0.00,,,,,,,,,46
BM,1984,289,1984-10-15,2.00,,,,,,,,,
BM,1984,289,1984-10-15,4.00,,,,,,,,,
BM,1984,289,1984-10-15,6.00,,,,,,,,,
BM,1984,289,1984-10-15,8.00,,,,,,,,,
BM,1984,289,1984-10-15,10.00,,,,,,,,,
BM,1984,289,1984-10-15,12.00,,,,,,,,,
BM,1984,289,1984-10-15,14.00,,,,,,,,,
BM,1984,289,1984-10-15,16.00,,,,,,,,,54
BM,1984,289,1984-10-15,17.00,,,,,,,,,
BM,1984,289,1984-10-15,18.00,,,,,,,,,
BM,1984,310,1984-11-05,0.00,0.33,3.51,5.16,1.78,0.85,0.41,,,46
BM,1984,310,1984-11-05,2.00,,,,,,,,,
BM,1984,310,1984-11-05,4.00,,,,,,,,,
BM,1984,310,1984-11-05,6.00,,,,,,,,,
BM,1984,310,1984-11-05,8.00,,,,,,,,,
BM,1984,310,1984-11-05,10.00,0.33,3.55,5.16,1.68,0.83,0.40,,,47
BM,1984,310,1984-11-05,11.00,,,,,,,,,
BM,1984,310,1984-11-05,13.00,,,,,,,,,
BM,1984,310,1984-11-05,15.00,,,,,,,,,
BM,1984,310,1984-11-05,16.00,,,,,,,,,
BM,1984,310,1984-11-05,18.00,,,,,,,,,
BM,1985,9,1985-01-09,0.00,,,,,,,,,52
BM,1985,9,1985-01-09,2.00,,,,,,,,,
BM,1985,9,1985-01-09,4.00,,,,,,,,,
BM,1985,9,1985-01-09,6.00,,,,,,,,,
BM,1985,9,1985-01-09,8.00,,,,,,,,,48
BM,1985,9,1985-01-09,9.00,,,,,,,,,
BM,1985,9,1985-01-09,10.00,,,,,,,,,
BM,1985,9,1985-01-09,12.00,,,,,,,,,
BM,1985,9,1985-01-09,14.00,,,,,,,,,
BM,1985,9,1985-01-09,16.00,,,,,,,,,
BM,1985,57,1985-02-26,0.00,,,,,,,,,55
BM,1985,57,1985-02-26,0.50,0.45,,6.51,1.98,1.01,,,,
BM,1985,57,1985-02-26,1.00,,,,,,,,,
BM,1985,57,1985-02-26,3.00,,,,,,,,,
BM,1985,57,1985-02-26,5.00,,,,,,,,,
BM,1985,57,1985-02-26,7.00,,,,,,,,,
BM,1985,57,1985-02-26,8.00,,,,,,,,,
BM,1985,57,1985-02-26,10.00,0.38,,6.02,1.86,0.88,0.44,,,52
BM,1985,57,1985-02-26,12.00,,,,,,,,,
BM,1985,57,1985-02-26,14.00,,,,,,,,,
BM,1985,57,1985-02-26,16.00,,,,,,,,,
BM,1985,57,1985-02-26,18.00,,,,,,,,,
BM,1985,86,1985-03-27,0.00,,,,,,,,,46
BM,1985,86,1985-03-27,1.00,,,,,,,,,
BM,1985,86,1985-03-27,3.00,,,,,,,,,
BM,1985,86,1985-03-27,5.00,,,,,,,,,
BM,1985,86,1985-03-27,7.00,,,,,,,,,
BM,1985,86,1985-03-27,9.00,,,,,,,,,
BM,1985,86,1985-03-27,10.00,,,,,,,,,52
BM,1985,86,1985-03-27,12.00,,,,,,,,,
BM,1985,86,1985-03-27,14.00,,,,,,,,,
BM,1985,86,1985-03-27,16.00,,,,,,,,,
BM,1985,86,1985-03-27,18.00,,,,,,,,,
BM,1985,101,1985-04-11,0.00,,,,,,,,,
BM,1985,101,1985-04-11,2.00,,,,,,,,,
BM,1985,101,1985-04-11,4.00,,,,,,,,,
BM,1985,101,1985-04-11,6.00,,,,,,,,,
BM,1985,101,1985-04-11,8.00,,,,,,,,,
BM,1985,101,1985-04-11,10.00,,,,,,,,,
BM,1985,101,1985-04-11,12.00,,,,,,,,,
BM,1985,101,1985-04-11,14.00,,,,,,,,,
BM,1985,101,1985-04-11,16.00,,,,,,,,,
BM,1985,121,1985-05-01,0.00,0.37,,5.45,1.84,0.85,0.38,,,46
BM,1985,121,1985-05-01,1.00,,,,,,,,,
BM,1985,121,1985-05-01,3.00,,,,,,,,,
BM,1985,121,1985-05-01,5.00,,,,,,,,,
BM,1985,121,1985-05-01,7.00,,,,,,,,,
BM,1985,121,1985-05-01,9.00,,,,,,,,,
BM,1985,121,1985-05-01,11.00,,,,,,,,,
BM,1985,121,1985-05-01,13.00,,,,,,,,,
BM,1985,121,1985-05-01,15.00,,,,,,,,,
BM,1985,121,1985-05-01,17.00,,,,,,,,,
BM,1985,121,1985-05-01,19.00,0.36,,5.42,1.76,0.85,0.43,,,47
BM,1985,134,1985-05-14,0.00,,,,,,,,,46
BM,1985,134,1985-05-14,2.00,,,,,,,,,
BM,1985,134,1985-05-14,3.00,,,,,,,,,
BM,1985,134,1985-05-14,5.00,,,,,,,,,
BM,1985,134,1985-05-14,7.00,,,,,,,,,
BM,1985,134,1985-05-14,9.00,,,,,,,,,
BM,1985,134,1985-05-14,11.00,,,,,,,,,
BM,1985,134,1985-05-14,13.00,,,,,,,,,
BM,1985,134,1985-05-14,15.00,,,,,,,,,
BM,1985,134,1985-05-14,17.00,,,,,,,,,
BM,1985,134,1985-05-14,19.00,,,,,,,,,46
BM,1985,150,1985-05-30,1.00,,,,,,,,,
BM,1985,150,1985-05-30,3.00,,,,,,,,,
BM,1985,150,1985-05-30,5.00,,,,,,,,,
BM,1985,150,1985-05-30,7.00,,,,,,,,,
BM,1985,150,1985-05-30,9.00,,,,,,,,,
BM,1985,150,1985-05-30,10.00,,,,,,,,,47
BM,1985,150,1985-05-30,12.00,,,,,,,,,
BM,1985,150,1985-05-30,14.00,,,,,,,,,
BM,1985,150,1985-05-30,16.00,,,,,,,,,
BM,1985,150,1985-05-30,18.00,,,,,,,,,
BM,1985,164,1985-06-13,0.00,,,,,,,,,45
BM,1985,164,1985-06-13,1.00,,,,,,,,,
BM,1985,164,1985-06-13,3.00,,,,,,,,,
BM,1985,164,1985-06-13,5.00,,,,,,,,,
BM,1985,164,1985-06-13,6.00,,,,,,,,,
BM,1985,164,1985-06-13,8.00,,,,,,,,,
BM,1985,164,1985-06-13,10.00,,,,,,,,,46
BM,1985,164,1985-06-13,12.00,,,,,,,,,
BM,1985,164,1985-06-13,14.00,,,,,,,,,
BM,1985,164,1985-06-13,16.00,,,,,,,,,
BM,1985,164,1985-06-13,18.00,,,,,,,,,
BM,1985,177,1985-06-26,0.00,,,,,,,,,44
BM,1985,177,1985-06-26,1.00,,,,,,,,,
BM,1985,177,1985-06-26,3.00,,,,,,,,,
BM,1985,177,1985-06-26,5.00,,,,,,,,,
BM,1985,177,1985-06-26,7.00,,,,,,,,,
BM,1985,177,1985-06-26,9.00,,,,,,,,,
BM,1985,177,1985-06-26,10.00,,,,,,,,,
BM,1985,177,1985-06-26,12.00,,,,,,,,,
BM,1985,177,1985-06-26,14.00,,,,,,,,,
BM,1985,177,1985-06-26,16.00,,,,,,,,,
BM,1985,177,1985-06-26,18.00,,,,,,,,,
BM,1985,190,1985-07-09,0.00,,,,,,,,,44
BM,1985,190,1985-07-09,2.00,,,,,,,,,
BM,1985,190,1985-07-09,4.00,,,,,,,,,
BM,1985,190,1985-07-09,6.00,,,,,,,,,
BM,1985,190,1985-07-09,8.00,,,,,,,,,
BM,1985,190,1985-07-09,10.00,,,,,,,,,47
BM,1985,190,1985-07-09,11.00,,,,,,,,,
BM,1985,190,1985-07-09,13.00,,,,,,,,,
BM,1985,190,1985-07-09,15.00,,,,,,,,,
BM,1985,190,1985-07-09,17.00,,,,,,,,,
BM,1985,190,1985-07-09,19.00,,,,,,,,,57
BM,1985,206,1985-07-25,0.00,,,,,,,,,45
BM,1985,206,1985-07-25,2.00,,,,,,,,,
BM,1985,206,1985-07-25,4.00,,,,,,,,,
BM,1985,206,1985-07-25,6.00,,,,,,,,,
BM,1985,206,1985-07-25,8.00,,,,,,,,,
BM,1985,206,1985-07-25,10.00,,,,,,,,,47
BM,1985,206,1985-07-25,11.00,,,,,,,,,
BM,1985,206,1985-07-25,12.00,,,,,,,,,
BM,1985,206,1985-07-25,14.00,,,,,,,,,
BM,1985,206,1985-07-25,16.00,,,,,,,,,
BM,1985,206,1985-07-25,18.00,,,,,,,,,
BM,1985,220,1985-08-08,0.00,,,,,,,,,46
BM,1985,220,1985-08-08,1.00,,,,,,,,,
BM,1985,220,1985-08-08,3.00,,,,,,,,,
BM,1985,220,1985-08-08,5.00,,,,,,,,,
BM,1985,220,1985-08-08,7.00,,,,,,,,,
BM,1985,220,1985-08-08,9.00,,,,,,,,,
BM,1985,220,1985-08-08,11.00,,,,,,,,,
BM,1985,220,1985-08-08,13.00,,,,,,,,,
BM,1985,220,1985-08-08,15.00,,,,,,,,,
BM,1985,220,1985-08-08,16.00,,,,,,,,,
BM,1985,220,1985-08-08,18.00,,,,,,,,,
BM,1985,233,1985-08-21,0.00,0.35,,5.19,1.71,0.85,0.40,,,45
BM,1985,233,1985-08-21,1.00,,,,,,,,,
BM,1985,233,1985-08-21,3.00,,,,,,,,,
BM,1985,233,1985-08-21,5.00,0.36,3.57,5.13,1.69,0.85,0.41,,,
BM,1985,233,1985-08-21,7.00,,,,,,,,,
BM,1985,233,1985-08-21,9.00,,,,,,,,,
BM,1985,233,1985-08-21,10.00,,,,,,,,,
BM,1985,233,1985-08-21,12.00,0.42,,5.97,1.66,0.87,0.43,,,50
BM,1985,233,1985-08-21,14.00,,,,,,,,,
BM,1985,233,1985-08-21,16.00,0.43,3.56,6.34,1.69,0.87,0.43,,,
BM,1985,233,1985-08-21,18.00,,,,,,,,,
BM,1985,254,1985-09-11,0.00,,,,,,,,,45
BM,1985,254,1985-09-11,1.00,,,,,,,,,
BM,1985,254,1985-09-11,3.00,,,,,,,,,
BM,1985,254,1985-09-11,5.00,,,,,,,,,
BM,1985,254,1985-09-11,7.00,,,,,,,,,
BM,1985,254,1985-09-11,8.00,,,,,,,,,
BM,1985,254,1985-09-11,10.00,,,,,,,,,
BM,1985,254,1985-09-11,12.00,,,,,,,,,51
BM,1985,254,1985-09-11,14.00,,,,,,,,,
BM,1985,254,1985-09-11,16.00,,,,,,,,,
BM,1985,254,1985-09-11,18.00,,,,,,,,,
BM,1985,276,1985-10-03,0.00,,,,,,,,,45
BM,1985,276,1985-10-03,2.00,,,,,,,,,
BM,1985,276,1985-10-03,4.00,,,,,,,,,
BM,1985,276,1985-10-03,6.00,,,,,,,,,
BM,1985,276,1985-10-03,8.00,,,,,,,,,
BM,1985,276,1985-10-03,10.00,,,,,,,,,
BM,1985,276,1985-10-03,12.00,,,,,,,,,
BM,1985,276,1985-10-03,13.00,,,,,,,,,
BM,1985,276,1985-10-03,15.00,,,,,,,,,
BM,1985,276,1985-10-03,16.00,,,,,,,,,59
BM,1985,276,1985-10-03,18.00,,,,,,,,,
BM,1985,298,1985-10-25,0.00,,,,,,,,,45
BM,1985,298,1985-10-25,2.00,,,,,,,,,
BM,1985,298,1985-10-25,4.00,,,,,,,,,
BM,1985,298,1985-10-25,6.00,,,,,,,,,
BM,1985,298,1985-10-25,8.00,,,,,,,,,
BM,1985,298,1985-10-25,10.00,,,,,,,,,47
BM,1985,298,1985-10-25,11.00,,,,,,,,,
BM,1985,298,1985-10-25,13.00,,,,,,,,,
BM,1985,298,1985-10-25,15.00,,,,,,,,,
BM,1985,298,1985-10-25,17.00,,,,,,,,,
BM,1985,298,1985-10-25,19.00,,,,,,,,,47
BM,1985,317,1985-11-13,1.00,,,,,,,,,
BM,1985,317,1985-11-13,3.00,,,,,,,,,
BM,1985,317,1985-11-13,4.00,,,,,,,,,
BM,1985,317,1985-11-13,6.00,,,,,,,,,
BM,1985,317,1985-11-13,8.00,,,,,,,,,
BM,1985,317,1985-11-13,10.00,0.38,,4.99,1.70,0.85,0.42,,,46
BM,1985,317,1985-11-13,12.00,,,,,,,,,
BM,1985,317,1985-11-13,14.00,,,,,,,,,
BM,1985,317,1985-11-13,16.00,,,,,,,,,
BM,1985,317,1985-11-13,18.00,,,,,,,,,
BM,1985,317,1985-11-13,19.00,0.38,,5.13,1.64,0.83,0.41,,,47
BM,1986,8,1986-01-08,0.00,,,,,,,,,52
BM,1986,8,1986-01-08,0.50,,,,,,,,,
BM,1986,8,1986-01-08,2.00,,,,,,,,,
