lakeid,year4,daynum,sampledate,depth,cl,so4,ca,mg,na,k,fe,mn,cond
BM,1986,8,1986-01-08,4.00,,,,,,,,,
BM,1986,8,1986-01-08,5.00,,,,,,,,,
BM,1986,8,1986-01-08,6.00,,,,,,,,,
BM,1986,8,1986-01-08,8.00,,,,,,,,,
BM,1986,8,1986-01-08,10.00,,,,,,,,,49
BM,1986,8,1986-01-08,12.00,,,,,,,,,
BM,1986,8,1986-01-08,14.00,,,,,,,,,
BM,1986,8,1986-01-08,16.00,,,,,,,,,
BM,1986,8,1986-01-08,18.00,,,,,,,,,58
BM,1986,57,1986-02-26,0.00,,,,,,,,,51
BM,1986,57,1986-02-26,0.50,0.41,3.91,5.76,1.84,0.92,0.44,,,
BM,1986,57,1986-02-26,2.00,,,,,,,,,
BM,1986,57,1986-02-26,4.00,,,,,,,,,
BM,1986,57,1986-02-26,6.00,,,,,,,,,
BM,1986,57,1986-02-26,8.00,,,,,,,,,
BM,1986,57,1986-02-26,10.00,0.41,3.58,5.86,1.80,0.87,0.42,,,49
BM,1986,57,1986-02-26,12.00,,,,,,,,,
BM,1986,57,1986-02-26,14.00,,,,,,,,,
BM,1986,57,1986-02-26,16.00,,,,,,,,,
BM,1986,57,1986-02-26,18.00,,,,,,,,,
BM,1986,57,1986-02-26,19.00,,,,,,,,,
BM,1986,91,1986-04-01,1.00,,,,,,,,,
BM,1986,91,1986-04-01,3.00,,,,,,,,,
BM,1986,91,1986-04-01,5.00,,,,,,,,,
BM,1986,91,1986-04-01,7.00,,,,,,,,,
BM,1986,91,1986-04-01,9.00,,,,,,,,,
BM,1986,91,1986-04-01,10.00,,,,,,,,,51
BM,1986,91,1986-04-01,12.00,,,,,,,,,
BM,1986,91,1986-04-01,14.00,,,,,,,,,
BM,1986,91,1986-04-01,16.00,,,,,,,,,
BM,1986,91,1986-04-01,18.00,,,,,,,,,60
BM,1986,113,1986-04-23,1.00,,,,,,,,,
BM,1986,113,1986-04-23,3.00,,,,,,,,,
BM,1986,113,1986-04-23,5.00,,,,,,,,,
BM,1986,113,1986-04-23,7.00,,,,,,,,,
BM,1986,113,1986-04-23,9.00,,,,,,,,,
BM,1986,113,1986-04-23,11.00,,,,,,,,,
BM,1986,113,1986-04-23,13.00,,,,,,,,,
BM,1986,113,1986-04-23,15.00,,,,,,,,,
BM,1986,113,1986-04-23,16.00,,,,,,,,,
BM,1986,113,1986-04-23,18.00,,,,,,,,,
BM,1986,113,1986-04-23,19.00,0.37,3.55,5.39,1.63,0.84,0.42,,,47
BM,1986,128,1986-05-08,1.00,,,,,,,,,
BM,1986,128,1986-05-08,3.00,,,,,,,,,
BM,1986,128,1986-05-08,5.00,,,,,,,,,
BM,1986,128,1986-05-08,7.00,,,,,,,,,
BM,1986,128,1986-05-08,9.00,,,,,,,,,
BM,1986,128,1986-05-08,11.00,,,,,,,,,
BM,1986,128,1986-05-08,13.00,,,,,,,,,
BM,1986,128,1986-05-08,15.00,,,,,,,,,
BM,1986,128,1986-05-08,17.00,,,,,,,,,
BM,1986,128,1986-05-08,19.00,,,,,,,,,
BM,1986,139,1986-05-19,0.00,,,,,,,,,
BM,1986,139,1986-05-19,1.00,,,,,,,,,
BM,1986,139,1986-05-19,3.00,,,,,,,,,
BM,1986,139,1986-05-19,5.00,,,,,,,,,
BM,1986,139,1986-05-19,7.00,,,,,,,,,
BM,1986,139,1986-05-19,9.00,,,,,,,,,
BM,1986,139,1986-05-19,11.00,,,,,,,,,
BM,1986,139,1986-05-19,13.00,,,,,,,,,
BM,1986,139,1986-05-19,15.00,,,,,,,,,
BM,1986,139,1986-05-19,17.00,,,,,,,,,
BM,1986,139,1986-05-19,19.00,,,,,,,,,
BM,1986,155,1986-06-04,1.00,,,,,,,,,
BM,1986,155,1986-06-04,3.00,,,,,,,,,
BM,1986,155,1986-06-04,4.00,,,,,,,,,
BM,1986,155,1986-06-04,6.00,,,,,,,,,
BM,1986,155,1986-06-04,8.00,,,,,,,,,
BM,1986,155,1986-06-04,10.00,,,,,,,,,
BM,1986,155,1986-06-04,12.00,,,,,,,,,
BM,1986,155,1986-06-04,14.00,,,,,,,,,
BM,1986,155,1986-06-04,16.00,,,,,,,,,
BM,1986,155,1986-06-04,18.00,,,,,,,,,
BM,1986,169,1986-06-18,0.00,,,,,,,,,
BM,1986,169,1986-06-18,2.00,,,,,,,,,
BM,1986,169,1986-06-18,4.00,,,,,,,,,
BM,1986,169,1986-06-18,6.00,,,,,,,,,
BM,1986,169,1986-06-18,8.00,,,,,,,,,
BM,1986,169,1986-06-18,10.00,,,,,,,,,
BM,1986,169,1986-06-18,11.00,,,,,,,,,
BM,1986,169,1986-06-18,13.00,,,,,,,,,
BM,1986,169,1986-06-18,15.00,,,,,,,,,
BM,1986,169,1986-06-18,17.00,,,,,,,,,
BM,1986,169,1986-06-18,19.00,,,,,,,,,
BM,1986,182,1986-07-01,0.00,,,,,,,,,
BM,1986,182,1986-07-01,2.00,,,,,,,,,
BM,1986,182,1986-07-01,4.00,,,,,,,,,
BM,1986,182,1986-07-01,6.00,,,,,,,,,
BM,1986,182,1986-07-01,8.00,,,,,,,,,
BM,1986,182,1986-07-01,10.00,,,,,,,,,
BM,1986,182,1986-07-01,12.00,,,,,,,,,
BM,1986,182,1986-07-01,14.00,,,,,,,,,
BM,1986,182,1986-07-01,16.00,,,,,,,,,
BM,1986,182,1986-07-01,18.00,,,,,,,,,
BM,1986,182,1986-07-01,19.00,,,,,,,,,
BM,1986,197,1986-07-16,1.00,,,,,,,,,
BM,1986,197,1986-07-16,3.00,,,,,,,,,
BM,1986,197,1986-07-16,5.00,,,,,,,,,
BM,1986,197,1986-07-16,7.00,,,,,,,,,
BM,1986,197,1986-07-16,9.00,,,,,,,,,
BM,1986,197,1986-07-16,10.00,,,,,,,,,
BM,1986,197,1986-07-16,12.00,,,,,,,,,
BM,1986,197,1986-07-16,14.00,,,,,,,,,
BM,1986,197,1986-07-16,16.00,,,,,,,,,
BM,1986,197,1986-07-16,18.00,,,,,,,,,
BM,1986,211,1986-07-30,0.00,,,,,,,,,
BM,1986,211,1986-07-30,2.00,,,,,,,,,
BM,1986,211,1986-07-30,4.00,,,,,,,,,
BM,1986,211,1986-07-30,6.00,,,,,,,,,
BM,1986,211,1986-07-30,8.00,,,,,,,,,
BM,1986,211,1986-07-30,10.00,,,,,,,,,
BM,1986,211,1986-07-30,12.00,,,,,,,,,
BM,1986,211,1986-07-30,14.00,,,,,,,,,
BM,1986,211,1986-07-30,16.00,,,,,,,,,
BM,1986,211,1986-07-30,17.00,,,,,,,,,
BM,1986,211,1986-07-30,19.00,,,,,,,,,
BM,1986,224,1986-08-12,1.00,,,,,,,,,
BM,1986,224,1986-08-12,3.00,,,,,,,,,
BM,1986,224,1986-08-12,5.00,,,,,,,,,
BM,1986,224,1986-08-12,7.00,,,,,,,,,
BM,1986,224,1986-08-12,9.00,,,,,,,,,
BM,1986,224,1986-08-12,10.00,,,,,,,,,48
BM,1986,224,1986-08-12,12.00,0.44,3.46,6.06,1.87,0.89,0.46,,,
BM,1986,224,1986-08-12,13.00,,,,,,,,,
BM,1986,224,1986-08-12,15.00,,,,,,,,,
BM,1986,224,1986-08-12,17.00,,,,,,,,,
BM,1986,224,1986-08-12,19.00,0.43,2.83,7.21,1.95,0.93,0.52,,,58
BM,1986,237,1986-08-25,0.00,,,,,,,,,
BM,1986,237,1986-08-25,2.00,,,,,,,,,
BM,1986,237,1986-08-25,4.00,,,,,,,,,
BM,1986,237,1986-08-25,6.00,,,,,,,,,
BM,1986,237,1986-08-25,8.00,,,,,,,,,
BM,1986,237,1986-08-25,10.00,,,,,,,,,
BM,1986,237,1986-08-25,12.00,,,,,,,,,
BM,1986,237,1986-08-25,14.00,,,,,,,,,
BM,1986,237,1986-08-25,16.00,,,,,,,,,
BM,1986,237,1986-08-25,18.00,,,,,,,,,
BM,1986,237,1986-08-25,19.00,,,,,,,,,
BM,1986,253,1986-09-10,1.00,,,,,,,,,
BM,1986,253,1986-09-10,3.00,,,,,,,,,
BM,1986,253,1986-09-10,5.00,,,,,,,,,
BM,1986,253,1986-09-10,7.00,,,,,,,,,
BM,1986,253,1986-09-10,8.00,,,,,,,,,
BM,1986,253,1986-09-10,10.00,,,,,,,,,
BM,1986,253,1986-09-10,12.00,,,,,,,,,
BM,1986,253,1986-09-10,13.00,,,,,,,,,
BM,1986,253,1986-09-10,15.00,,,,,,,,,
BM,1986,253,1986-09-10,17.00,,,,,,,,,
BM,1986,253,1986-09-10,19.00,,,,,,,,,
BM,1986,266,1986-09-23,1.00,,,,,,,,,
BM,1986,266,1986-09-23,3.00,,,,,,,,,
BM,1986,266,1986-09-23,5.00,,,,,,,,,
BM,1986,266,1986-09-23,7.00,,,,,,,,,
BM,1986,266,1986-09-23,9.00,,,,,,,,,
BM,1986,266,1986-09-23,11.00,,,,,,,,,
BM,1986,266,1986-09-23,13.00,,,,,,,,,
BM,1986,266,1986-09-23,15.00,,,,,,,,,
BM,1986,266,1986-09-23,17.00,,,,,,,,,
BM,1986,266,1986-09-23,19.00,,,,,,,,,
BM,1986,280,1986-10-07,0.00,,,,,,,,,
BM,1986,280,1986-10-07,2.00,,,,,,,,,
BM,1986,280,1986-10-07,4.00,,,,,,,,,
BM,1986,280,1986-10-07,6.00,,,,,,,,,
BM,1986,280,1986-10-07,8.00,,,,,,,,,
BM,1986,280,1986-10-07,10.00,,,,,,,,,
BM,1986,280,1986-10-07,12.00,,,,,,,,,
BM,1986,280,1986-10-07,14.00,,,,,,,,,
BM,1986,280,1986-10-07,16.00,,,,,,,,,
BM,1986,280,1986-10-07,18.00,,,,,,,,,
BM,1986,280,1986-10-07,19.00,,,,,,,,,
BM,1986,294,1986-10-21,1.00,,,,,,,,,
BM,1986,294,1986-10-21,3.00,,,,,,,,,
BM,1986,294,1986-10-21,4.00,,,,,,,,,
BM,1986,294,1986-10-21,6.00,,,,,,,,,
BM,1986,294,1986-10-21,8.00,,,,,,,,,
BM,1986,294,1986-10-21,10.00,,,,,,,,,
BM,1986,294,1986-10-21,12.00,,,,,,,,,
BM,1986,294,1986-10-21,14.00,,,,,,,,,
BM,1986,294,1986-10-21,16.00,,,,,,,,,
BM,1986,294,1986-10-21,18.00,,,,,,,,,
BM,1986,309,1986-11-05,0.00,0.35,3.54,5.40,1.77,0.90,0.43,,,49
BM,1986,309,1986-11-05,1.00,,,,,,,,,
BM,1986,309,1986-11-05,3.00,,,,,,,,,
BM,1986,309,1986-11-05,5.00,,,,,,,,,
BM,1986,309,1986-11-05,7.00,,,,,,,,,
BM,1986,309,1986-11-05,9.00,,,,,,,,,
BM,1986,309,1986-11-05,11.00,,,,,,,,,
BM,1986,309,1986-11-05,13.00,,,,,,,,,
BM,1986,309,1986-11-05,15.00,,,,,,,,,
BM,1986,309,1986-11-05,17.00,,,,,,,,,
BM,1986,309,1986-11-05,19.00,0.39,3.54,5.43,1.76,0.87,0.44,,,48
BM,1987,12,1987-01-12,0.00,,,,,,,,,
BM,1987,12,1987-01-12,2.00,,,,,,,,,
BM,1987,12,1987-01-12,4.00,,,,,,,,,
BM,1987,12,1987-01-12,6.00,,,,,,,,,
BM,1987,12,1987-01-12,8.00,,,,,,,,,
BM,1987,12,1987-01-12,10.00,,,,,,,0.00,0.00,
BM,1987,12,1987-01-12,11.00,,,,,,,,,
BM,1987,12,1987-01-12,13.00,,,,,,,,,
BM,1987,12,1987-01-12,15.00,,,,,,,,,
BM,1987,12,1987-01-12,16.00,,,,,,,,,
BM,1987,12,1987-01-12,18.00,,,,,,,,,
BM,1987,56,1987-02-25,0.00,0.48,4.19,6.66,2.06,1.08,0.57,,,57
BM,1987,56,1987-02-25,1.00,,,,,,,,,
BM,1987,56,1987-02-25,3.00,0.38,3.56,5.80,1.75,0.89,0.44,,,
BM,1987,56,1987-02-25,4.00,,,,,,,,,
BM,1987,56,1987-02-25,6.00,,,,,,,,,
BM,1987,56,1987-02-25,8.00,,,,,,,,,
BM,1987,56,1987-02-25,10.00,0.39,3.53,5.99,1.77,0.90,0.46,,,51
BM,1987,56,1987-02-25,12.00,,,,,,,,,
BM,1987,56,1987-02-25,13.00,,,,,,,,,
BM,1987,56,1987-02-25,15.00,,,,,,,,,
BM,1987,56,1987-02-25,17.00,,,,,,,,,
BM,1987,56,1987-02-25,19.00,0.43,2.59,7.21,2.00,0.95,0.54,0.62,0.09,62
BM,1987,83,1987-03-24,0.00,,,,,,,,,
BM,1987,83,1987-03-24,2.00,,,,,,,,,
BM,1987,83,1987-03-24,4.00,,,,,,,,,
BM,1987,83,1987-03-24,6.00,,,,,,,,,
BM,1987,83,1987-03-24,8.00,,,,,,,,,
BM,1987,83,1987-03-24,10.00,,,,,,,,,
BM,1987,83,1987-03-24,12.00,,,,,,,,,
BM,1987,83,1987-03-24,14.00,,,,,,,,,
BM,1987,83,1987-03-24,16.00,,,,,,,,,
BM,1987,83,1987-03-24,18.00,,,,,,,,,
BM,1987,106,1987-04-16,0.00,0.44,3.69,5.28,1.76,0.90,0.44,,,46
BM,1987,106,1987-04-16,2.00,,,,,,,,,
BM,1987,106,1987-04-16,4.00,,,,,,,,,
BM,1987,106,1987-04-16,6.00,,,,,,,,,
BM,1987,106,1987-04-16,8.00,,,,,,,,,
BM,1987,106,1987-04-16,10.00,0.40,3.49,5.24,1.78,0.90,0.41,0.00,0.00,46
BM,1987,106,1987-04-16,11.00,,,,,,,,,
BM,1987,106,1987-04-16,13.00,,,,,,,,,
BM,1987,106,1987-04-16,15.00,,,,,,,,,
BM,1987,106,1987-04-16,17.00,,,,,,,,,
BM,1987,106,1987-04-16,19.00,0.50,3.49,5.60,1.78,0.91,0.41,0.00,0.00,48
BM,1987,126,1987-05-06,0.00,,,,,,,,,
BM,1987,126,1987-05-06,2.00,,,,,,,,,
BM,1987,126,1987-05-06,4.00,,,,,,,,,
BM,1987,126,1987-05-06,6.00,,,,,,,,,
BM,1987,126,1987-05-06,8.00,,,,,,,,,
BM,1987,126,1987-05-06,10.00,,,,,,,,,
BM,1987,126,1987-05-06,12.00,,,,,,,,,
BM,1987,126,1987-05-06,14.00,,,,,,,,,
BM,1987,126,1987-05-06,16.00,,,,,,,,,
BM,1987,126,1987-05-06,18.00,,,,,,,,,
BM,1987,126,1987-05-06,19.00,,,,,,,,,
BM,1987,141,1987-05-21,1.00,,,,,,,,,
BM,1987,141,1987-05-21,3.00,,,,,,,,,
BM,1987,141,1987-05-21,5.00,,,,,,,,,
BM,1987,141,1987-05-21,7.00,,,,,,,,,
BM,1987,141,1987-05-21,9.00,,,,,,,,,
BM,1987,141,1987-05-21,11.00,,,,,,,,,
BM,1987,141,1987-05-21,12.00,,,,,,,,,
BM,1987,141,1987-05-21,14.00,,,,,,,,,
BM,1987,141,1987-05-21,16.00,,,,,,,0.00,0.00,
BM,1987,141,1987-05-21,18.00,,,,,,,,,
BM,1987,153,1987-06-02,0.00,,,,,,,,,
BM,1987,153,1987-06-02,2.00,,,,,,,,,
BM,1987,153,1987-06-02,4.00,,,,,,,,,
BM,1987,153,1987-06-02,6.00,,,,,,,,,
BM,1987,153,1987-06-02,8.00,,,,,,,,,
BM,1987,153,1987-06-02,10.00,,,,,,,,,
BM,1987,153,1987-06-02,12.00,,,,,,,,,
BM,1987,153,1987-06-02,14.00,,,,,,,,,
BM,1987,153,1987-06-02,16.00,,,,,,,,,
BM,1987,153,1987-06-02,18.00,,,,,,,,,
BM,1987,153,1987-06-02,19.00,,,,,,,,,
BM,1987,162,1987-06-11,1.00,,,,,,,,,
BM,1987,162,1987-06-11,3.00,,,,,,,,,
BM,1987,162,1987-06-11,5.00,,,,,,,,,
BM,1987,162,1987-06-11,7.00,,,,,,,,,
BM,1987,162,1987-06-11,9.00,,,,,,,,,
BM,1987,162,1987-06-11,10.00,,,,,,,,,
BM,1987,162,1987-06-11,12.00,,,,,,,,,
BM,1987,162,1987-06-11,14.00,,,,,,,,,
BM,1987,162,1987-06-11,16.00,,,,,,,,,
BM,1987,162,1987-06-11,18.00,,,,,,,,,
BM,1987,181,1987-06-30,0.00,,,,,,,,,
BM,1987,181,1987-06-30,2.00,,,,,,,,,
BM,1987,181,1987-06-30,4.00,,,,,,,,,
BM,1987,181,1987-06-30,6.00,,,,,,,,,
BM,1987,181,1987-06-30,8.00,,,,,,,,,
BM,1987,181,1987-06-30,10.00,,,,,,,,,
BM,1987,181,1987-06-30,12.00,,,,,,,,,
BM,1987,181,1987-06-30,14.00,,,,,,,,,
BM,1987,181,1987-06-30,16.00,,,,,,,,,
BM,1987,181,1987-06-30,18.00,,,,,,,,,
BM,1987,181,1987-06-30,19.00,,,,,,,,,
BM,1987,195,1987-07-14,1.00,,,,,,,,,
BM,1987,195,1987-07-14,3.00,,,,,,,,,
BM,1987,195,1987-07-14,5.00,,,,,,,,,
BM,1987,195,1987-07-14,7.00,,,,,,,,,
BM,1987,195,1987-07-14,9.00,,,,,,,,,
BM,1987,195,1987-07-14,10.00,,,,,,,,,
BM,1987,195,1987-07-14,12.00,,,,,,,,,
BM,1987,195,1987-07-14,14.00,,,,,,,,,
BM,1987,195,1987-07-14,16.00,,,,,,,0.00,0.00,
BM,1987,195,1987-07-14,18.00,,,,,,,,,
BM,1987,209,1987-07-28,0.00,,,,,,,,,
BM,1987,209,1987-07-28,2.00,,,,,,,,,
BM,1987,209,1987-07-28,4.00,,,,,,,,,
BM,1987,209,1987-07-28,6.00,,,,,,,,,
BM,1987,209,1987-07-28,8.00,,,,,,,,,
BM,1987,209,1987-07-28,10.00,,,,,,,,,
BM,1987,209,1987-07-28,12.00,,,,,,,,,
BM,1987,209,1987-07-28,14.00,,,,,,,,,
BM,1987,209,1987-07-28,16.00,,,,,,,,,
BM,1987,209,1987-07-28,18.00,,,,,,,,,
BM,1987,209,1987-07-28,19.00,,,,,,,,,
BM,1987,223,1987-08-11,1.00,,,,,,,,,
BM,1987,223,1987-08-11,3.00,,,,,,,,,
BM,1987,223,1987-08-11,5.00,,,,,,,,,
BM,1987,223,1987-08-11,7.00,,,,,,,,,
BM,1987,223,1987-08-11,9.00,,,,,,,,,
BM,1987,223,1987-08-11,10.00,0.37,3.57,6.26,1.75,0.88,0.42,,,50
BM,1987,223,1987-08-11,12.00,0.42,3.45,6.53,1.75,0.90,0.44,,,
BM,1987,223,1987-08-11,13.00,,,,,,,,,
BM,1987,223,1987-08-11,15.00,,,,,,,,,
BM,1987,223,1987-08-11,17.00,,,,,,,,,
BM,1987,223,1987-08-11,19.00,0.44,3.17,7.30,1.83,0.93,0.50,0.95,0.07,57
BM,1987,236,1987-08-24,1.00,,,,,,,,,
BM,1987,236,1987-08-24,3.00,,,,,,,,,
BM,1987,236,1987-08-24,5.00,,,,,,,,,
BM,1987,236,1987-08-24,7.00,,,,,,,,,
BM,1987,236,1987-08-24,9.00,,,,,,,,,
BM,1987,236,1987-08-24,11.00,,,,,,,,,
BM,1987,236,1987-08-24,12.00,,,,,,,,,
BM,1987,236,1987-08-24,14.00,,,,,,,,,
BM,1987,236,1987-08-24,16.00,,,,,,,,,
BM,1987,236,1987-08-24,18.00,,,,,,,,,
BM,1987,252,1987-09-09,0.00,,,,,,,,,
BM,1987,252,1987-09-09,2.00,,,,,,,,,
BM,1987,252,1987-09-09,4.00,,,,,,,,,
BM,1987,252,1987-09-09,6.00,,,,,,,,,
BM,1987,252,1987-09-09,8.00,,,,,,,,,
BM,1987,252,1987-09-09,10.00,,,,,,,,,
BM,1987,252,1987-09-09,12.00,,,,,,,,,
BM,1987,252,1987-09-09,13.00,,,,,,,,,
BM,1987,252,1987-09-09,15.00,,,,,,,,,
BM,1987,252,1987-09-09,17.00,,,,,,,,,
BM,1987,266,1987-09-23,0.00,,,,,,,,,
BM,1987,266,1987-09-23,2.00,,,,,,,,,
BM,1987,266,1987-09-23,4.00,,,,,,,,,
BM,1987,266,1987-09-23,6.00,,,,,,,,,
BM,1987,266,1987-09-23,8.00,,,,,,,,,
BM,1987,266,1987-09-23,10.00,,,,,,,,,
BM,1987,266,1987-09-23,12.00,,,,,,,,,
BM,1987,266,1987-09-23,14.00,,,,,,,,,
BM,1987,266,1987-09-23,16.00,,,,,,,,,
BM,1987,266,1987-09-23,17.00,,,,,,,,,
BM,1987,266,1987-09-23,19.00,,,,,,,,,
BM,1987,279,1987-10-06,1.00,,,,,,,,,
BM,1987,279,1987-10-06,3.00,,,,,,,,,
BM,1987,279,1987-10-06,5.00,,,,,,,,,
BM,1987,279,1987-10-06,6.00,,,,,,,,,
BM,1987,279,1987-10-06,8.00,,,,,,,,,
BM,1987,279,1987-10-06,10.00,,,,,,,,,
BM,1987,279,1987-10-06,12.00,,,,,,,,,
BM,1987,279,1987-10-06,14.00,,,,,,,,,
BM,1987,279,1987-10-06,16.00,,,,,,,1.24,0.14,
BM,1987,279,1987-10-06,18.00,,,,,,,,,
BM,1987,294,1987-10-21,0.00,,,,,,,,,
BM,1987,294,1987-10-21,2.00,,,,,,,,,
BM,1987,294,1987-10-21,4.00,,,,,,,,,
BM,1987,294,1987-10-21,6.00,,,,,,,,,
BM,1987,294,1987-10-21,8.00,,,,,,,,,
BM,1987,294,1987-10-21,9.00,,,,,,,,,
BM,1987,294,1987-10-21,11.00,,,,,,,,,
BM,1987,294,1987-10-21,13.00,,,,,,,,,
BM,1987,294,1987-10-21,15.00,,,,,,,,,
BM,1987,294,1987-10-21,17.00,,,,,,,,,
BM,1987,308,1987-11-04,0.00,0.36,3.60,5.85,1.78,0.92,0.43,,,50
BM,1987,308,1987-11-04,1.00,,,,,,,,,
BM,1987,308,1987-11-04,3.00,,,,,,,,,
BM,1987,308,1987-11-04,5.00,,,,,,,,,
BM,1987,308,1987-11-04,7.00,,,,,,,,,
BM,1987,308,1987-11-04,9.00,,,,,,,,,
BM,1987,308,1987-11-04,11.00,,,,,,,,,
BM,1987,308,1987-11-04,13.00,,,,,,,,,
BM,1987,308,1987-11-04,15.00,,,,,,,,,
BM,1987,308,1987-11-04,17.00,,,,,,,,,
BM,1987,308,1987-11-04,19.00,0.31,3.76,5.90,1.78,0.91,0.42,0.00,0.00,50
BM,1987,320,1987-11-16,1.00,,,,,,,,,
BM,1987,320,1987-11-16,3.00,,,,,,,,,
BM,1987,320,1987-11-16,5.00,,,,,,,,,
BM,1987,320,1987-11-16,7.00,,,,,,,,,
BM,1987,320,1987-11-16,8.00,,,,,,,,,
BM,1987,320,1987-11-16,10.00,,,,,,,,,
BM,1987,320,1987-11-16,12.00,,,,,,,,,
BM,1987,320,1987-11-16,14.00,,,,,,,,,
BM,1987,320,1987-11-16,16.00,,,,,,,,,
BM,1987,320,1987-11-16,18.00,,,,,,,,,
BM,1988,12,1988-01-12,0.00,,,,,,,0.00,0.00,
BM,1988,12,1988-01-12,1.00,,,,,,,,,
BM,1988,12,1988-01-12,3.00,,,,,,,,,
BM,1988,12,1988-01-12,5.00,,,,,,,,,
BM,1988,12,1988-01-12,7.00,,,,,,,,,
BM,1988,12,1988-01-12,9.00,,,,,,,,,
BM,1988,12,1988-01-12,11.00,,,,,,,,,
BM,1988,12,1988-01-12,13.00,,,,,,,,,
BM,1988,12,1988-01-12,15.00,,,,,,,,,
BM,1988,12,1988-01-12,17.00,,,,,,,,,
BM,1988,12,1988-01-12,18.00,,,,,,,,,
BM,1988,61,1988-03-01,1.00,,,,,,,,,
BM,1988,61,1988-03-01,3.00,,,,,,,,,
BM,1988,61,1988-03-01,5.00,,,,,,,,,
BM,1988,61,1988-03-01,7.00,,,,,,,,,
BM,1988,61,1988-03-01,9.00,,,,,,,,,
BM,1988,61,1988-03-01,10.00,,,,,,,,,55
BM,1988,61,1988-03-01,12.00,,,,,,,,,
BM,1988,61,1988-03-01,14.00,,,,,,,,,
BM,1988,61,1988-03-01,16.00,0.45,3.73,6.83,2.06,0.94,0.57,0.09,0.03,
BM,1988,61,1988-03-01,17.00,,,,,,,,,
BM,1988,97,1988-04-06,0.00,,,,,,,0.00,0.00,
BM,1988,97,1988-04-06,2.00,,,,,,,,,
BM,1988,97,1988-04-06,4.00,,,,,,,,,
BM,1988,97,1988-04-06,6.00,,,,,,,,,
BM,1988,97,1988-04-06,8.00,,,,,,,,,
BM,1988,97,1988-04-06,10.00,,,,,,,0.00,0.00,
BM,1988,97,1988-04-06,12.00,,,,,,,,,
BM,1988,97,1988-04-06,14.00,,,,,,,,,
BM,1988,97,1988-04-06,16.00,,,,,,,0.07,0.07,
BM,1988,97,1988-04-06,18.00,,,,,,,0.59,0.13,
BM,1988,116,1988-04-25,0.00,0.36,3.64,6.20,1.79,0.92,0.42,0.00,0.00,51
BM,1988,116,1988-04-25,1.00,,,,,,,,,
BM,1988,116,1988-04-25,3.00,,,,,,,,,
BM,1988,116,1988-04-25,5.00,,,,,,,,,
BM,1988,116,1988-04-25,7.00,,,,,,,,,
BM,1988,116,1988-04-25,9.00,,,,,,,,,
BM,1988,116,1988-04-25,11.00,,,,,,,,,
BM,1988,116,1988-04-25,13.00,,,,,,,,,
BM,1988,116,1988-04-25,15.00,,,,,,,,,
BM,1988,116,1988-04-25,17.00,,,,,,,,,
BM,1988,116,1988-04-25,19.00,0.38,3.66,6.39,1.79,0.86,0.46,0.00,0.00,51
BM,1988,132,1988-05-11,0.00,,,,,,,,,
BM,1988,132,1988-05-11,2.00,,,,,,,,,
BM,1988,132,1988-05-11,4.00,,,,,,,,,
BM,1988,132,1988-05-11,5.00,,,,,,,,,
BM,1988,132,1988-05-11,7.00,,,,,,,,,
BM,1988,132,1988-05-11,9.00,,,,,,,,,
BM,1988,132,1988-05-11,11.00,,,,,,,,,
BM,1988,132,1988-05-11,13.00,,,,,,,,,
BM,1988,132,1988-05-11,15.00,,,,,,,,,
BM,1988,132,1988-05-11,17.00,,,,,,,,,
BM,1988,132,1988-05-11,19.00,,,,,,,,,
BM,1988,146,1988-05-25,1.00,,,,,,,,,
BM,1988,146,1988-05-25,3.00,,,,,,,,,
BM,1988,146,1988-05-25,5.00,,,,,,,0.00,0.00,
BM,1988,146,1988-05-25,6.00,,,,,,,,,
BM,1988,146,1988-05-25,8.00,,,,,,,0.00,0.00,
BM,1988,146,1988-05-25,10.00,,,,,,,0.00,0.00,
BM,1988,146,1988-05-25,12.00,,,,,,,,,
BM,1988,146,1988-05-25,14.00,,,,,,,,,
BM,1988,146,1988-05-25,16.00,,,,,,,0.00,0.00,
BM,1988,146,1988-05-25,18.00,,,,,,,,,
BM,1988,161,1988-06-09,0.00,,,,,,,,,
BM,1988,161,1988-06-09,2.00,,,,,,,,,
BM,1988,161,1988-06-09,4.00,,,,,,,,,
BM,1988,161,1988-06-09,6.00,,,,,,,,,
BM,1988,161,1988-06-09,8.00,,,,,,,,,
BM,1988,161,1988-06-09,10.00,,,,,,,,,
BM,1988,161,1988-06-09,12.00,,,,,,,,,
BM,1988,161,1988-06-09,14.00,,,,,,,,,
BM,1988,161,1988-06-09,16.00,,,,,,,,,
BM,1988,161,1988-06-09,17.00,,,,,,,,,
BM,1988,174,1988-06-22,0.00,,,,,,,0.00,0.00,
BM,1988,174,1988-06-22,2.00,,,,,,,,,
BM,1988,174,1988-06-22,4.00,,,,,,,,,
BM,1988,174,1988-06-22,6.00,,,,,,,,,
BM,1988,174,1988-06-22,8.00,,,,,,,,,
BM,1988,174,1988-06-22,10.00,,,,,,,0.00,0.00,
BM,1988,174,1988-06-22,12.00,,,,,,,0.05,0.00,
BM,1988,174,1988-06-22,13.00,,,,,,,,,
BM,1988,174,1988-06-22,15.00,,,,,,,,,
BM,1988,174,1988-06-22,17.00,,,,,,,,,
BM,1988,174,1988-06-22,19.00,,,,,,,0.08,0.00,
BM,1988,187,1988-07-05,1.00,,,,,,,,,
BM,1988,187,1988-07-05,3.00,,,,,,,,,
